	Syncephalastrum_racemosum_CBS_440.59_Plus.aa	Syncephalastrum_racemosum_CBS_441.59-.aa
OG0010402		GBNXB_003025-T1
OG0010403		GBNXB_003026-T1
OG0010404		GBNXB_003031-T1
OG0010405		GBNXB_003033-T1
OG0010406		GBNXB_003036-T1
OG0010407		GBNXB_003037-T1
OG0010408		GBNXB_003038-T1
OG0010409		GBNXB_003039-T1
OG0010410		GBNXB_003042-T1
OG0010411		GBNXB_003043-T1
OG0010412		GBNXB_003051-T1
OG0010413		GBNXB_003059-T1
OG0010414		GBNXB_003060-T1
OG0010415		GBNXB_003064-T1
OG0010416		GBNXB_003065-T1
OG0010417		GBNXB_003066-T1
OG0010418		GBNXB_003067-T1
OG0010419		GBNXB_003068-T1
OG0010420		GBNXB_003072-T1
OG0010421		GBNXB_003074-T1
OG0010422		GBNXB_003075-T1
OG0010423		GBNXB_003080-T1
OG0010424		GBNXB_003084-T1
OG0010425		GBNXB_003088-T1
OG0010426		GBNXB_003089-T1
OG0010427		GBNXB_003101-T1
OG0010428		GBNXB_003108-T1
OG0010429		GBNXB_003109-T1
OG0010430		GBNXB_003110-T1
OG0010431		GBNXB_003112-T1
OG0010432		GBNXB_003116-T1
OG0010433		GBNXB_003117-T1
OG0010434		GBNXB_003118-T1
OG0010435		GBNXB_003119-T1
OG0010436		GBNXB_003120-T1
OG0010437		GBNXB_003121-T1
OG0010438		GBNXB_003122-T1
OG0010439		GBNXB_003123-T1
OG0010440		GBNXB_003125-T1
OG0010441		GBNXB_003126-T1
OG0010442		GBNXB_003127-T1
OG0010443		GBNXB_003129-T1
OG0010444		GBNXB_003130-T1
OG0010445		GBNXB_003133-T1
OG0010446		GBNXB_003134-T1
OG0010447		GBNXB_003146-T1
OG0010448		GBNXB_003151-T1
OG0010449		GBNXB_003152-T1
OG0010450		GBNXB_003156-T1
OG0010451		GBNXB_003159-T1
OG0010452		GBNXB_003167-T1
OG0010453		GBNXB_003168-T1
OG0010454		GBNXB_003170-T1
OG0010455		GBNXB_003175-T1
OG0010456		GBNXB_003176-T1
OG0010457		GBNXB_003178-T1
OG0010458		GBNXB_003180-T1
OG0010459		GBNXB_003181-T1
OG0010460		GBNXB_003183-T1
OG0010461		GBNXB_003187-T1
OG0010462		GBNXB_003188-T1
OG0010463		GBNXB_003190-T1
OG0010464		GBNXB_003191-T1
OG0010465		GBNXB_003192-T1
OG0010466		GBNXB_003193-T1
OG0010467		GBNXB_003194-T1
OG0010468		GBNXB_003195-T1
OG0010469		GBNXB_003196-T1
OG0010470		GBNXB_003197-T1
OG0010471		GBNXB_003200-T1
OG0010472		GBNXB_003201-T1
OG0010473		GBNXB_003207-T1
OG0010474		GBNXB_003208-T1
OG0010475		GBNXB_003209-T1
OG0010476		GBNXB_003210-T1
OG0010477		GBNXB_003211-T1
OG0010478		GBNXB_003212-T1
OG0010479		GBNXB_003217-T1
OG0010480		GBNXB_003218-T1
OG0010481		GBNXB_003219-T1
OG0010482		GBNXB_003220-T1
OG0010483		GBNXB_003221-T1
OG0010484		GBNXB_003223-T1
OG0010485		GBNXB_003224-T1
OG0010486		GBNXB_003225-T1
OG0010487		GBNXB_003226-T1
OG0010488		GBNXB_003227-T1
OG0010489		GBNXB_003228-T1
OG0010490		GBNXB_003229-T1
OG0010491		GBNXB_003231-T1
OG0010492		GBNXB_003232-T1
OG0010493		GBNXB_003234-T1
OG0010494		GBNXB_003236-T1
OG0010495		GBNXB_003237-T1
OG0010496		GBNXB_003238-T1
OG0010497		GBNXB_003239-T1
OG0010498		GBNXB_003240-T1
OG0010499		GBNXB_003241-T1
OG0010500		GBNXB_003242-T1
OG0010501		GBNXB_003244-T1
OG0010502		GBNXB_003245-T1
OG0010503		GBNXB_003246-T1
OG0010504		GBNXB_003247-T1
OG0010505		GBNXB_003248-T1
OG0010506		GBNXB_003253-T1
OG0010507		GBNXB_003254-T1
OG0010508		GBNXB_003255-T1
OG0010509		GBNXB_003256-T1
OG0010510		GBNXB_003258-T1
OG0010511		GBNXB_003259-T1
OG0010512		GBNXB_003260-T1
OG0010513		GBNXB_003261-T1
OG0010514		GBNXB_003262-T1
OG0010515		GBNXB_003263-T1
OG0010516		GBNXB_003264-T1
OG0010517		GBNXB_003265-T1
OG0010518		GBNXB_003267-T1
OG0010519		GBNXB_003271-T1
OG0010520		GBNXB_003272-T1
OG0010521		GBNXB_003273-T1
OG0010522		GBNXB_003274-T1
OG0010523		GBNXB_003276-T1
OG0010524		GBNXB_003277-T1
OG0010525		GBNXB_003280-T1
OG0010526		GBNXB_003281-T1
OG0010527		GBNXB_003283-T1
OG0010528		GBNXB_003284-T1
OG0010529		GBNXB_003285-T1
OG0010530		GBNXB_003286-T1
OG0010531		GBNXB_003287-T1
OG0010532		GBNXB_003289-T1
OG0010533		GBNXB_003290-T1
OG0010534		GBNXB_003292-T1
OG0010535		GBNXB_003293-T1
OG0010536		GBNXB_003294-T1
OG0010537		GBNXB_003295-T1
OG0010538		GBNXB_003296-T1
OG0010539		GBNXB_003297-T1
OG0010540		GBNXB_003298-T1
OG0010541		GBNXB_003299-T1
OG0010542		GBNXB_003301-T1
OG0010543		GBNXB_003303-T1
OG0010544		GBNXB_003304-T1
OG0010545		GBNXB_003305-T1
OG0010546		GBNXB_003307-T1
OG0010547		GBNXB_003317-T1
OG0010548		GBNXB_003320-T1
OG0010549		GBNXB_003323-T1
OG0010550		GBNXB_003325-T1
OG0010551		GBNXB_003327-T1
OG0010552		GBNXB_003328-T1
OG0010553		GBNXB_003329-T1
OG0010554		GBNXB_003330-T1
OG0010555		GBNXB_003334-T1
OG0010556		GBNXB_003335-T1
OG0010557		GBNXB_003336-T1
OG0010558		GBNXB_003337-T1
OG0010559		GBNXB_003338-T1
OG0010560		GBNXB_003339-T1
OG0010561		GBNXB_003340-T1
OG0010562		GBNXB_003341-T1
OG0010563		GBNXB_003343-T1
OG0010564		GBNXB_003344-T1
OG0010565		GBNXB_003347-T1
OG0010566		GBNXB_003348-T1
OG0010567		GBNXB_003349-T1
OG0010568		GBNXB_003350-T1
OG0010569		GBNXB_003351-T1
OG0010570		GBNXB_003362-T1
OG0010571		GBNXB_003365-T1
OG0010572		GBNXB_003369-T1
OG0010573		GBNXB_003371-T1
OG0010574		GBNXB_003373-T1
OG0010575		GBNXB_003374-T1
OG0010576		GBNXB_003377-T1
OG0010577		GBNXB_003388-T1
OG0010578		GBNXB_003389-T1
OG0010579		GBNXB_003391-T1
OG0010580		GBNXB_003392-T1
OG0010581		GBNXB_003393-T1
OG0010582		GBNXB_003394-T1
OG0010583		GBNXB_003395-T1
OG0010584		GBNXB_003396-T1
OG0010585		GBNXB_003397-T1
OG0010586		GBNXB_003399-T1
OG0010587		GBNXB_003400-T1
OG0010588		GBNXB_003401-T1
OG0010589		GBNXB_003402-T1
OG0010590		GBNXB_003403-T1
OG0010591		GBNXB_003404-T1
OG0010592		GBNXB_003406-T1
OG0010593		GBNXB_003407-T1
OG0010594		GBNXB_003408-T1
OG0010595		GBNXB_003409-T1
OG0010596		GBNXB_003412-T1
OG0010597		GBNXB_003416-T1
OG0010598		GBNXB_003417-T1
OG0010599		GBNXB_003418-T1
OG0010600		GBNXB_003419-T1
OG0010601		GBNXB_003420-T1
OG0010602		GBNXB_003421-T1
OG0010603		GBNXB_003422-T1
OG0010604		GBNXB_003423-T1
OG0010605		GBNXB_003424-T1
OG0010606		GBNXB_003425-T1
OG0010607		GBNXB_003426-T1
OG0010608		GBNXB_003427-T1
OG0010609		GBNXB_003428-T1
OG0010610		GBNXB_003429-T1
OG0010611		GBNXB_003430-T1
OG0010612		GBNXB_003431-T1
OG0010613		GBNXB_003432-T1
OG0010614		GBNXB_003434-T1
OG0010615		GBNXB_003435-T1
OG0010616		GBNXB_003436-T1
OG0010617		GBNXB_003437-T1
OG0010618		GBNXB_003440-T1
OG0010619		GBNXB_003441-T1
OG0010620		GBNXB_003442-T1
OG0010621		GBNXB_003443-T1
OG0010622		GBNXB_003444-T1
OG0010623		GBNXB_003445-T1
OG0010624		GBNXB_003446-T1
OG0010625		GBNXB_003447-T1
OG0010626		GBNXB_003448-T1
OG0010627		GBNXB_003449-T1
OG0010628		GBNXB_003450-T1
OG0010629		GBNXB_003451-T1
OG0010630		GBNXB_003452-T1
OG0010631		GBNXB_003453-T1
OG0010632		GBNXB_003454-T1
OG0010633		GBNXB_003455-T1
OG0010634		GBNXB_003456-T1
OG0010635		GBNXB_003457-T1
OG0010636		GBNXB_003458-T1
OG0010637		GBNXB_003460-T1
OG0010638		GBNXB_003461-T1
OG0010639		GBNXB_003462-T1
OG0010640		GBNXB_003464-T1
OG0010641		GBNXB_003466-T1
OG0010642		GBNXB_003467-T1
OG0010643		GBNXB_003468-T1
OG0010644		GBNXB_003470-T1
OG0010645		GBNXB_003472-T1
OG0010646		GBNXB_003474-T1
OG0010647		GBNXB_003476-T1
OG0010648		GBNXB_003477-T1
OG0010649		GBNXB_003478-T1
OG0010650		GBNXB_003480-T1
OG0010651		GBNXB_003481-T1
OG0010652		GBNXB_003482-T1
OG0010653		GBNXB_003485-T1
OG0010654		GBNXB_003486-T1
OG0010655		GBNXB_003487-T1
OG0010656		GBNXB_003488-T1
OG0010657		GBNXB_003490-T1
OG0010658		GBNXB_003492-T1
OG0010659		GBNXB_003493-T1
OG0010660		GBNXB_003494-T1
OG0010661		GBNXB_003495-T1
OG0010662		GBNXB_003496-T1
OG0010663		GBNXB_003497-T1
OG0010664		GBNXB_003498-T1
OG0010665		GBNXB_003499-T1
OG0010666		GBNXB_003500-T1
OG0010667		GBNXB_003503-T1
OG0010668		GBNXB_003509-T1
OG0010669		GBNXB_003511-T1
OG0010670		GBNXB_003531-T1
OG0010671		GBNXB_003533-T1
OG0010672		GBNXB_003537-T1
OG0010673		GBNXB_003538-T1
OG0010674		GBNXB_003539-T1
OG0010675		GBNXB_003540-T1
OG0010676		GBNXB_003541-T1
OG0010677		GBNXB_003542-T1
OG0010678		GBNXB_003550-T1
OG0010679		GBNXB_003553-T1
OG0010680		GBNXB_003556-T1
OG0010681		GBNXB_003565-T1
OG0010682		GBNXB_003567-T1
OG0010683		GBNXB_003577-T1
OG0010684		GBNXB_003578-T1
OG0010685		GBNXB_003579-T1
OG0010686		GBNXB_003580-T1
OG0010687		GBNXB_003581-T1
OG0010688		GBNXB_003582-T1
OG0010689		GBNXB_003583-T1
OG0010690		GBNXB_003584-T1
OG0010691		GBNXB_003585-T1
OG0010692		GBNXB_003586-T1
OG0010693		GBNXB_003591-T1
OG0010694		GBNXB_003595-T1
OG0010695		GBNXB_003596-T1
OG0010696		GBNXB_003598-T1
OG0010697		GBNXB_003606-T1
OG0010698		GBNXB_003608-T1
OG0010699		GBNXB_003611-T1
OG0010700		GBNXB_003613-T1
OG0010701		GBNXB_003617-T1
OG0010702		GBNXB_003619-T1
OG0010703		GBNXB_003620-T1
OG0010704		GBNXB_003621-T1
OG0010705		GBNXB_003622-T1
OG0010706		GBNXB_003623-T1
OG0010707		GBNXB_003624-T1
OG0010708		GBNXB_003626-T1
OG0010709		GBNXB_003629-T1
OG0010710		GBNXB_003630-T1
OG0010711		GBNXB_003631-T1
OG0010712		GBNXB_003632-T1
OG0010713		GBNXB_003633-T1
OG0010714		GBNXB_003635-T1
OG0010715		GBNXB_003646-T1
OG0010716		GBNXB_003652-T1
OG0010717		GBNXB_003653-T1
OG0010718		GBNXB_003654-T1
OG0010719		GBNXB_003655-T1
OG0010720		GBNXB_003664-T1
OG0010721		GBNXB_003665-T1
OG0010722		GBNXB_003666-T1
OG0010723		GBNXB_003667-T1
OG0010724		GBNXB_003669-T1
OG0010725		GBNXB_003670-T1
OG0010726		GBNXB_003671-T1
OG0010727		GBNXB_003674-T1
OG0010728		GBNXB_003680-T1
OG0010729		GBNXB_003681-T1
OG0010730		GBNXB_003683-T1
OG0010731		GBNXB_003685-T1
OG0010732		GBNXB_003687-T1
OG0010733		GBNXB_003688-T1
OG0010734		GBNXB_003689-T1
OG0010735		GBNXB_003691-T1
OG0010736		GBNXB_003692-T1
OG0010737		GBNXB_003693-T1
OG0010738		GBNXB_003694-T1
OG0010739		GBNXB_003695-T1
OG0010740		GBNXB_003697-T1
OG0010741		GBNXB_003698-T1
OG0010742		GBNXB_003699-T1
OG0010743		GBNXB_003700-T1
OG0010744		GBNXB_003701-T1
OG0010745		GBNXB_003703-T1
OG0010746		GBNXB_003704-T1
OG0010747		GBNXB_003705-T1
OG0010748		GBNXB_003706-T1
OG0010749		GBNXB_003707-T1
OG0010750		GBNXB_003708-T1
OG0010751		GBNXB_003709-T1
OG0010752		GBNXB_003711-T1
OG0010753		GBNXB_003712-T1
OG0010754		GBNXB_003713-T1
OG0010755		GBNXB_003714-T1
OG0010756		GBNXB_003715-T1
OG0010757		GBNXB_003716-T1
OG0010758		GBNXB_003717-T1
OG0010759		GBNXB_003719-T1
OG0010760		GBNXB_003720-T1
OG0010761		GBNXB_003722-T1
OG0010762		GBNXB_003723-T1
OG0010763		GBNXB_003724-T1
OG0010764		GBNXB_003726-T1
OG0010765		GBNXB_003727-T1
OG0010766		GBNXB_003728-T1
OG0010767		GBNXB_003729-T1
OG0010768		GBNXB_003733-T1
OG0010769		GBNXB_003734-T1
OG0010770		GBNXB_003744-T1
OG0010771		GBNXB_003745-T1
OG0010772		GBNXB_003746-T1
OG0010773		GBNXB_003747-T1
OG0010774		GBNXB_003757-T1
OG0010775		GBNXB_003760-T1
OG0010776		GBNXB_003761-T1
OG0010777		GBNXB_003762-T1
OG0010778		GBNXB_003763-T1
OG0010779		GBNXB_003764-T1
OG0010780		GBNXB_003767-T1
OG0010781		GBNXB_003786-T1
OG0010782		GBNXB_003791-T1
OG0010783		GBNXB_003795-T1
OG0010784		GBNXB_003796-T1
OG0010785		GBNXB_003800-T1
OG0010786		GBNXB_003803-T1
OG0010787		GBNXB_003808-T1
OG0010788		GBNXB_003810-T1
OG0010789		GBNXB_003816-T1
OG0010790		GBNXB_003817-T1
OG0010791		GBNXB_003819-T1
OG0010792		GBNXB_003820-T1
OG0010793		GBNXB_003822-T1
OG0010794		GBNXB_003823-T1
OG0010795		GBNXB_003824-T1
OG0010796		GBNXB_003825-T1
OG0010797		GBNXB_003826-T1
OG0010798		GBNXB_003828-T1
OG0010799		GBNXB_003831-T1
OG0010800		GBNXB_003833-T1
OG0010801		GBNXB_003834-T1
OG0010802		GBNXB_003835-T1
OG0010803		GBNXB_003836-T1
OG0010804		GBNXB_003837-T1
OG0010805		GBNXB_003838-T1
OG0010806		GBNXB_003839-T1
OG0010807		GBNXB_003840-T1
OG0010808		GBNXB_003843-T1
OG0010809		GBNXB_003845-T1
OG0010810		GBNXB_003846-T1
OG0010811		GBNXB_003847-T1
OG0010812		GBNXB_003850-T1
OG0010813		GBNXB_003852-T1
OG0010814		GBNXB_003853-T1
OG0010815		GBNXB_003854-T1
OG0010816		GBNXB_003855-T1
OG0010817		GBNXB_003856-T1
OG0010818		GBNXB_003857-T1
OG0010819		GBNXB_003858-T1
OG0010820		GBNXB_003859-T1
OG0010821		GBNXB_003860-T1
OG0010822		GBNXB_003864-T1
OG0010823		GBNXB_003866-T1
OG0010824		GBNXB_003869-T1
OG0010825		GBNXB_003871-T1
OG0010826		GBNXB_003874-T1
OG0010827		GBNXB_003875-T1
OG0010828		GBNXB_003878-T1
OG0010829		GBNXB_003879-T1
OG0010830		GBNXB_003887-T1
OG0010831		GBNXB_003889-T1
OG0010832		GBNXB_003894-T1
OG0010833		GBNXB_003898-T1
OG0010834		GBNXB_003899-T1
OG0010835		GBNXB_003903-T1
OG0010836		GBNXB_003905-T1
OG0010837		GBNXB_003906-T1
OG0010838		GBNXB_003907-T1
OG0010839		GBNXB_003909-T1
OG0010840		GBNXB_003910-T1
OG0010841		GBNXB_003913-T1
OG0010842		GBNXB_003915-T1
OG0010843		GBNXB_003916-T1
OG0010844		GBNXB_003917-T1
OG0010845		GBNXB_003918-T1
OG0010846		GBNXB_003927-T1
OG0010847		GBNXB_003928-T1
OG0010848		GBNXB_003929-T1
OG0010849		GBNXB_003931-T1
OG0010850		GBNXB_003932-T1
OG0010851		GBNXB_003936-T1
OG0010852		GBNXB_003938-T1
OG0010853		GBNXB_003940-T1
OG0010854		GBNXB_003945-T1
OG0010855		GBNXB_003950-T1
OG0010856		GBNXB_003953-T1
OG0010857		GBNXB_003958-T1
OG0010858		GBNXB_003959-T1
OG0010859		GBNXB_003960-T1
OG0010860		GBNXB_003961-T1
OG0010861		GBNXB_003962-T1
OG0010862		GBNXB_003964-T1
OG0010863		GBNXB_003965-T1
OG0010864		GBNXB_003966-T1
OG0010865		GBNXB_003967-T1
OG0010866		GBNXB_003968-T1
OG0010867		GBNXB_003970-T1
OG0010868		GBNXB_003971-T1
OG0010869		GBNXB_003972-T1
OG0010870		GBNXB_003975-T1
OG0010871		GBNXB_003977-T1
OG0010872		GBNXB_003979-T1
OG0010873		GBNXB_003981-T1
OG0010874		GBNXB_003982-T1
OG0010875		GBNXB_003985-T1
OG0010876		GBNXB_003987-T1
OG0010877		GBNXB_003988-T1
OG0010878		GBNXB_003989-T1
OG0010879		GBNXB_003990-T1
OG0010880		GBNXB_003992-T1
OG0010881		GBNXB_003994-T1
OG0010882		GBNXB_003998-T1
OG0010883		GBNXB_003999-T1
OG0010884		GBNXB_004006-T1
OG0010885		GBNXB_004007-T1
OG0010886		GBNXB_004008-T1
OG0010887		GBNXB_004009-T1
OG0010888		GBNXB_004010-T1
OG0010889		GBNXB_004011-T1
OG0010890		GBNXB_004012-T1
OG0010891		GBNXB_004014-T1
OG0010892		GBNXB_004016-T1
OG0010893		GBNXB_004018-T1
OG0010894		GBNXB_004019-T1
OG0010895		GBNXB_004020-T1
OG0010896		GBNXB_004022-T1
OG0010897		GBNXB_004023-T1
OG0010898		GBNXB_004025-T1
OG0010899		GBNXB_004026-T1
OG0010900		GBNXB_004027-T1
OG0010901		GBNXB_004028-T1
OG0010902		GBNXB_004029-T1
OG0010903		GBNXB_004030-T1
OG0010904		GBNXB_004031-T1
OG0010905		GBNXB_004035-T1
OG0010906		GBNXB_004036-T1
OG0010907		GBNXB_004038-T1
OG0010908		GBNXB_004039-T1
OG0010909		GBNXB_004040-T1
OG0010910		GBNXB_004041-T1
OG0010911		GBNXB_004042-T1
OG0010912		GBNXB_004043-T1
OG0010913		GBNXB_004050-T1
OG0010914		GBNXB_004051-T1
OG0010915		GBNXB_004059-T1
OG0010916		GBNXB_004060-T1
OG0010917		GBNXB_004061-T1
OG0010918		GBNXB_004063-T1
OG0010919		GBNXB_004064-T1
OG0010920		GBNXB_004065-T1
OG0010921		GBNXB_004066-T1
OG0010922		GBNXB_004068-T1
OG0010923		GBNXB_004076-T1
OG0010924		GBNXB_004083-T1
OG0010925		GBNXB_004086-T1
OG0010926		GBNXB_004089-T1
OG0010927		GBNXB_004090-T1
OG0010928		GBNXB_004091-T1
OG0010929		GBNXB_004093-T1
OG0010930		GBNXB_004094-T1
OG0010931		GBNXB_004095-T1
OG0010932		GBNXB_004096-T1
OG0010933		GBNXB_004097-T1
OG0010934		GBNXB_004098-T1
OG0010935		GBNXB_004099-T1
OG0010936		GBNXB_004100-T1
OG0010937		GBNXB_004101-T1
OG0010938		GBNXB_004102-T1
OG0010939		GBNXB_004103-T1
OG0010940		GBNXB_004105-T1
OG0010941		GBNXB_004106-T1
OG0010942		GBNXB_004107-T1
OG0010943		GBNXB_004108-T1
OG0010944		GBNXB_004109-T1
OG0010945		GBNXB_004110-T1
OG0010946		GBNXB_004112-T1
OG0010947		GBNXB_004114-T1
OG0010948		GBNXB_004115-T1
OG0010949		GBNXB_004117-T1
OG0010950		GBNXB_004118-T1
OG0010951		GBNXB_004119-T1
OG0010952		GBNXB_004121-T1
OG0010953		GBNXB_004122-T1
OG0010954		GBNXB_004123-T1
OG0010955		GBNXB_004130-T1
OG0010956		GBNXB_004131-T1
OG0010957		GBNXB_004138-T1
OG0010958		GBNXB_004141-T1
OG0010959		GBNXB_004142-T1
OG0010960		GBNXB_004145-T1
OG0010961		GBNXB_004146-T1
OG0010962		GBNXB_004148-T1
OG0010963		GBNXB_004149-T1
OG0010964		GBNXB_004151-T1
OG0010965		GBNXB_004152-T1
OG0010966		GBNXB_004156-T1
OG0010967		GBNXB_004159-T1
OG0010968		GBNXB_004160-T1
OG0010969		GBNXB_004161-T1
OG0010970		GBNXB_004165-T1
OG0010971		GBNXB_004166-T1
OG0010972		GBNXB_004168-T1
OG0010973		GBNXB_004170-T1
OG0010974		GBNXB_004171-T1
OG0010975		GBNXB_004180-T1
OG0010976		GBNXB_004181-T1
OG0010977		GBNXB_004182-T1
OG0010978		GBNXB_004183-T1
OG0010979		GBNXB_004190-T1
OG0010980		GBNXB_004191-T1
OG0010981		GBNXB_004199-T1
OG0010982		GBNXB_004201-T1
OG0010983		GBNXB_004202-T1
OG0010984		GBNXB_004204-T1
OG0010985		GBNXB_004205-T1
OG0010986		GBNXB_004206-T1
OG0010987		GBNXB_004207-T1
OG0010988		GBNXB_004209-T1
OG0010989		GBNXB_004210-T1
OG0010990		GBNXB_004211-T1
OG0010991		GBNXB_004215-T1
OG0010992		GBNXB_004216-T1
OG0010993		GBNXB_004217-T1
OG0010994		GBNXB_004220-T1
OG0010995		GBNXB_004221-T1
OG0010996		GBNXB_004222-T1
OG0010997		GBNXB_004223-T1
OG0010998		GBNXB_004224-T1
OG0010999		GBNXB_004225-T1
OG0011000		GBNXB_004226-T1
OG0011001		GBNXB_004227-T1
OG0011002		GBNXB_004228-T1
OG0011003		GBNXB_004229-T1
OG0011004		GBNXB_004231-T1
OG0011005		GBNXB_004234-T1
OG0011006		GBNXB_004236-T1
OG0011007		GBNXB_004237-T1
OG0011008		GBNXB_004238-T1
OG0011009		GBNXB_004239-T1
OG0011010		GBNXB_004243-T1
OG0011011		GBNXB_004244-T1
OG0011012		GBNXB_004245-T1
OG0011013		GBNXB_004246-T1
OG0011014		GBNXB_004247-T1
OG0011015		GBNXB_004248-T1
OG0011016		GBNXB_004250-T1
OG0011017		GBNXB_004251-T1
OG0011018		GBNXB_004253-T1
OG0011019		GBNXB_004262-T1
OG0011020		GBNXB_004268-T1
OG0011021		GBNXB_004269-T1
OG0011022		GBNXB_004273-T1
OG0011023		GBNXB_004277-T1
OG0011024		GBNXB_004281-T1
OG0011025		GBNXB_004286-T1
OG0011026		GBNXB_004291-T1
OG0011027		GBNXB_004298-T1
OG0011028		GBNXB_004299-T1
OG0011029		GBNXB_004308-T1
OG0011030		GBNXB_004310-T1
OG0011031		GBNXB_004311-T1
OG0011032		GBNXB_004315-T1
OG0011033		GBNXB_004323-T1
OG0011034		GBNXB_004327-T1
OG0011035		GBNXB_004331-T1
OG0011036		GBNXB_004333-T1
OG0011037		GBNXB_004336-T1
OG0011038		GBNXB_004344-T1
OG0011039		GBNXB_004345-T1
OG0011040		GBNXB_004357-T1
OG0011041		GBNXB_004358-T1
OG0011042		GBNXB_004359-T1
OG0011043		GBNXB_004360-T1
OG0011044		GBNXB_004371-T1
OG0011045		GBNXB_004372-T1
OG0011046		GBNXB_004373-T1
OG0011047		GBNXB_004374-T1
OG0011048		GBNXB_004375-T1
OG0011049		GBNXB_004376-T1
OG0011050		GBNXB_004377-T1
OG0011051		GBNXB_004378-T1
OG0011052		GBNXB_004379-T1
OG0011053		GBNXB_004394-T1
OG0011054		GBNXB_004397-T1
OG0011055		GBNXB_004400-T1
OG0011056		GBNXB_004402-T1
OG0011057		GBNXB_004405-T1
OG0011058		GBNXB_004406-T1
OG0011059		GBNXB_004407-T1
OG0011060		GBNXB_004409-T1
OG0011061		GBNXB_004410-T1
OG0011062		GBNXB_004415-T1
OG0011063		GBNXB_004416-T1
OG0011064		GBNXB_004417-T1
OG0011065		GBNXB_004419-T1
OG0011066		GBNXB_004420-T1
OG0011067		GBNXB_004421-T1
OG0011068		GBNXB_004422-T1
OG0011069		GBNXB_004423-T1
OG0011070		GBNXB_004424-T1
OG0011071		GBNXB_004425-T1
OG0011072		GBNXB_004426-T1
OG0011073		GBNXB_004427-T1
OG0011074		GBNXB_004428-T1
OG0011075		GBNXB_004429-T1
OG0011076		GBNXB_004431-T1
OG0011077		GBNXB_004432-T1
OG0011078		GBNXB_004433-T1
OG0011079		GBNXB_004434-T1
OG0011080		GBNXB_004435-T1
OG0011081		GBNXB_004437-T1
OG0011082		GBNXB_004438-T1
OG0011083		GBNXB_004440-T1
OG0011084		GBNXB_004441-T1
OG0011085		GBNXB_004443-T1
OG0011086		GBNXB_004444-T1
OG0011087		GBNXB_004445-T1
OG0011088		GBNXB_004446-T1
OG0011089		GBNXB_004447-T1
OG0011090		GBNXB_004448-T1
OG0011091		GBNXB_004449-T1
OG0011092		GBNXB_004450-T1
OG0011093		GBNXB_004451-T1
OG0011094		GBNXB_004452-T1
OG0011095		GBNXB_004453-T1
OG0011096		GBNXB_004454-T1
OG0011097		GBNXB_004455-T1
OG0011098		GBNXB_004456-T1
OG0011099		GBNXB_004457-T1
OG0011100		GBNXB_004458-T1
OG0011101		GBNXB_004459-T1
OG0011102		GBNXB_004460-T1
OG0011103		GBNXB_004461-T1
OG0011104		GBNXB_004463-T1
OG0011105		GBNXB_004464-T1
OG0011106		GBNXB_004467-T1
OG0011107		GBNXB_004468-T1
OG0011108		GBNXB_004469-T1
OG0011109		GBNXB_004472-T1
OG0011110		GBNXB_004473-T1
OG0011111		GBNXB_004474-T1
OG0011112		GBNXB_004475-T1
OG0011113		GBNXB_004476-T1
OG0011114		GBNXB_004477-T1
OG0011115		GBNXB_004479-T1
OG0011116		GBNXB_004480-T1
OG0011117		GBNXB_004481-T1
OG0011118		GBNXB_004484-T1
OG0011119		GBNXB_004487-T1
OG0011120		GBNXB_004488-T1
OG0011121		GBNXB_004491-T1
OG0011122		GBNXB_004492-T1
OG0011123		GBNXB_004493-T1
OG0011124		GBNXB_004494-T1
OG0011125		GBNXB_004495-T1
OG0011126		GBNXB_004497-T1
OG0011127		GBNXB_004498-T1
OG0011128		GBNXB_004499-T1
OG0011129		GBNXB_004501-T1
OG0011130		GBNXB_004502-T1
OG0011131		GBNXB_004503-T1
OG0011132		GBNXB_004504-T1
OG0011133		GBNXB_004505-T1
OG0011134		GBNXB_004506-T1
OG0011135		GBNXB_004508-T1
OG0011136		GBNXB_004510-T1
OG0011137		GBNXB_004512-T1
OG0011138		GBNXB_004515-T1
OG0011139		GBNXB_004516-T1
OG0011140		GBNXB_004517-T1
OG0011141		GBNXB_004518-T1
OG0011142		GBNXB_004519-T1
OG0011143		GBNXB_004520-T1
OG0011144		GBNXB_004521-T1
OG0011145		GBNXB_004522-T1
OG0011146		GBNXB_004523-T1
OG0011147		GBNXB_004529-T1
OG0011148		GBNXB_004536-T1
OG0011149		GBNXB_004538-T1
OG0011150		GBNXB_004540-T1
OG0011151		GBNXB_004545-T1
OG0011152		GBNXB_004551-T1
OG0011153		GBNXB_004553-T1
OG0011154		GBNXB_004554-T1
OG0011155		GBNXB_004560-T1
OG0011156		GBNXB_004561-T1
OG0011157		GBNXB_004562-T1
OG0011158		GBNXB_004563-T1
OG0011159		GBNXB_004568-T1
OG0011160		GBNXB_004569-T1
OG0011161		GBNXB_004573-T1
OG0011162		GBNXB_004584-T1
OG0011163		GBNXB_004585-T1
OG0011164		GBNXB_004591-T1
OG0011165		GBNXB_004595-T1
OG0011166		GBNXB_004598-T1
OG0011167		GBNXB_004599-T1
OG0011168		GBNXB_004601-T1
OG0011169		GBNXB_004602-T1
OG0011170		GBNXB_004603-T1
OG0011171		GBNXB_004604-T1
OG0011172		GBNXB_004606-T1
OG0011173		GBNXB_004608-T1
OG0011174		GBNXB_004609-T1
OG0011175		GBNXB_004610-T1
