	Thamnostylum_nigricans_RSA_1405-.aa	Thamnostylum_nigricans_RSA_1406.aa
OG0009825		CHXZG_001276-T1
OG0009826		CHXZG_001277-T1
OG0009827		CHXZG_001284-T1
OG0009828		CHXZG_001310-T1
OG0009829		CHXZG_001313-T1
OG0009830		CHXZG_001314-T1
OG0009831		CHXZG_001320-T1
OG0009832		CHXZG_001326-T1
OG0009833		CHXZG_001345-T1
OG0009834		CHXZG_001346-T1
OG0009835		CHXZG_001347-T1
OG0009836		CHXZG_001352-T1
OG0009837		CHXZG_001365-T1
OG0009838		CHXZG_001381-T1
OG0009839		CHXZG_001407-T1
OG0009840		CHXZG_001408-T1
OG0009841		CHXZG_001409-T1
OG0009842		CHXZG_001424-T1
OG0009843		CHXZG_001441-T1
OG0009844		CHXZG_001442-T1
OG0009845		CHXZG_001447-T1
OG0009846		CHXZG_001455-T1
OG0009847		CHXZG_001458-T1
OG0009848		CHXZG_001478-T1
OG0009849		CHXZG_001479-T1
OG0009850		CHXZG_001512-T1
OG0009851		CHXZG_001552-T1
OG0009852		CHXZG_001557-T1
OG0009853		CHXZG_001562-T1
OG0009854		CHXZG_001572-T1
OG0009855		CHXZG_001576-T1
OG0009856		CHXZG_001587-T1
OG0009857		CHXZG_001590-T1
OG0009858		CHXZG_001593-T1
OG0009859		CHXZG_001603-T1
OG0009860		CHXZG_001619-T1
OG0009861		CHXZG_001622-T1
OG0009862		CHXZG_001623-T1
OG0009863		CHXZG_001625-T1
OG0009864		CHXZG_001626-T1
OG0009865		CHXZG_001657-T1
OG0009866		CHXZG_001659-T1
OG0009867		CHXZG_001660-T1
OG0009868		CHXZG_001691-T1
OG0009869		CHXZG_001692-T1
OG0009870		CHXZG_001693-T1
OG0009871		CHXZG_001694-T1
OG0009872		CHXZG_001697-T1
OG0009873		CHXZG_001730-T1
OG0009874		CHXZG_001738-T1
OG0009875		CHXZG_001762-T1
OG0009876		CHXZG_001763-T1
OG0009877		CHXZG_001781-T1
OG0009878		CHXZG_001790-T1
OG0009879		CHXZG_001796-T1
OG0009880		CHXZG_001823-T1
OG0009881		CHXZG_001824-T1
OG0009882		CHXZG_001826-T1
OG0009883		CHXZG_001844-T1
OG0009884		CHXZG_001854-T1
OG0009885		CHXZG_001857-T1
OG0009886		CHXZG_001861-T1
OG0009887		CHXZG_001883-T1
OG0009888		CHXZG_001884-T1
OG0009889		CHXZG_001885-T1
OG0009890		CHXZG_001886-T1
OG0009891		CHXZG_001904-T1
OG0009892		CHXZG_001922-T1
OG0009893		CHXZG_001939-T1
OG0009894		CHXZG_001954-T1
OG0009895		CHXZG_002016-T1
OG0009896		CHXZG_002033-T1
OG0009897		CHXZG_002035-T1
OG0009898		CHXZG_002037-T1
OG0009899		CHXZG_002062-T1
OG0009900		CHXZG_002063-T1
OG0009901		CHXZG_002066-T1
OG0009902		CHXZG_002074-T1
OG0009903		CHXZG_002075-T1
OG0009904		CHXZG_002076-T1
OG0009905		CHXZG_002096-T1
OG0009906		CHXZG_002099-T1
OG0009907		CHXZG_002122-T1
OG0009908		CHXZG_002123-T1
OG0009909		CHXZG_002124-T1
OG0009910		CHXZG_002125-T1
OG0009911		CHXZG_002126-T1
OG0009912		CHXZG_002141-T1
OG0009913		CHXZG_002171-T1
OG0009914		CHXZG_002177-T1
OG0009915		CHXZG_002179-T1
OG0009916		CHXZG_002210-T1
OG0009917		CHXZG_002241-T1
OG0009918		CHXZG_002242-T1
OG0009919		CHXZG_002243-T1
OG0009920		CHXZG_002246-T1
OG0009921		CHXZG_002273-T1
OG0009922		CHXZG_002274-T1
OG0009923		CHXZG_002275-T1
OG0009924		CHXZG_002303-T1
OG0009925		CHXZG_002351-T1
OG0009926		CHXZG_002356-T1
OG0009927		CHXZG_002381-T1
OG0009928		CHXZG_002382-T1
OG0009929		CHXZG_002403-T1
OG0009930		CHXZG_002404-T1
OG0009931		CHXZG_002427-T1
OG0009932		CHXZG_002428-T1
OG0009933		CHXZG_002429-T1
OG0009934		CHXZG_002431-T1
OG0009935		CHXZG_002432-T1
OG0009936		CHXZG_002433-T1
OG0009937		CHXZG_002434-T1
OG0009938		CHXZG_002435-T1
OG0009939		CHXZG_002437-T1
OG0009940		CHXZG_002438-T1
OG0009941		CHXZG_002440-T1
OG0009942		CHXZG_002441-T1
OG0009943		CHXZG_002442-T1
OG0009944		CHXZG_002443-T1
OG0009945		CHXZG_002444-T1
OG0009946		CHXZG_002445-T1
OG0009947		CHXZG_002446-T1
OG0009948		CHXZG_002447-T1
OG0009949		CHXZG_002448-T1
OG0009950		CHXZG_002449-T1
OG0009951		CHXZG_002450-T1
OG0009952		CHXZG_002451-T1
OG0009953		CHXZG_002454-T1
OG0009954		CHXZG_002458-T1
OG0009955		CHXZG_002459-T1
OG0009956		CHXZG_002460-T1
OG0009957		CHXZG_002469-T1
OG0009958		CHXZG_002480-T1
OG0009959		CHXZG_002484-T1
OG0009960		CHXZG_002499-T1
OG0009961		CHXZG_002508-T1
OG0009962		CHXZG_002509-T1
OG0009963		CHXZG_002511-T1
OG0009964		CHXZG_002519-T1
OG0009965		CHXZG_002534-T1
OG0009966		CHXZG_002535-T1
OG0009967		CHXZG_002536-T1
OG0009968		CHXZG_002567-T1
OG0009969		CHXZG_002568-T1
OG0009970		CHXZG_002569-T1
OG0009971		CHXZG_002570-T1
OG0009972		CHXZG_002575-T1
OG0009973		CHXZG_002578-T1
OG0009974		CHXZG_002595-T1
OG0009975		CHXZG_002597-T1
OG0009976		CHXZG_002598-T1
OG0009977		CHXZG_002623-T1
OG0009978		CHXZG_002626-T1
OG0009979		CHXZG_002629-T1
OG0009980		CHXZG_002646-T1
OG0009981		CHXZG_002648-T1
OG0009982		CHXZG_002650-T1
OG0009983		CHXZG_002654-T1
OG0009984		CHXZG_002656-T1
OG0009985		CHXZG_002661-T1
OG0009986		CHXZG_002691-T1
OG0009987		CHXZG_002722-T1
OG0009988		CHXZG_002740-T1
OG0009989		CHXZG_002742-T1
OG0009990		CHXZG_002746-T1
OG0009991		CHXZG_002747-T1
OG0009992		CHXZG_002749-T1
OG0009993		CHXZG_002759-T1
OG0009994		CHXZG_002771-T1
OG0009995		CHXZG_002772-T1
OG0009996		CHXZG_002774-T1
OG0009997		CHXZG_002775-T1
OG0009998		CHXZG_002795-T1
OG0009999		CHXZG_002803-T1
OG0010000		CHXZG_002804-T1
OG0010001		CHXZG_002805-T1
OG0010002		CHXZG_002807-T1
OG0010003		CHXZG_002809-T1
OG0010004		CHXZG_002815-T1
OG0010005		CHXZG_002853-T1
OG0010006		CHXZG_002854-T1
OG0010007		CHXZG_002862-T1
OG0010008		CHXZG_002871-T1
OG0010009		CHXZG_002872-T1
OG0010010		CHXZG_002879-T1
OG0010011		CHXZG_002880-T1
OG0010012		CHXZG_002897-T1
OG0010013		CHXZG_002903-T1
OG0010014		CHXZG_002910-T1
OG0010015		CHXZG_002911-T1
OG0010016		CHXZG_002945-T1
OG0010017		CHXZG_002948-T1
OG0010018		CHXZG_002964-T1
OG0010019		CHXZG_002975-T1
OG0010020		CHXZG_003004-T1
OG0010021		CHXZG_003054-T1
OG0010022		CHXZG_003070-T1
OG0010023		CHXZG_003081-T1
OG0010024		CHXZG_003082-T1
OG0010025		CHXZG_003108-T1
OG0010026		CHXZG_003123-T1
OG0010027		CHXZG_003133-T1
OG0010028		CHXZG_003140-T1
OG0010029		CHXZG_003158-T1
OG0010030		CHXZG_003160-T1
OG0010031		CHXZG_003161-T1
OG0010032		CHXZG_003183-T1
OG0010033		CHXZG_003215-T1
OG0010034		CHXZG_003216-T1
OG0010035		CHXZG_003231-T1
OG0010036		CHXZG_003267-T1
OG0010037		CHXZG_003291-T1
OG0010038		CHXZG_003305-T1
OG0010039		CHXZG_003312-T1
OG0010040		CHXZG_003313-T1
OG0010041		CHXZG_003361-T1
OG0010042		CHXZG_003362-T1
OG0010043		CHXZG_003364-T1
OG0010044		CHXZG_003365-T1
OG0010045		CHXZG_003374-T1
OG0010046		CHXZG_003381-T1
OG0010047		CHXZG_003390-T1
OG0010048		CHXZG_003422-T1
OG0010049		CHXZG_003426-T1
OG0010050		CHXZG_003435-T1
OG0010051		CHXZG_003464-T1
OG0010052		CHXZG_003468-T1
OG0010053		CHXZG_003475-T1
OG0010054		CHXZG_003496-T1
OG0010055		CHXZG_003497-T1
OG0010056		CHXZG_003508-T1
OG0010057		CHXZG_003520-T1
OG0010058		CHXZG_003583-T1
OG0010059		CHXZG_003595-T1
OG0010060		CHXZG_003596-T1
OG0010061		CHXZG_003621-T1
OG0010062		CHXZG_003634-T1
OG0010063		CHXZG_003636-T1
OG0010064		CHXZG_003645-T1
OG0010065		CHXZG_003668-T1
OG0010066		CHXZG_003679-T1
OG0010067		CHXZG_003698-T1
OG0010068		CHXZG_003721-T1
OG0010069		CHXZG_003728-T1
OG0010070		CHXZG_003750-T1
OG0010071		CHXZG_003753-T1
OG0010072		CHXZG_003773-T1
OG0010073		CHXZG_003795-T1
OG0010074		CHXZG_003798-T1
OG0010075		CHXZG_003817-T1
OG0010076		CHXZG_003826-T1
OG0010077		CHXZG_003848-T1
OG0010078		CHXZG_003856-T1
OG0010079		CHXZG_003866-T1
OG0010080		CHXZG_003872-T1
OG0010081		CHXZG_003884-T1
OG0010082		CHXZG_003887-T1
OG0010083		CHXZG_003888-T1
OG0010084		CHXZG_003891-T1
OG0010085		CHXZG_003922-T1
OG0010086		CHXZG_003924-T1
OG0010087		CHXZG_003928-T1
OG0010088		CHXZG_003937-T1
OG0010089		CHXZG_003946-T1
OG0010090		CHXZG_003955-T1
OG0010091		CHXZG_003957-T1
OG0010092		CHXZG_003970-T1
OG0010093		CHXZG_003974-T1
OG0010094		CHXZG_003999-T1
OG0010095		CHXZG_004000-T1
OG0010096		CHXZG_004006-T1
OG0010097		CHXZG_004020-T1
OG0010098		CHXZG_004025-T1
OG0010099		CHXZG_004047-T1
OG0010100		CHXZG_004066-T1
OG0010101		CHXZG_004096-T1
OG0010102		CHXZG_004110-T1
OG0010103		CHXZG_004194-T1
OG0010104		CHXZG_004239-T1
OG0010105		CHXZG_004242-T1
OG0010106		CHXZG_004253-T1
OG0010107		CHXZG_004267-T1
OG0010108		CHXZG_004277-T1
OG0010109		CHXZG_004283-T1
OG0010110		CHXZG_004309-T1
OG0010111		CHXZG_004322-T1
OG0010112		CHXZG_004325-T1
OG0010113		CHXZG_004343-T1
OG0010114		CHXZG_004371-T1
OG0010115		CHXZG_004389-T1
OG0010116		CHXZG_004402-T1
OG0010117		CHXZG_004411-T1
OG0010118		CHXZG_004430-T1
OG0010119		CHXZG_004431-T1
OG0010120		CHXZG_004454-T1
OG0010121		CHXZG_004483-T1
OG0010122		CHXZG_004495-T1
OG0010123		CHXZG_004514-T1
OG0010124		CHXZG_004614-T1
OG0010125		CHXZG_004621-T1
OG0010126		CHXZG_004650-T1
OG0010127		CHXZG_004668-T1
OG0010128		CHXZG_004692-T1
OG0010129		CHXZG_004694-T1
OG0010130		CHXZG_004782-T1
OG0010131		CHXZG_004809-T1
OG0010132		CHXZG_004824-T1
OG0010133		CHXZG_004839-T1
OG0010134		CHXZG_004840-T1
OG0010135		CHXZG_004842-T1
OG0010136		CHXZG_004845-T1
OG0010137		CHXZG_004848-T1
OG0010138		CHXZG_004871-T1
OG0010139		CHXZG_004888-T1
OG0010140		CHXZG_004907-T1
OG0010141		CHXZG_004928-T1
OG0010142		CHXZG_004934-T1
OG0010143		CHXZG_005015-T1
OG0010144		CHXZG_005049-T1
OG0010145		CHXZG_005064-T1
OG0010146		CHXZG_005068-T1
OG0010147		CHXZG_005071-T1
OG0010148		CHXZG_005090-T1
OG0010149		CHXZG_005092-T1
OG0010150		CHXZG_005101-T1
OG0010151		CHXZG_005112-T1
OG0010152		CHXZG_005114-T1
OG0010153		CHXZG_005126-T1
OG0010154		CHXZG_005127-T1
OG0010155		CHXZG_005128-T1
OG0010156		CHXZG_005131-T1
OG0010157		CHXZG_005136-T1
OG0010158		CHXZG_005160-T1
OG0010159		CHXZG_005163-T1
OG0010160		CHXZG_005164-T1
OG0010161		CHXZG_005169-T1
OG0010162		CHXZG_005246-T1
OG0010163		CHXZG_005285-T1
OG0010164		CHXZG_005288-T1
OG0010165		CHXZG_005294-T1
OG0010166		CHXZG_005324-T1
OG0010167		CHXZG_005336-T1
OG0010168		CHXZG_005362-T1
OG0010169		CHXZG_005364-T1
OG0010170		CHXZG_005366-T1
OG0010171		CHXZG_005394-T1
OG0010172		CHXZG_005452-T1
OG0010173		CHXZG_005457-T1
OG0010174		CHXZG_005459-T1
OG0010175		CHXZG_005462-T1
OG0010176		CHXZG_005479-T1
OG0010177		CHXZG_005488-T1
OG0010178		CHXZG_005532-T1
OG0010179		CHXZG_005533-T1
OG0010180		CHXZG_005537-T1
OG0010181		CHXZG_005547-T1
OG0010182		CHXZG_005592-T1
OG0010183		CHXZG_005593-T1
OG0010184		CHXZG_005618-T1
OG0010185		CHXZG_005643-T1
OG0010186		CHXZG_005666-T1
OG0010187		CHXZG_005668-T1
OG0010188		CHXZG_005674-T1
OG0010189		CHXZG_005678-T1
OG0010190		CHXZG_005686-T1
OG0010191		CHXZG_005712-T1
OG0010192		CHXZG_005717-T1
OG0010193		CHXZG_005738-T1
OG0010194		CHXZG_005750-T1
OG0010195		CHXZG_005752-T1
OG0010196		CHXZG_005772-T1
OG0010197		CHXZG_005778-T1
OG0010198		CHXZG_005780-T1
OG0010199		CHXZG_005788-T1
OG0010200		CHXZG_005790-T1
OG0010201		CHXZG_005838-T1
OG0010202		CHXZG_005841-T1
OG0010203		CHXZG_005842-T1
OG0010204		CHXZG_005867-T1
OG0010205		CHXZG_005870-T1
OG0010206		CHXZG_005908-T1
OG0010207		CHXZG_005919-T1
OG0010208		CHXZG_005923-T1
OG0010209		CHXZG_005929-T1
OG0010210		CHXZG_005999-T1
OG0010211		CHXZG_006002-T1
OG0010212		CHXZG_006016-T1
OG0010213		CHXZG_006019-T1
OG0010214		CHXZG_006022-T1
OG0010215		CHXZG_006023-T1
OG0010216		CHXZG_006031-T1
OG0010217		CHXZG_006052-T1
OG0010218		CHXZG_006058-T1
OG0010219		CHXZG_006102-T1
OG0010220		CHXZG_006154-T1
OG0010221		CHXZG_006155-T1
OG0010222		CHXZG_006173-T1
OG0010223		CHXZG_006185-T1
OG0010224		CHXZG_006190-T1
OG0010225		CHXZG_006191-T1
OG0010226		CHXZG_006205-T1
OG0010227		CHXZG_006208-T1
OG0010228		CHXZG_006236-T1
OG0010229		CHXZG_006266-T1
OG0010230		CHXZG_006283-T1
OG0010231		CHXZG_006328-T1
OG0010232		CHXZG_006349-T1
OG0010233		CHXZG_006368-T1
OG0010234		CHXZG_006376-T1
OG0010235		CHXZG_006402-T1
OG0010236		CHXZG_006424-T1
OG0010237		CHXZG_006436-T1
OG0010238		CHXZG_006438-T1
OG0010239		CHXZG_006441-T1
OG0010240		CHXZG_006490-T1
OG0010241		CHXZG_006577-T1
OG0010242		CHXZG_006606-T1
OG0010243		CHXZG_006608-T1
OG0010244		CHXZG_006646-T1
OG0010245		CHXZG_006648-T1
OG0010246		CHXZG_006654-T1
OG0010247		CHXZG_006674-T1
OG0010248		CHXZG_006682-T1
OG0010249		CHXZG_006684-T1
OG0010250		CHXZG_006694-T1
OG0010251		CHXZG_006701-T1
OG0010252		CHXZG_006711-T1
OG0010253		CHXZG_006736-T1
OG0010254		CHXZG_006745-T1
OG0010255		CHXZG_006766-T1
OG0010256		CHXZG_006782-T1
OG0010257		CHXZG_006805-T1
OG0010258		CHXZG_006828-T1
OG0010259		CHXZG_006851-T1
OG0010260		CHXZG_006904-T1
OG0010261		CHXZG_006927-T1
OG0010262		CHXZG_006934-T1
OG0010263		CHXZG_006954-T1
OG0010264		CHXZG_006989-T1
OG0010265		CHXZG_006996-T1
OG0010266		CHXZG_007022-T1
OG0010267		CHXZG_007043-T1
OG0010268		CHXZG_007061-T1
OG0010269		CHXZG_007065-T1
OG0010270		CHXZG_007067-T1
OG0010271		CHXZG_007099-T1
OG0010272		CHXZG_007125-T1
OG0010273		CHXZG_007150-T1
OG0010274		CHXZG_007151-T1
OG0010275		CHXZG_007156-T1
OG0010276		CHXZG_007169-T1
OG0010277		CHXZG_007181-T1
OG0010278		CHXZG_007186-T1
OG0010279		CHXZG_007188-T1
OG0010280		CHXZG_007221-T1
OG0010281		CHXZG_007239-T1
OG0010282		CHXZG_007245-T1
OG0010283		CHXZG_007275-T1
OG0010284		CHXZG_007299-T1
OG0010285		CHXZG_007305-T1
OG0010286		CHXZG_007310-T1
OG0010287		CHXZG_007313-T1
OG0010288		CHXZG_007343-T1
OG0010289		CHXZG_007427-T1
OG0010290		CHXZG_007428-T1
OG0010291		CHXZG_007430-T1
OG0010292		CHXZG_007443-T1
OG0010293		CHXZG_007468-T1
OG0010294		CHXZG_007485-T1
OG0010295		CHXZG_007519-T1
OG0010296		CHXZG_007532-T1
OG0010297		CHXZG_007539-T1
OG0010298		CHXZG_007544-T1
OG0010299		CHXZG_007550-T1
OG0010300		CHXZG_007556-T1
OG0010301		CHXZG_007565-T1
OG0010302		CHXZG_007580-T1
OG0010303		CHXZG_007581-T1
OG0010304		CHXZG_007582-T1
OG0010305		CHXZG_007584-T1
OG0010306		CHXZG_007585-T1
OG0010307		CHXZG_007628-T1
OG0010308		CHXZG_007640-T1
OG0010309		CHXZG_007655-T1
OG0010310		CHXZG_007668-T1
OG0010311		CHXZG_007704-T1
OG0010312		CHXZG_007785-T1
OG0010313		CHXZG_007795-T1
OG0010314		CHXZG_007805-T1
OG0010315		CHXZG_007809-T1
OG0010316		CHXZG_007813-T1
OG0010317		CHXZG_007823-T1
OG0010318		CHXZG_007835-T1
OG0010319		CHXZG_007901-T1
OG0010320		CHXZG_007905-T1
OG0010321		CHXZG_007912-T1
OG0010322		CHXZG_007936-T1
OG0010323		CHXZG_007942-T1
OG0010324		CHXZG_007972-T1
OG0010325		CHXZG_007978-T1
OG0010326		CHXZG_007983-T1
OG0010327		CHXZG_008102-T1
OG0010328		CHXZG_008119-T1
OG0010329		CHXZG_008120-T1
OG0010330		CHXZG_008121-T1
OG0010331		CHXZG_008122-T1
OG0010332		CHXZG_008142-T1
OG0010333		CHXZG_008143-T1
OG0010334		CHXZG_008167-T1
OG0010335		CHXZG_008179-T1
OG0010336		CHXZG_008180-T1
OG0010337		CHXZG_008195-T1
OG0010338		CHXZG_008202-T1
OG0010339		CHXZG_008204-T1
OG0010340		CHXZG_008207-T1
OG0010341		CHXZG_008241-T1
OG0010342		CHXZG_008242-T1
OG0010343		CHXZG_008246-T1
OG0010344		CHXZG_008255-T1
OG0010345		CHXZG_008271-T1
OG0010346		CHXZG_008272-T1
OG0010347		CHXZG_008331-T1
OG0010348		CHXZG_008336-T1
OG0010349		CHXZG_008338-T1
OG0010350		CHXZG_008340-T1
OG0010351		CHXZG_008345-T1
OG0010352		CHXZG_008347-T1
OG0010353		CHXZG_008377-T1
OG0010354		CHXZG_008391-T1
OG0010355		CHXZG_008392-T1
OG0010356		CHXZG_008393-T1
OG0010357		CHXZG_008402-T1
OG0010358		CHXZG_008408-T1
OG0010359		CHXZG_008409-T1
OG0010360		CHXZG_008414-T1
OG0010361		CHXZG_008415-T1
OG0010362		CHXZG_008471-T1
OG0010363		CHXZG_008472-T1
OG0010364		CHXZG_008487-T1
OG0010365		CHXZG_008495-T1
OG0010366		CHXZG_008529-T1
OG0010367		CHXZG_008540-T1
OG0010368		CHXZG_008544-T1
OG0010369		CHXZG_008551-T1
OG0010370		CHXZG_008556-T1
OG0010371		CHXZG_008559-T1
OG0010372		CHXZG_008569-T1
OG0010373		CHXZG_008577-T1
OG0010374		CHXZG_008600-T1
OG0010375		CHXZG_008635-T1
OG0010376		CHXZG_008670-T1
OG0010377		CHXZG_008676-T1
OG0010378		CHXZG_008686-T1
OG0010379		CHXZG_008700-T1
OG0010380		CHXZG_008709-T1
OG0010381		CHXZG_008712-T1
OG0010382		CHXZG_008714-T1
OG0010383		CHXZG_008728-T1
OG0010384		CHXZG_008746-T1
OG0010385		CHXZG_008747-T1
OG0010386		CHXZG_008755-T1
OG0010387		CHXZG_008757-T1
OG0010388		CHXZG_008759-T1
OG0010389		CHXZG_008760-T1
OG0010390		CHXZG_008784-T1
OG0010391		CHXZG_008820-T1
OG0010392		CHXZG_008856-T1
OG0010393		CHXZG_008861-T1
OG0010394		CHXZG_008870-T1
OG0010395		CHXZG_008873-T1
OG0010396		CHXZG_008875-T1
OG0010397		CHXZG_008881-T1
OG0010398		CHXZG_008889-T1
OG0010399		CHXZG_008925-T1
OG0010400		CHXZG_008941-T1
OG0010401		CHXZG_008947-T1
OG0010402		CHXZG_008949-T1
OG0010403		CHXZG_008954-T1
OG0010404		CHXZG_008964-T1
OG0010405		CHXZG_008989-T1
OG0010406		CHXZG_008993-T1
OG0010407		CHXZG_009006-T1
OG0010408		CHXZG_009008-T1
OG0010409		CHXZG_009054-T1
OG0010410		CHXZG_009055-T1
OG0010411		CHXZG_009059-T1
OG0010412		CHXZG_009064-T1
OG0010413		CHXZG_009065-T1
OG0010414		CHXZG_009066-T1
OG0010415		CHXZG_009075-T1
OG0010416		CHXZG_009081-T1
OG0010417		CHXZG_009112-T1
OG0010418		CHXZG_009117-T1
OG0010419		CHXZG_009122-T1
OG0010420		CHXZG_009140-T1
OG0010421		CHXZG_009152-T1
OG0010422		CHXZG_009169-T1
OG0010423		CHXZG_009182-T1
OG0010424		CHXZG_009183-T1
OG0010425		CHXZG_009187-T1
OG0010426		CHXZG_009188-T1
OG0010427		CHXZG_009189-T1
OG0010428		CHXZG_009190-T1
OG0010429		CHXZG_009235-T1
OG0010430		CHXZG_009248-T1
OG0010431		CHXZG_009250-T1
OG0010432		CHXZG_009252-T1
OG0010433		CHXZG_009271-T1
OG0010434		CHXZG_009304-T1
OG0010435		CHXZG_009332-T1
OG0010436		CHXZG_009365-T1
OG0010437		CHXZG_009369-T1
OG0010438		CHXZG_009427-T1
OG0010439		CHXZG_009432-T1
OG0010440		CHXZG_009460-T1
OG0010441		CHXZG_009466-T1
OG0010442		CHXZG_009472-T1
OG0010443		CHXZG_009473-T1
OG0010444		CHXZG_009475-T1
OG0010445		CHXZG_009498-T1
OG0010446		CHXZG_009505-T1
OG0010447		CHXZG_009506-T1
OG0010448		CHXZG_009511-T1
OG0010449		CHXZG_009520-T1
OG0010450		CHXZG_009523-T1
OG0010451		CHXZG_009536-T1
OG0010452		CHXZG_009537-T1
OG0010453		CHXZG_009549-T1
OG0010454		CHXZG_009566-T1
OG0010455		CHXZG_009581-T1
OG0010456		CHXZG_009584-T1
OG0010457		CHXZG_009587-T1
OG0010458		CHXZG_009588-T1
OG0010459		CHXZG_009603-T1
OG0010460		CHXZG_009604-T1
OG0010461		CHXZG_009611-T1
OG0010462		CHXZG_009639-T1
OG0010463		CHXZG_009643-T1
OG0010464		CHXZG_009656-T1
OG0010465		CHXZG_009660-T1
OG0010466		CHXZG_009691-T1
OG0010467		CHXZG_009695-T1
OG0010468		CHXZG_009699-T1
OG0010469		CHXZG_009708-T1
OG0010470		CHXZG_009744-T1
OG0010471		CHXZG_009747-T1
OG0010472		CHXZG_009787-T1
OG0010473		CHXZG_009800-T1
OG0010474		CHXZG_009850-T1
OG0010475		CHXZG_009851-T1
OG0010476		CHXZG_009906-T1
OG0010477		CHXZG_009907-T1
OG0010478		CHXZG_009947-T1
OG0010479		CHXZG_009948-T1
OG0010480		CHXZG_009961-T1
OG0010481		CHXZG_009962-T1
OG0010482		CHXZG_009979-T1
OG0010483		CHXZG_010019-T1
OG0010484		CHXZG_010031-T1
OG0010485		CHXZG_010049-T1
OG0010486		CHXZG_010063-T1
OG0010487		CHXZG_010112-T1
OG0010488		CHXZG_010114-T1
OG0010489		CHXZG_010121-T1
OG0010490		CHXZG_010126-T1
OG0010491		CHXZG_010137-T1
OG0010492		CHXZG_010139-T1
OG0010493		CHXZG_010172-T1
OG0010494		CHXZG_010173-T1
OG0010495		CHXZG_010175-T1
OG0010496		CHXZG_010176-T1
OG0010497		CHXZG_010197-T1
OG0010498		CHXZG_010230-T1
OG0010499		CHXZG_010235-T1
OG0010500		CHXZG_010237-T1
OG0010501		CHXZG_010247-T1
OG0010502		CHXZG_010248-T1
OG0010503		CHXZG_010280-T1
OG0010504		CHXZG_010302-T1
OG0010505		CHXZG_010312-T1
OG0010506		CHXZG_010330-T1
OG0010507		CHXZG_010338-T1
OG0010508		CHXZG_010343-T1
OG0010509		CHXZG_010355-T1
OG0010510		CHXZG_010373-T1
OG0010511		CHXZG_010396-T1
OG0010512		CHXZG_010400-T1
OG0010513		CHXZG_010443-T1
OG0010514		CHXZG_010470-T1
OG0010515		CHXZG_010498-T1
OG0010516		CHXZG_010505-T1
OG0010517		CHXZG_010526-T1
OG0010518		CHXZG_010531-T1
OG0010519		CHXZG_010572-T1
OG0010520		CHXZG_010592-T1
OG0010521		CHXZG_010593-T1
OG0010522		CHXZG_010594-T1
OG0010523		CHXZG_010595-T1
OG0010524		CHXZG_010631-T1
OG0010525		CHXZG_010641-T1
OG0010526		CHXZG_010664-T1
OG0010527		CHXZG_010665-T1
OG0010528		CHXZG_010668-T1
OG0010529		CHXZG_010699-T1
OG0010530		CHXZG_010702-T1
OG0010531		CHXZG_010703-T1
OG0010532		CHXZG_010716-T1
OG0010533		CHXZG_010723-T1
OG0010534		CHXZG_010725-T1
OG0010535		CHXZG_010726-T1
OG0010536		CHXZG_010728-T1
OG0010537		CHXZG_010729-T1
OG0010538		CHXZG_010741-T1
OG0010539		CHXZG_010742-T1
OG0010540		CHXZG_010745-T1
OG0010541		CHXZG_010746-T1
OG0010542		CHXZG_010752-T1
OG0010543		CHXZG_010757-T1
OG0010544		CHXZG_010759-T1
OG0010545		CHXZG_010784-T1
OG0010546		CHXZG_010819-T1
OG0010547		CHXZG_010820-T1
OG0010548		CHXZG_010862-T1
OG0010549		CHXZG_010863-T1
OG0010550		CHXZG_010865-T1
OG0010551		CHXZG_010872-T1
OG0010552		CHXZG_010874-T1
OG0010553		CHXZG_010885-T1
OG0010554		CHXZG_010894-T1
OG0010555		CHXZG_010927-T1
OG0010556		CHXZG_010949-T1
OG0010557		CHXZG_010953-T1
OG0010558		CHXZG_010955-T1
OG0010559		CHXZG_010959-T1
OG0010560		CHXZG_010970-T1
OG0010561		CHXZG_010984-T1
OG0010562		CHXZG_010987-T1
OG0010563		CHXZG_010990-T1
OG0010564		CHXZG_011029-T1
OG0010565		CHXZG_011031-T1
OG0010566		CHXZG_011040-T1
OG0010567		CHXZG_011048-T1
OG0010568		CHXZG_011049-T1
OG0010569		CHXZG_011066-T1
OG0010570		CHXZG_011068-T1
OG0010571		CHXZG_011070-T1
OG0010572		CHXZG_011079-T1
OG0010573		CHXZG_011107-T1
OG0010574		CHXZG_011111-T1
OG0010575		CHXZG_011113-T1
OG0010576		CHXZG_011117-T1
OG0010577		CHXZG_011129-T1
OG0010578		CHXZG_011143-T1
OG0010579		CHXZG_011159-T1
OG0010580		CHXZG_011168-T1
OG0010581		CHXZG_011169-T1
OG0010582		CHXZG_011198-T1
OG0010583		CHXZG_011250-T1
OG0010584		CHXZG_011258-T1
OG0010585		CHXZG_011259-T1
OG0010586		CHXZG_011262-T1
OG0010587		CHXZG_011263-T1
OG0010588		CHXZG_011271-T1
OG0010589		CHXZG_011273-T1
OG0010590		CHXZG_011286-T1
OG0010591		CHXZG_011288-T1
OG0010592		CHXZG_011308-T1
OG0010593		CHXZG_011311-T1
OG0010594		CHXZG_011319-T1
OG0010595		CHXZG_011339-T1
OG0010596		CHXZG_011354-T1
OG0010597		CHXZG_011368-T1
OG0010598		CHXZG_011378-T1
OG0010599		CHXZG_011380-T1
