	Fennellomyces_verticellatus_RSA_2442_Plus.aa	Fennellomyces_verticellatus_RSA_2446.aa
OG0001125	GBNUN_000100-T1	CHXZO_006085-T1
OG0001126	GBNUN_000102-T1	CHXZO_006086-T1
OG0001127	GBNUN_000103-T1	CHXZO_006087-T1
OG0001128	GBNUN_000104-T1	CHXZO_006088-T1
OG0001129	GBNUN_000105-T1	CHXZO_006090-T1
OG0001130	GBNUN_000106-T1	CHXZO_006091-T1
OG0001131	GBNUN_000107-T1	CHXZO_006093-T1
OG0001132	GBNUN_000109-T1	CHXZO_006095-T1
OG0001133	GBNUN_000110-T1	CHXZO_006096-T1
OG0001134	GBNUN_000111-T1	CHXZO_006097-T1
OG0001135	GBNUN_000112-T1	CHXZO_006099-T1
OG0001136	GBNUN_000114-T1	CHXZO_006101-T1
OG0001137	GBNUN_000115-T1	CHXZO_006102-T1
OG0001138	GBNUN_000116-T1	CHXZO_006103-T1
OG0001139	GBNUN_000117-T1	CHXZO_006104-T1
OG0001140	GBNUN_000118-T1	CHXZO_006105-T1
OG0001141	GBNUN_000119-T1	CHXZO_006106-T1
OG0001142	GBNUN_000120-T1	CHXZO_006107-T1
OG0001143	GBNUN_000121-T1	CHXZO_006108-T1
OG0001144	GBNUN_000124-T1	CHXZO_001598-T1
OG0001145	GBNUN_000126-T1	CHXZO_006111-T1
OG0001146	GBNUN_000129-T1	CHXZO_001379-T1
OG0001147	GBNUN_000130-T1	CHXZO_001380-T1
OG0001148	GBNUN_000131-T1	CHXZO_001381-T1
OG0001149	GBNUN_000132-T1	CHXZO_001382-T1
OG0001150	GBNUN_000133-T1	CHXZO_001383-T1
OG0001151	GBNUN_000134-T1	CHXZO_001384-T1
OG0001152	GBNUN_000135-T1	CHXZO_001385-T1
OG0001153	GBNUN_000136-T1	CHXZO_001386-T1
OG0001154	GBNUN_000140-T1	CHXZO_001389-T1
OG0001155	GBNUN_000141-T1	CHXZO_001390-T1
OG0001156	GBNUN_000142-T1	CHXZO_001391-T1
OG0001157	GBNUN_000143-T1	CHXZO_001392-T1
OG0001158	GBNUN_000144-T1	CHXZO_001393-T1
OG0001159	GBNUN_000145-T1	CHXZO_001395-T1
OG0001160	GBNUN_000146-T1	CHXZO_001396-T1
OG0001161	GBNUN_000147-T1	CHXZO_001397-T1
OG0001162	GBNUN_000149-T1	CHXZO_003387-T1
OG0001163	GBNUN_000150-T1	CHXZO_003385-T1
OG0001164	GBNUN_000151-T1	CHXZO_003384-T1
OG0001165	GBNUN_000152-T1	CHXZO_003383-T1
OG0001166	GBNUN_000153-T1	CHXZO_003382-T1
OG0001167	GBNUN_000154-T1	CHXZO_003381-T1
OG0001168	GBNUN_000155-T1	CHXZO_003380-T1
OG0001169	GBNUN_000156-T1	CHXZO_003379-T1
OG0001170	GBNUN_000157-T1	CHXZO_003378-T1
OG0001171	GBNUN_000158-T1	CHXZO_003377-T1
OG0001172	GBNUN_000159-T1	CHXZO_003376-T1
OG0001173	GBNUN_000160-T1	CHXZO_003375-T1
OG0001174	GBNUN_000162-T1	CHXZO_003374-T1
OG0001175	GBNUN_000163-T1	CHXZO_003373-T1
OG0001176	GBNUN_000164-T1	CHXZO_003371-T1
OG0001177	GBNUN_000166-T1	CHXZO_003369-T1
OG0001178	GBNUN_000167-T1	CHXZO_003367-T1
OG0001179	GBNUN_000168-T1	CHXZO_003366-T1
OG0001180	GBNUN_000169-T1	CHXZO_003365-T1
OG0001181	GBNUN_000170-T1	CHXZO_003364-T1
OG0001182	GBNUN_000171-T1	CHXZO_003363-T1
OG0001183	GBNUN_000172-T1	CHXZO_003362-T1
OG0001184	GBNUN_000173-T1	CHXZO_003361-T1
OG0001185	GBNUN_000174-T1	CHXZO_003360-T1
OG0001186	GBNUN_000175-T1	CHXZO_003359-T1
OG0001187	GBNUN_000176-T1	CHXZO_003358-T1
OG0001188	GBNUN_000177-T1	CHXZO_003357-T1
OG0001189	GBNUN_000180-T1	CHXZO_003354-T1
OG0001190	GBNUN_000182-T1	CHXZO_003352-T1
OG0001191	GBNUN_000183-T1	CHXZO_003351-T1
OG0001192	GBNUN_000184-T1	CHXZO_003350-T1
OG0001193	GBNUN_000185-T1	CHXZO_003349-T1
OG0001194	GBNUN_000187-T1	CHXZO_003348-T1
OG0001195	GBNUN_000188-T1	CHXZO_003347-T1
OG0001196	GBNUN_000189-T1	CHXZO_003346-T1
OG0001197	GBNUN_000190-T1	CHXZO_003345-T1
OG0001198	GBNUN_000191-T1	CHXZO_003343-T1
OG0001199	GBNUN_000193-T1	CHXZO_003341-T1
OG0001200	GBNUN_000194-T1	CHXZO_003340-T1
OG0001201	GBNUN_000195-T1	CHXZO_003339-T1
OG0001202	GBNUN_000196-T1	CHXZO_003338-T1
OG0001203	GBNUN_000198-T1	CHXZO_003337-T1
OG0001204	GBNUN_000199-T1	CHXZO_003335-T1
OG0001205	GBNUN_000200-T1	CHXZO_003334-T1
OG0001206	GBNUN_000201-T1	CHXZO_003333-T1
OG0001207	GBNUN_000203-T1	CHXZO_003331-T1
OG0001208	GBNUN_000204-T1	CHXZO_003329-T1
OG0001209	GBNUN_000205-T1	CHXZO_003328-T1
OG0001210	GBNUN_000206-T1	CHXZO_003327-T1
OG0001211	GBNUN_000207-T1	CHXZO_003326-T1
OG0001212	GBNUN_000208-T1	CHXZO_003325-T1
OG0001213	GBNUN_000210-T1	CHXZO_003323-T1
OG0001214	GBNUN_000211-T1	CHXZO_003322-T1
OG0001215	GBNUN_000212-T1	CHXZO_003321-T1
OG0001216	GBNUN_000213-T1	CHXZO_001958-T1
OG0001217	GBNUN_000214-T1	CHXZO_001957-T1
OG0001218	GBNUN_000215-T1	CHXZO_001955-T1
OG0001219	GBNUN_000216-T1	CHXZO_001954-T1
OG0001220	GBNUN_000217-T1	CHXZO_001953-T1
OG0001221	GBNUN_000218-T1	CHXZO_001952-T1
OG0001222	GBNUN_000220-T1	CHXZO_001950-T1
OG0001223	GBNUN_000221-T1	CHXZO_001949-T1
OG0001224	GBNUN_000222-T1	CHXZO_001948-T1
OG0001225	GBNUN_000223-T1	CHXZO_001947-T1
OG0001226	GBNUN_000225-T1	CHXZO_001945-T1
OG0001227	GBNUN_000226-T1	CHXZO_001944-T1
OG0001228	GBNUN_000227-T1	CHXZO_001943-T1
OG0001229	GBNUN_000228-T1	CHXZO_001942-T1
OG0001230	GBNUN_000230-T1	CHXZO_001940-T1
OG0001231	GBNUN_000231-T1	CHXZO_001939-T1
OG0001232	GBNUN_000232-T1	CHXZO_001938-T1
OG0001233	GBNUN_000234-T1	CHXZO_001936-T1
OG0001234	GBNUN_000238-T1	CHXZO_007385-T1
OG0001235	GBNUN_000239-T1	CHXZO_007384-T1
OG0001236	GBNUN_000240-T1	CHXZO_007383-T1
OG0001237	GBNUN_000242-T1	CHXZO_007381-T1
OG0001238	GBNUN_000245-T1	CHXZO_007379-T1
OG0001239	GBNUN_000246-T1	CHXZO_007378-T1
OG0001240	GBNUN_000247-T1	CHXZO_007377-T1
OG0001241	GBNUN_000248-T1	CHXZO_007376-T1
OG0001242	GBNUN_000249-T1	CHXZO_004409-T1
OG0001243	GBNUN_000250-T1	CHXZO_004408-T1
OG0001244	GBNUN_000251-T1	CHXZO_004407-T1
OG0001245	GBNUN_000252-T1	CHXZO_004406-T1
OG0001246	GBNUN_000253-T1	CHXZO_004405-T1
OG0001247	GBNUN_000255-T1	CHXZO_004403-T1
OG0001248	GBNUN_000257-T1	CHXZO_004400-T1
OG0001249	GBNUN_000258-T1	CHXZO_004399-T1
OG0001250	GBNUN_000260-T1	CHXZO_004397-T1
OG0001251	GBNUN_000261-T1	CHXZO_004396-T1
OG0001252	GBNUN_000262-T1	CHXZO_004395-T1
OG0001253	GBNUN_000263-T1	CHXZO_009784-T1
OG0001254	GBNUN_000264-T1	CHXZO_009785-T1
OG0001255	GBNUN_000265-T1	CHXZO_009786-T1
OG0001256	GBNUN_000266-T1	CHXZO_001511-T1
OG0001257	GBNUN_000267-T1	CHXZO_001170-T1
OG0001258	GBNUN_000273-T1	CHXZO_001792-T1
OG0001259	GBNUN_000274-T1	CHXZO_000691-T1
OG0001260	GBNUN_000279-T1	CHXZO_011305-T1
OG0001261	GBNUN_000280-T1	CHXZO_011303-T1
OG0001262	GBNUN_000282-T1	CHXZO_011300-T1
OG0001263	GBNUN_000283-T1	CHXZO_011299-T1
OG0001264	GBNUN_000284-T1	CHXZO_011298-T1
OG0001265	GBNUN_000285-T1	CHXZO_011297-T1
OG0001266	GBNUN_000286-T1	CHXZO_011296-T1
OG0001267	GBNUN_000288-T1	CHXZO_011294-T1
OG0001268	GBNUN_000289-T1	CHXZO_011293-T1
OG0001269	GBNUN_000292-T1	CHXZO_011290-T1
OG0001270	GBNUN_000293-T1	CHXZO_011289-T1
OG0001271	GBNUN_000297-T1	CHXZO_011286-T1
OG0001272	GBNUN_000300-T1	CHXZO_011283-T1
OG0001273	GBNUN_000301-T1	CHXZO_011282-T1
OG0001274	GBNUN_000302-T1	CHXZO_011281-T1
OG0001275	GBNUN_000303-T1	CHXZO_011280-T1
OG0001276	GBNUN_000304-T1	CHXZO_011278-T1
OG0001277	GBNUN_000308-T1	CHXZO_011275-T1
OG0001278	GBNUN_000310-T1	CHXZO_011273-T1
OG0001279	GBNUN_000311-T1	CHXZO_011272-T1
OG0001280	GBNUN_000313-T1	CHXZO_011270-T1
OG0001281	GBNUN_000315-T1	CHXZO_000627-T1
OG0001282	GBNUN_000316-T1	CHXZO_000628-T1
OG0001283	GBNUN_000317-T1	CHXZO_011130-T1
OG0001284	GBNUN_000318-T1	CHXZO_000857-T1
OG0001285	GBNUN_000320-T1	CHXZO_002226-T1
OG0001286	GBNUN_000321-T1	CHXZO_010730-T1
OG0001287	GBNUN_000322-T1	CHXZO_006870-T1
OG0001288	GBNUN_000324-T1	CHXZO_006871-T1
OG0001289	GBNUN_000325-T1	CHXZO_006872-T1
OG0001290	GBNUN_000326-T1	CHXZO_006873-T1
OG0001291	GBNUN_000329-T1	CHXZO_006874-T1
OG0001292	GBNUN_000330-T1	CHXZO_006876-T1
OG0001293	GBNUN_000331-T1	CHXZO_007320-T1
OG0001294	GBNUN_000332-T1	CHXZO_007319-T1
OG0001295	GBNUN_000333-T1	CHXZO_007318-T1
OG0001296	GBNUN_000334-T1	CHXZO_007317-T1
OG0001297	GBNUN_000335-T1	CHXZO_007316-T1
OG0001298	GBNUN_000336-T1	CHXZO_007315-T1
OG0001299	GBNUN_000337-T1	CHXZO_007314-T1
OG0001300	GBNUN_000338-T1	CHXZO_007313-T1
OG0001301	GBNUN_000339-T1	CHXZO_007312-T1
OG0001302	GBNUN_000340-T1	CHXZO_007311-T1
OG0001303	GBNUN_000341-T1	CHXZO_009627-T1
OG0001304	GBNUN_000342-T1	CHXZO_009626-T1
OG0001305	GBNUN_000344-T1	CHXZO_009624-T1
OG0001306	GBNUN_000345-T1	CHXZO_009623-T1
OG0001307	GBNUN_000346-T1	CHXZO_009622-T1
OG0001308	GBNUN_000347-T1	CHXZO_009621-T1
OG0001309	GBNUN_000348-T1	CHXZO_009620-T1
OG0001310	GBNUN_000349-T1	CHXZO_009876-T1
OG0001311	GBNUN_000350-T1	CHXZO_009877-T1
OG0001312	GBNUN_000351-T1	CHXZO_009878-T1
OG0001313	GBNUN_000353-T1	CHXZO_000626-T1
OG0001314	GBNUN_000355-T1	CHXZO_000630-T1
OG0001315	GBNUN_000356-T1	CHXZO_003430-T1
OG0001316	GBNUN_000357-T1	CHXZO_003431-T1
OG0001317	GBNUN_000358-T1	CHXZO_003432-T1
OG0001318	GBNUN_000359-T1	CHXZO_003433-T1
OG0001319	GBNUN_000360-T1	CHXZO_003434-T1
OG0001320	GBNUN_000361-T1	CHXZO_003435-T1
OG0001321	GBNUN_000362-T1	CHXZO_003436-T1
OG0001322	GBNUN_000364-T1	CHXZO_003438-T1
OG0001323	GBNUN_000365-T1	CHXZO_003439-T1
OG0001324	GBNUN_000366-T1	CHXZO_003440-T1
OG0001325	GBNUN_000367-T1	CHXZO_003441-T1
OG0001326	GBNUN_000368-T1	CHXZO_003442-T1
OG0001327	GBNUN_000369-T1	CHXZO_003443-T1
OG0001328	GBNUN_000375-T1	CHXZO_006460-T1
OG0001329	GBNUN_000377-T1	CHXZO_006458-T1
OG0001330	GBNUN_000378-T1	CHXZO_006457-T1
OG0001331	GBNUN_000379-T1	CHXZO_006456-T1
OG0001332	GBNUN_000380-T1	CHXZO_006455-T1
OG0001333	GBNUN_000381-T1	CHXZO_006454-T1
OG0001334	GBNUN_000382-T1	CHXZO_006453-T1
OG0001335	GBNUN_000384-T1	CHXZO_006451-T1
OG0001336	GBNUN_000388-T1	CHXZO_000213-T1
OG0001337	GBNUN_000390-T1	CHXZO_000248-T1
OG0001338	GBNUN_000394-T1	CHXZO_012286-T1
OG0001339	GBNUN_000396-T1	CHXZO_000624-T1
OG0001340	GBNUN_000397-T1	CHXZO_011396-T1
OG0001341	GBNUN_000399-T1	CHXZO_011395-T1
OG0001342	GBNUN_000400-T1	CHXZO_011394-T1
OG0001343	GBNUN_000401-T1	CHXZO_011393-T1
OG0001344	GBNUN_000402-T1	CHXZO_011392-T1
OG0001345	GBNUN_000404-T1	CHXZO_011390-T1
OG0001346	GBNUN_000405-T1	CHXZO_011389-T1
OG0001347	GBNUN_000406-T1	CHXZO_011388-T1
OG0001348	GBNUN_000407-T1	CHXZO_011386-T1
OG0001349	GBNUN_000410-T1	CHXZO_011384-T1
OG0001350	GBNUN_000412-T1	CHXZO_011382-T1
OG0001351	GBNUN_000413-T1	CHXZO_011381-T1
OG0001352	GBNUN_000414-T1	CHXZO_011380-T1
OG0001353	GBNUN_000415-T1	CHXZO_011379-T1
OG0001354	GBNUN_000416-T1	CHXZO_011378-T1
OG0001355	GBNUN_000417-T1	CHXZO_011377-T1
OG0001356	GBNUN_000418-T1	CHXZO_011376-T1
OG0001357	GBNUN_000419-T1	CHXZO_011375-T1
OG0001358	GBNUN_000420-T1	CHXZO_011374-T1
OG0001359	GBNUN_000422-T1	CHXZO_011373-T1
OG0001360	GBNUN_000423-T1	CHXZO_011372-T1
OG0001361	GBNUN_000424-T1	CHXZO_011371-T1
OG0001362	GBNUN_000425-T1	CHXZO_011370-T1
OG0001363	GBNUN_000426-T1	CHXZO_011369-T1
OG0001364	GBNUN_000427-T1	CHXZO_011368-T1
OG0001365	GBNUN_000428-T1	CHXZO_011366-T1
OG0001366	GBNUN_000429-T1	CHXZO_011365-T1
OG0001367	GBNUN_000430-T1	CHXZO_011364-T1
OG0001368	GBNUN_000431-T1	CHXZO_011363-T1
OG0001369	GBNUN_000438-T1	CHXZO_011588-T1
OG0001370	GBNUN_000439-T1	CHXZO_011589-T1
OG0001371	GBNUN_000440-T1	CHXZO_011590-T1
OG0001372	GBNUN_000441-T1	CHXZO_011592-T1
OG0001373	GBNUN_000444-T1	CHXZO_011595-T1
OG0001374	GBNUN_000445-T1	CHXZO_011596-T1
OG0001375	GBNUN_000446-T1	CHXZO_011597-T1
OG0001376	GBNUN_000447-T1	CHXZO_011598-T1
OG0001377	GBNUN_000449-T1	CHXZO_011600-T1
OG0001378	GBNUN_000450-T1	CHXZO_011601-T1
OG0001379	GBNUN_000451-T1	CHXZO_011602-T1
OG0001380	GBNUN_000452-T1	CHXZO_011603-T1
OG0001381	GBNUN_000453-T1	CHXZO_011604-T1
OG0001382	GBNUN_000454-T1	CHXZO_011605-T1
OG0001383	GBNUN_000456-T1	CHXZO_011607-T1
OG0001384	GBNUN_000457-T1	CHXZO_011608-T1
OG0001385	GBNUN_000458-T1	CHXZO_011609-T1
OG0001386	GBNUN_000460-T1	CHXZO_011611-T1
OG0001387	GBNUN_000462-T1	CHXZO_011613-T1
OG0001388	GBNUN_000463-T1	CHXZO_011614-T1
OG0001389	GBNUN_000464-T1	CHXZO_011615-T1
OG0001390	GBNUN_000465-T1	CHXZO_011616-T1
OG0001391	GBNUN_000466-T1	CHXZO_011618-T1
OG0001392	GBNUN_000467-T1	CHXZO_011619-T1
OG0001393	GBNUN_000468-T1	CHXZO_011620-T1
OG0001394	GBNUN_000472-T1	CHXZO_001043-T1
OG0001395	GBNUN_000473-T1	CHXZO_011486-T1
OG0001396	GBNUN_000474-T1	CHXZO_011487-T1
OG0001397	GBNUN_000475-T1	CHXZO_011488-T1
OG0001398	GBNUN_000476-T1	CHXZO_011489-T1
OG0001399	GBNUN_000477-T1	CHXZO_011490-T1
OG0001400	GBNUN_000480-T1	CHXZO_011493-T1
OG0001401	GBNUN_000481-T1	CHXZO_011494-T1
OG0001402	GBNUN_000483-T1	CHXZO_011496-T1
OG0001403	GBNUN_000484-T1	CHXZO_011497-T1
OG0001404	GBNUN_000485-T1	CHXZO_011498-T1
OG0001405	GBNUN_000488-T1	CHXZO_011501-T1
OG0001406	GBNUN_000489-T1	CHXZO_011502-T1
OG0001407	GBNUN_000490-T1	CHXZO_011503-T1
OG0001408	GBNUN_000491-T1	CHXZO_011505-T1
OG0001409	GBNUN_000492-T1	CHXZO_011506-T1
OG0001410	GBNUN_000493-T1	CHXZO_011507-T1
OG0001411	GBNUN_000494-T1	CHXZO_011508-T1
OG0001412	GBNUN_000495-T1	CHXZO_011509-T1
OG0001413	GBNUN_000496-T1	CHXZO_011510-T1
OG0001414	GBNUN_000497-T1	CHXZO_011511-T1
OG0001415	GBNUN_000499-T1	CHXZO_011513-T1
OG0001416	GBNUN_000503-T1	CHXZO_011517-T1
OG0001417	GBNUN_000504-T1	CHXZO_011518-T1
OG0001418	GBNUN_000505-T1	CHXZO_011519-T1
OG0001419	GBNUN_000506-T1	CHXZO_011520-T1
OG0001420	GBNUN_000508-T1	CHXZO_011522-T1
OG0001421	GBNUN_000509-T1	CHXZO_011523-T1
OG0001422	GBNUN_000512-T1	CHXZO_002610-T1
OG0001423	GBNUN_000514-T1	CHXZO_000855-T1
OG0001424	GBNUN_000515-T1	CHXZO_000856-T1
OG0001425	GBNUN_000518-T1	CHXZO_001818-T1
OG0001426	GBNUN_000523-T1	CHXZO_011683-T1
OG0001427	GBNUN_000524-T1	CHXZO_011684-T1
OG0001428	GBNUN_000525-T1	CHXZO_011685-T1
OG0001429	GBNUN_000526-T1	CHXZO_011686-T1
OG0001430	GBNUN_000527-T1	CHXZO_011687-T1
OG0001431	GBNUN_000528-T1	CHXZO_011688-T1
OG0001432	GBNUN_000530-T1	CHXZO_011690-T1
OG0001433	GBNUN_000531-T1	CHXZO_011691-T1
OG0001434	GBNUN_000533-T1	CHXZO_011695-T1
OG0001435	GBNUN_000534-T1	CHXZO_011696-T1
OG0001436	GBNUN_000535-T1	CHXZO_011697-T1
OG0001437	GBNUN_000536-T1	CHXZO_011698-T1
OG0001438	GBNUN_000537-T1	CHXZO_011699-T1
OG0001439	GBNUN_000539-T1	CHXZO_011701-T1
OG0001440	GBNUN_000541-T1	CHXZO_011703-T1
OG0001441	GBNUN_000543-T1	CHXZO_011705-T1
OG0001442	GBNUN_000544-T1	CHXZO_011706-T1
OG0001443	GBNUN_000545-T1	CHXZO_011707-T1
OG0001444	GBNUN_000546-T1	CHXZO_011708-T1
OG0001445	GBNUN_000547-T1	CHXZO_011709-T1
OG0001446	GBNUN_000548-T1	CHXZO_011710-T1
OG0001447	GBNUN_000550-T1	CHXZO_011711-T1
OG0001448	GBNUN_000557-T1	CHXZO_005011-T1
OG0001449	GBNUN_000558-T1	CHXZO_005012-T1
OG0001450	GBNUN_000559-T1	CHXZO_005013-T1
OG0001451	GBNUN_000561-T1	CHXZO_005015-T1
OG0001452	GBNUN_000562-T1	CHXZO_005016-T1
OG0001453	GBNUN_000563-T1	CHXZO_005017-T1
OG0001454	GBNUN_000564-T1	CHXZO_005018-T1
OG0001455	GBNUN_000566-T1	CHXZO_005020-T1
OG0001456	GBNUN_000567-T1	CHXZO_005021-T1
OG0001457	GBNUN_000568-T1	CHXZO_005022-T1
OG0001458	GBNUN_000569-T1	CHXZO_005023-T1
OG0001459	GBNUN_000570-T1	CHXZO_005024-T1
OG0001460	GBNUN_000571-T1	CHXZO_005025-T1
OG0001461	GBNUN_000573-T1	CHXZO_005027-T1
OG0001462	GBNUN_000574-T1	CHXZO_005028-T1
OG0001463	GBNUN_000575-T1	CHXZO_005029-T1
OG0001464	GBNUN_000576-T1	CHXZO_005030-T1
OG0001465	GBNUN_000577-T1	CHXZO_005031-T1
OG0001466	GBNUN_000578-T1	CHXZO_005032-T1
OG0001467	GBNUN_000579-T1	CHXZO_005033-T1
OG0001468	GBNUN_000580-T1	CHXZO_005034-T1
OG0001469	GBNUN_000581-T1	CHXZO_005035-T1
OG0001470	GBNUN_000583-T1	CHXZO_005037-T1
OG0001471	GBNUN_000584-T1	CHXZO_005038-T1
OG0001472	GBNUN_000585-T1	CHXZO_005039-T1
OG0001473	GBNUN_000586-T1	CHXZO_005040-T1
OG0001474	GBNUN_000587-T1	CHXZO_005041-T1
OG0001475	GBNUN_000588-T1	CHXZO_005042-T1
OG0001476	GBNUN_000592-T1	CHXZO_002142-T1
OG0001477	GBNUN_000593-T1	CHXZO_000724-T1
OG0001478	GBNUN_000596-T1	CHXZO_005321-T1
OG0001479	GBNUN_000598-T1	CHXZO_005322-T1
OG0001480	GBNUN_000599-T1	CHXZO_005323-T1
OG0001481	GBNUN_000600-T1	CHXZO_005324-T1
OG0001482	GBNUN_000601-T1	CHXZO_005326-T1
OG0001483	GBNUN_000602-T1	CHXZO_005327-T1
OG0001484	GBNUN_000603-T1	CHXZO_005328-T1
OG0001485	GBNUN_000604-T1	CHXZO_005329-T1
OG0001486	GBNUN_000607-T1	CHXZO_005332-T1
OG0001487	GBNUN_000608-T1	CHXZO_005333-T1
OG0001488	GBNUN_000610-T1	CHXZO_005334-T1
OG0001489	GBNUN_000611-T1	CHXZO_005335-T1
OG0001490	GBNUN_000614-T1	CHXZO_005175-T1
OG0001491	GBNUN_000615-T1	CHXZO_005176-T1
OG0001492	GBNUN_000616-T1	CHXZO_005177-T1
OG0001493	GBNUN_000617-T1	CHXZO_005178-T1
OG0001494	GBNUN_000618-T1	CHXZO_005180-T1
OG0001495	GBNUN_000620-T1	CHXZO_005182-T1
OG0001496	GBNUN_000621-T1	CHXZO_005183-T1
OG0001497	GBNUN_000622-T1	CHXZO_005184-T1
OG0001498	GBNUN_000623-T1	CHXZO_005185-T1
OG0001499	GBNUN_000628-T1	CHXZO_005189-T1
OG0001500	GBNUN_000632-T1	CHXZO_002872-T1
OG0001501	GBNUN_000636-T1	CHXZO_000102-T1
OG0001502	GBNUN_000637-T1	CHXZO_000103-T1
OG0001503	GBNUN_000638-T1	CHXZO_000104-T1
OG0001504	GBNUN_000639-T1	CHXZO_000105-T1
OG0001505	GBNUN_000643-T1	CHXZO_000107-T1
OG0001506	GBNUN_000644-T1	CHXZO_000108-T1
OG0001507	GBNUN_000645-T1	CHXZO_000109-T1
OG0001508	GBNUN_000646-T1	CHXZO_000110-T1
OG0001509	GBNUN_000647-T1	CHXZO_000111-T1
OG0001510	GBNUN_000648-T1	CHXZO_000112-T1
OG0001511	GBNUN_000650-T1	CHXZO_000115-T1
OG0001512	GBNUN_000651-T1	CHXZO_000116-T1
OG0001513	GBNUN_000653-T1	CHXZO_000118-T1
OG0001514	GBNUN_000655-T1	CHXZO_000121-T1
OG0001515	GBNUN_000657-T1	CHXZO_000123-T1
OG0001516	GBNUN_000659-T1	CHXZO_000125-T1
OG0001517	GBNUN_000660-T1	CHXZO_000126-T1
OG0001518	GBNUN_000661-T1	CHXZO_000127-T1
OG0001519	GBNUN_000662-T1	CHXZO_000128-T1
OG0001520	GBNUN_000663-T1	CHXZO_000129-T1
OG0001521	GBNUN_000664-T1	CHXZO_000130-T1
OG0001522	GBNUN_000665-T1	CHXZO_000131-T1
OG0001523	GBNUN_000666-T1	CHXZO_000132-T1
OG0001524	GBNUN_000668-T1	CHXZO_000134-T1
OG0001525	GBNUN_000669-T1	CHXZO_000135-T1
OG0001526	GBNUN_000670-T1	CHXZO_000136-T1
OG0001527	GBNUN_000671-T1	CHXZO_000137-T1
OG0001528	GBNUN_000672-T1	CHXZO_000138-T1
OG0001529	GBNUN_000673-T1	CHXZO_000139-T1
OG0001530	GBNUN_000674-T1	CHXZO_000140-T1
OG0001531	GBNUN_000675-T1	CHXZO_000141-T1
OG0001532	GBNUN_000678-T1	CHXZO_000144-T1
OG0001533	GBNUN_000679-T1	CHXZO_000145-T1
OG0001534	GBNUN_000680-T1	CHXZO_000146-T1
OG0001535	GBNUN_000681-T1	CHXZO_000147-T1
OG0001536	GBNUN_000682-T1	CHXZO_000148-T1
OG0001537	GBNUN_000683-T1	CHXZO_000149-T1
OG0001538	GBNUN_000684-T1	CHXZO_000150-T1
OG0001539	GBNUN_000686-T1	CHXZO_000152-T1
OG0001540	GBNUN_000687-T1	CHXZO_000153-T1
OG0001541	GBNUN_000688-T1	CHXZO_000156-T1
OG0001542	GBNUN_000691-T1	CHXZO_000158-T1
OG0001543	GBNUN_000692-T1	CHXZO_000159-T1
OG0001544	GBNUN_000693-T1	CHXZO_000160-T1
OG0001545	GBNUN_000695-T1	CHXZO_000162-T1
OG0001546	GBNUN_000696-T1	CHXZO_000163-T1
OG0001547	GBNUN_000697-T1	CHXZO_000164-T1
OG0001548	GBNUN_000698-T1	CHXZO_000165-T1
OG0001549	GBNUN_000699-T1	CHXZO_000166-T1
OG0001550	GBNUN_000701-T1	CHXZO_000168-T1
OG0001551	GBNUN_000703-T1	CHXZO_000170-T1
OG0001552	GBNUN_000704-T1	CHXZO_000171-T1
OG0001553	GBNUN_000705-T1	CHXZO_000172-T1
OG0001554	GBNUN_000706-T1	CHXZO_000173-T1
OG0001555	GBNUN_000707-T1	CHXZO_000174-T1
OG0001556	GBNUN_000708-T1	CHXZO_000175-T1
OG0001557	GBNUN_000710-T1	CHXZO_007020-T1
OG0001558	GBNUN_000711-T1	CHXZO_007021-T1
OG0001559	GBNUN_000712-T1	CHXZO_007022-T1
OG0001560	GBNUN_000713-T1	CHXZO_007023-T1
OG0001561	GBNUN_000714-T1	CHXZO_007024-T1
OG0001562	GBNUN_000715-T1	CHXZO_007025-T1
OG0001563	GBNUN_000717-T1	CHXZO_007028-T1
OG0001564	GBNUN_000719-T1	CHXZO_011921-T1
OG0001565	GBNUN_000720-T1	CHXZO_011920-T1
OG0001566	GBNUN_000721-T1	CHXZO_011919-T1
OG0001567	GBNUN_000722-T1	CHXZO_011918-T1
OG0001568	GBNUN_000723-T1	CHXZO_011917-T1
OG0001569	GBNUN_000725-T1	CHXZO_011915-T1
OG0001570	GBNUN_000726-T1	CHXZO_011914-T1
OG0001571	GBNUN_000728-T1	CHXZO_011912-T1
OG0001572	GBNUN_000731-T1	CHXZO_011909-T1
OG0001573	GBNUN_000732-T1	CHXZO_011908-T1
OG0001574	GBNUN_000733-T1	CHXZO_011907-T1
OG0001575	GBNUN_000735-T1	CHXZO_011903-T1
OG0001576	GBNUN_000736-T1	CHXZO_011902-T1
OG0001577	GBNUN_000738-T1	CHXZO_011899-T1
OG0001578	GBNUN_000739-T1	CHXZO_011898-T1
OG0001579	GBNUN_000740-T1	CHXZO_011897-T1
OG0001580	GBNUN_000741-T1	CHXZO_011896-T1
OG0001581	GBNUN_000742-T1	CHXZO_011895-T1
OG0001582	GBNUN_000743-T1	CHXZO_011893-T1
OG0001583	GBNUN_000744-T1	CHXZO_011892-T1
OG0001584	GBNUN_000745-T1	CHXZO_011891-T1
OG0001585	GBNUN_000746-T1	CHXZO_011890-T1
OG0001586	GBNUN_000747-T1	CHXZO_011889-T1
OG0001587	GBNUN_000748-T1	CHXZO_011888-T1
OG0001588	GBNUN_000749-T1	CHXZO_002140-T1
