	Fennellomyces_verticellatus_RSA_2442_Plus.aa	Fennellomyces_verticellatus_RSA_2446.aa
OG0010482		CHXZO_000398-T1
OG0010483		CHXZO_000409-T1
OG0010484		CHXZO_000426-T1
OG0010485		CHXZO_000427-T1
OG0010486		CHXZO_000428-T1
OG0010487		CHXZO_000464-T1
OG0010488		CHXZO_000465-T1
OG0010489		CHXZO_000495-T1
OG0010490		CHXZO_000497-T1
OG0010491		CHXZO_000513-T1
OG0010492		CHXZO_000528-T1
OG0010493		CHXZO_000542-T1
OG0010494		CHXZO_000593-T1
OG0010495		CHXZO_000603-T1
OG0010496		CHXZO_000609-T1
OG0010497		CHXZO_000623-T1
OG0010498		CHXZO_000661-T1
OG0010499		CHXZO_000662-T1
OG0010500		CHXZO_000665-T1
OG0010501		CHXZO_000689-T1
OG0010502		CHXZO_000690-T1
OG0010503		CHXZO_000723-T1
OG0010504		CHXZO_000727-T1
OG0010505		CHXZO_000729-T1
OG0010506		CHXZO_000731-T1
OG0010507		CHXZO_000754-T1
OG0010508		CHXZO_000756-T1
OG0010509		CHXZO_000759-T1
OG0010510		CHXZO_000784-T1
OG0010511		CHXZO_000785-T1
OG0010512		CHXZO_000786-T1
OG0010513		CHXZO_000787-T1
OG0010514		CHXZO_000802-T1
OG0010515		CHXZO_000814-T1
OG0010516		CHXZO_000824-T1
OG0010517		CHXZO_000839-T1
OG0010518		CHXZO_000840-T1
OG0010519		CHXZO_000844-T1
OG0010520		CHXZO_000854-T1
OG0010521		CHXZO_000858-T1
OG0010522		CHXZO_000862-T1
OG0010523		CHXZO_000875-T1
OG0010524		CHXZO_000890-T1
OG0010525		CHXZO_000892-T1
OG0010526		CHXZO_000894-T1
OG0010527		CHXZO_000896-T1
OG0010528		CHXZO_000897-T1
OG0010529		CHXZO_000920-T1
OG0010530		CHXZO_000928-T1
OG0010531		CHXZO_000933-T1
OG0010532		CHXZO_000979-T1
OG0010533		CHXZO_000983-T1
OG0010534		CHXZO_000988-T1
OG0010535		CHXZO_001012-T1
OG0010536		CHXZO_001028-T1
OG0010537		CHXZO_001041-T1
OG0010538		CHXZO_001046-T1
OG0010539		CHXZO_001047-T1
OG0010540		CHXZO_001072-T1
OG0010541		CHXZO_001073-T1
OG0010542		CHXZO_001075-T1
OG0010543		CHXZO_001076-T1
OG0010544		CHXZO_001078-T1
OG0010545		CHXZO_001111-T1
OG0010546		CHXZO_001112-T1
OG0010547		CHXZO_001116-T1
OG0010548		CHXZO_001142-T1
OG0010549		CHXZO_001144-T1
OG0010550		CHXZO_001167-T1
OG0010551		CHXZO_001168-T1
OG0010552		CHXZO_001192-T1
OG0010553		CHXZO_001193-T1
OG0010554		CHXZO_001195-T1
OG0010555		CHXZO_001196-T1
OG0010556		CHXZO_001199-T1
OG0010557		CHXZO_001230-T1
OG0010558		CHXZO_001231-T1
OG0010559		CHXZO_001232-T1
OG0010560		CHXZO_001234-T1
OG0010561		CHXZO_001236-T1
OG0010562		CHXZO_001266-T1
OG0010563		CHXZO_001270-T1
OG0010564		CHXZO_001277-T1
OG0010565		CHXZO_001285-T1
OG0010566		CHXZO_001287-T1
OG0010567		CHXZO_001301-T1
OG0010568		CHXZO_001309-T1
OG0010569		CHXZO_001339-T1
OG0010570		CHXZO_001340-T1
OG0010571		CHXZO_001341-T1
OG0010572		CHXZO_001348-T1
OG0010573		CHXZO_001355-T1
OG0010574		CHXZO_001361-T1
OG0010575		CHXZO_001377-T1
OG0010576		CHXZO_001394-T1
OG0010577		CHXZO_001401-T1
OG0010578		CHXZO_001402-T1
OG0010579		CHXZO_001404-T1
OG0010580		CHXZO_001418-T1
OG0010581		CHXZO_001426-T1
OG0010582		CHXZO_001427-T1
OG0010583		CHXZO_001429-T1
OG0010584		CHXZO_001453-T1
OG0010585		CHXZO_001456-T1
OG0010586		CHXZO_001458-T1
OG0010587		CHXZO_001478-T1
OG0010588		CHXZO_001485-T1
OG0010589		CHXZO_001486-T1
OG0010590		CHXZO_001514-T1
OG0010591		CHXZO_001539-T1
OG0010592		CHXZO_001540-T1
OG0010593		CHXZO_001567-T1
OG0010594		CHXZO_001569-T1
OG0010595		CHXZO_001599-T1
OG0010596		CHXZO_001620-T1
OG0010597		CHXZO_001626-T1
OG0010598		CHXZO_001629-T1
OG0010599		CHXZO_001630-T1
OG0010600		CHXZO_001631-T1
OG0010601		CHXZO_001643-T1
OG0010602		CHXZO_001649-T1
OG0010603		CHXZO_001654-T1
OG0010604		CHXZO_001663-T1
OG0010605		CHXZO_001673-T1
OG0010606		CHXZO_001694-T1
OG0010607		CHXZO_001718-T1
OG0010608		CHXZO_001733-T1
OG0010609		CHXZO_001758-T1
OG0010610		CHXZO_001759-T1
OG0010611		CHXZO_001760-T1
OG0010612		CHXZO_001762-T1
OG0010613		CHXZO_001790-T1
OG0010614		CHXZO_001795-T1
OG0010615		CHXZO_001801-T1
OG0010616		CHXZO_001813-T1
OG0010617		CHXZO_001814-T1
OG0010618		CHXZO_001817-T1
OG0010619		CHXZO_001819-T1
OG0010620		CHXZO_001827-T1
OG0010621		CHXZO_001833-T1
OG0010622		CHXZO_001843-T1
OG0010623		CHXZO_001844-T1
OG0010624		CHXZO_001847-T1
OG0010625		CHXZO_001849-T1
OG0010626		CHXZO_001859-T1
OG0010627		CHXZO_001881-T1
OG0010628		CHXZO_001883-T1
OG0010629		CHXZO_001884-T1
OG0010630		CHXZO_001894-T1
OG0010631		CHXZO_001897-T1
OG0010632		CHXZO_001910-T1
OG0010633		CHXZO_001922-T1
OG0010634		CHXZO_001924-T1
OG0010635		CHXZO_001956-T1
OG0010636		CHXZO_001959-T1
OG0010637		CHXZO_001960-T1
OG0010638		CHXZO_001966-T1
OG0010639		CHXZO_001986-T1
OG0010640		CHXZO_001992-T1
OG0010641		CHXZO_001999-T1
OG0010642		CHXZO_002007-T1
OG0010643		CHXZO_002009-T1
OG0010644		CHXZO_002017-T1
OG0010645		CHXZO_002018-T1
OG0010646		CHXZO_002029-T1
OG0010647		CHXZO_002030-T1
OG0010648		CHXZO_002051-T1
OG0010649		CHXZO_002100-T1
OG0010650		CHXZO_002106-T1
OG0010651		CHXZO_002108-T1
OG0010652		CHXZO_002109-T1
OG0010653		CHXZO_002115-T1
OG0010654		CHXZO_002120-T1
OG0010655		CHXZO_002123-T1
OG0010656		CHXZO_002139-T1
OG0010657		CHXZO_002153-T1
OG0010658		CHXZO_002162-T1
OG0010659		CHXZO_002163-T1
OG0010660		CHXZO_002167-T1
OG0010661		CHXZO_002169-T1
OG0010662		CHXZO_002170-T1
OG0010663		CHXZO_002175-T1
OG0010664		CHXZO_002176-T1
OG0010665		CHXZO_002192-T1
OG0010666		CHXZO_002195-T1
OG0010667		CHXZO_002196-T1
OG0010668		CHXZO_002220-T1
OG0010669		CHXZO_002222-T1
OG0010670		CHXZO_002227-T1
OG0010671		CHXZO_002239-T1
OG0010672		CHXZO_002244-T1
OG0010673		CHXZO_002275-T1
OG0010674		CHXZO_002280-T1
OG0010675		CHXZO_002282-T1
OG0010676		CHXZO_002283-T1
OG0010677		CHXZO_002284-T1
OG0010678		CHXZO_002294-T1
OG0010679		CHXZO_002298-T1
OG0010680		CHXZO_002299-T1
OG0010681		CHXZO_002310-T1
OG0010682		CHXZO_002311-T1
OG0010683		CHXZO_002333-T1
OG0010684		CHXZO_002336-T1
OG0010685		CHXZO_002341-T1
OG0010686		CHXZO_002363-T1
OG0010687		CHXZO_002365-T1
OG0010688		CHXZO_002366-T1
OG0010689		CHXZO_002375-T1
OG0010690		CHXZO_002397-T1
OG0010691		CHXZO_002409-T1
OG0010692		CHXZO_002427-T1
OG0010693		CHXZO_002436-T1
OG0010694		CHXZO_002452-T1
OG0010695		CHXZO_002455-T1
OG0010696		CHXZO_002460-T1
OG0010697		CHXZO_002465-T1
OG0010698		CHXZO_002480-T1
OG0010699		CHXZO_002483-T1
OG0010700		CHXZO_002503-T1
OG0010701		CHXZO_002505-T1
OG0010702		CHXZO_002526-T1
OG0010703		CHXZO_002539-T1
OG0010704		CHXZO_002549-T1
OG0010705		CHXZO_002550-T1
OG0010706		CHXZO_002551-T1
OG0010707		CHXZO_002552-T1
OG0010708		CHXZO_002553-T1
OG0010709		CHXZO_002568-T1
OG0010710		CHXZO_002571-T1
OG0010711		CHXZO_002575-T1
OG0010712		CHXZO_002577-T1
OG0010713		CHXZO_002579-T1
OG0010714		CHXZO_002581-T1
OG0010715		CHXZO_002604-T1
OG0010716		CHXZO_002605-T1
OG0010717		CHXZO_002608-T1
OG0010718		CHXZO_002609-T1
OG0010719		CHXZO_002617-T1
OG0010720		CHXZO_002619-T1
OG0010721		CHXZO_002624-T1
OG0010722		CHXZO_002636-T1
OG0010723		CHXZO_002637-T1
OG0010724		CHXZO_002640-T1
OG0010725		CHXZO_002642-T1
OG0010726		CHXZO_002649-T1
OG0010727		CHXZO_002650-T1
OG0010728		CHXZO_002658-T1
OG0010729		CHXZO_002665-T1
OG0010730		CHXZO_002690-T1
OG0010731		CHXZO_002691-T1
OG0010732		CHXZO_002692-T1
OG0010733		CHXZO_002701-T1
OG0010734		CHXZO_002730-T1
OG0010735		CHXZO_002731-T1
OG0010736		CHXZO_002774-T1
OG0010737		CHXZO_002782-T1
OG0010738		CHXZO_002795-T1
OG0010739		CHXZO_002796-T1
OG0010740		CHXZO_002798-T1
OG0010741		CHXZO_002800-T1
OG0010742		CHXZO_002806-T1
OG0010743		CHXZO_002818-T1
OG0010744		CHXZO_002819-T1
OG0010745		CHXZO_002820-T1
OG0010746		CHXZO_002824-T1
OG0010747		CHXZO_002838-T1
OG0010748		CHXZO_002845-T1
OG0010749		CHXZO_002846-T1
OG0010750		CHXZO_002848-T1
OG0010751		CHXZO_002849-T1
OG0010752		CHXZO_002862-T1
OG0010753		CHXZO_002869-T1
OG0010754		CHXZO_002871-T1
OG0010755		CHXZO_002874-T1
OG0010756		CHXZO_002901-T1
OG0010757		CHXZO_002926-T1
OG0010758		CHXZO_002927-T1
OG0010759		CHXZO_002928-T1
OG0010760		CHXZO_002929-T1
OG0010761		CHXZO_002930-T1
OG0010762		CHXZO_002932-T1
OG0010763		CHXZO_002950-T1
OG0010764		CHXZO_002951-T1
OG0010765		CHXZO_002963-T1
OG0010766		CHXZO_002975-T1
OG0010767		CHXZO_002978-T1
OG0010768		CHXZO_002980-T1
OG0010769		CHXZO_002981-T1
OG0010770		CHXZO_002998-T1
OG0010771		CHXZO_003000-T1
OG0010772		CHXZO_003015-T1
OG0010773		CHXZO_003016-T1
OG0010774		CHXZO_003022-T1
OG0010775		CHXZO_003023-T1
OG0010776		CHXZO_003024-T1
OG0010777		CHXZO_003044-T1
OG0010778		CHXZO_003049-T1
OG0010779		CHXZO_003086-T1
OG0010780		CHXZO_003102-T1
OG0010781		CHXZO_003104-T1
OG0010782		CHXZO_003107-T1
OG0010783		CHXZO_003121-T1
OG0010784		CHXZO_003133-T1
OG0010785		CHXZO_003155-T1
OG0010786		CHXZO_003156-T1
OG0010787		CHXZO_003163-T1
OG0010788		CHXZO_003169-T1
OG0010789		CHXZO_003204-T1
OG0010790		CHXZO_003205-T1
OG0010791		CHXZO_003206-T1
OG0010792		CHXZO_003207-T1
OG0010793		CHXZO_003214-T1
OG0010794		CHXZO_003220-T1
OG0010795		CHXZO_003221-T1
OG0010796		CHXZO_003222-T1
OG0010797		CHXZO_003223-T1
OG0010798		CHXZO_003224-T1
OG0010799		CHXZO_003235-T1
OG0010800		CHXZO_003236-T1
OG0010801		CHXZO_003247-T1
OG0010802		CHXZO_003272-T1
OG0010803		CHXZO_003313-T1
OG0010804		CHXZO_003314-T1
OG0010805		CHXZO_003316-T1
OG0010806		CHXZO_003320-T1
OG0010807		CHXZO_003330-T1
OG0010808		CHXZO_003336-T1
OG0010809		CHXZO_003344-T1
OG0010810		CHXZO_003368-T1
OG0010811		CHXZO_003372-T1
OG0010812		CHXZO_003386-T1
OG0010813		CHXZO_003406-T1
OG0010814		CHXZO_003409-T1
OG0010815		CHXZO_003410-T1
OG0010816		CHXZO_003411-T1
OG0010817		CHXZO_003423-T1
OG0010818		CHXZO_003424-T1
OG0010819		CHXZO_003429-T1
OG0010820		CHXZO_003445-T1
OG0010821		CHXZO_003447-T1
OG0010822		CHXZO_003448-T1
OG0010823		CHXZO_003452-T1
OG0010824		CHXZO_003467-T1
OG0010825		CHXZO_003468-T1
OG0010826		CHXZO_003470-T1
OG0010827		CHXZO_003471-T1
OG0010828		CHXZO_003472-T1
OG0010829		CHXZO_003473-T1
OG0010830		CHXZO_003474-T1
OG0010831		CHXZO_003482-T1
OG0010832		CHXZO_003487-T1
OG0010833		CHXZO_003497-T1
OG0010834		CHXZO_003498-T1
OG0010835		CHXZO_003515-T1
OG0010836		CHXZO_003518-T1
OG0010837		CHXZO_003519-T1
OG0010838		CHXZO_003529-T1
OG0010839		CHXZO_003536-T1
OG0010840		CHXZO_003538-T1
OG0010841		CHXZO_003560-T1
OG0010842		CHXZO_003561-T1
OG0010843		CHXZO_003582-T1
OG0010844		CHXZO_003583-T1
OG0010845		CHXZO_003585-T1
OG0010846		CHXZO_003586-T1
OG0010847		CHXZO_003607-T1
OG0010848		CHXZO_003611-T1
OG0010849		CHXZO_003649-T1
OG0010850		CHXZO_003678-T1
OG0010851		CHXZO_003680-T1
OG0010852		CHXZO_003711-T1
OG0010853		CHXZO_003753-T1
OG0010854		CHXZO_003775-T1
OG0010855		CHXZO_003792-T1
OG0010856		CHXZO_003796-T1
OG0010857		CHXZO_003797-T1
OG0010858		CHXZO_003798-T1
OG0010859		CHXZO_003804-T1
OG0010860		CHXZO_003805-T1
OG0010861		CHXZO_003813-T1
OG0010862		CHXZO_003823-T1
OG0010863		CHXZO_003824-T1
OG0010864		CHXZO_003825-T1
OG0010865		CHXZO_003826-T1
OG0010866		CHXZO_003837-T1
OG0010867		CHXZO_003839-T1
OG0010868		CHXZO_003844-T1
OG0010869		CHXZO_003845-T1
OG0010870		CHXZO_003867-T1
OG0010871		CHXZO_003874-T1
OG0010872		CHXZO_003876-T1
OG0010873		CHXZO_003878-T1
OG0010874		CHXZO_003897-T1
OG0010875		CHXZO_003898-T1
OG0010876		CHXZO_003899-T1
OG0010877		CHXZO_003929-T1
OG0010878		CHXZO_003934-T1
OG0010879		CHXZO_003935-T1
OG0010880		CHXZO_003937-T1
OG0010881		CHXZO_003952-T1
OG0010882		CHXZO_003953-T1
OG0010883		CHXZO_003954-T1
OG0010884		CHXZO_003955-T1
OG0010885		CHXZO_003956-T1
OG0010886		CHXZO_003970-T1
OG0010887		CHXZO_003976-T1
OG0010888		CHXZO_003979-T1
OG0010889		CHXZO_003997-T1
OG0010890		CHXZO_004001-T1
OG0010891		CHXZO_004002-T1
OG0010892		CHXZO_004038-T1
OG0010893		CHXZO_004064-T1
OG0010894		CHXZO_004077-T1
OG0010895		CHXZO_004088-T1
OG0010896		CHXZO_004090-T1
OG0010897		CHXZO_004091-T1
OG0010898		CHXZO_004092-T1
OG0010899		CHXZO_004114-T1
OG0010900		CHXZO_004115-T1
OG0010901		CHXZO_004139-T1
OG0010902		CHXZO_004141-T1
OG0010903		CHXZO_004142-T1
OG0010904		CHXZO_004157-T1
OG0010905		CHXZO_004163-T1
OG0010906		CHXZO_004164-T1
OG0010907		CHXZO_004165-T1
OG0010908		CHXZO_004186-T1
OG0010909		CHXZO_004187-T1
OG0010910		CHXZO_004189-T1
OG0010911		CHXZO_004190-T1
OG0010912		CHXZO_004191-T1
OG0010913		CHXZO_004206-T1
OG0010914		CHXZO_004207-T1
OG0010915		CHXZO_004208-T1
OG0010916		CHXZO_004209-T1
OG0010917		CHXZO_004210-T1
OG0010918		CHXZO_004214-T1
OG0010919		CHXZO_004230-T1
OG0010920		CHXZO_004242-T1
OG0010921		CHXZO_004254-T1
OG0010922		CHXZO_004255-T1
OG0010923		CHXZO_004256-T1
OG0010924		CHXZO_004257-T1
OG0010925		CHXZO_004259-T1
OG0010926		CHXZO_004279-T1
OG0010927		CHXZO_004281-T1
OG0010928		CHXZO_004282-T1
OG0010929		CHXZO_004299-T1
OG0010930		CHXZO_004343-T1
OG0010931		CHXZO_004355-T1
OG0010932		CHXZO_004363-T1
OG0010933		CHXZO_004367-T1
OG0010934		CHXZO_004373-T1
OG0010935		CHXZO_004378-T1
OG0010936		CHXZO_004383-T1
OG0010937		CHXZO_004389-T1
OG0010938		CHXZO_004391-T1
OG0010939		CHXZO_004393-T1
OG0010940		CHXZO_004394-T1
OG0010941		CHXZO_004402-T1
OG0010942		CHXZO_004411-T1
OG0010943		CHXZO_004412-T1
OG0010944		CHXZO_004419-T1
OG0010945		CHXZO_004421-T1
OG0010946		CHXZO_004428-T1
OG0010947		CHXZO_004429-T1
OG0010948		CHXZO_004430-T1
OG0010949		CHXZO_004431-T1
OG0010950		CHXZO_004460-T1
OG0010951		CHXZO_004463-T1
OG0010952		CHXZO_004468-T1
OG0010953		CHXZO_004470-T1
OG0010954		CHXZO_004471-T1
OG0010955		CHXZO_004475-T1
OG0010956		CHXZO_004489-T1
OG0010957		CHXZO_004491-T1
OG0010958		CHXZO_004496-T1
OG0010959		CHXZO_004498-T1
OG0010960		CHXZO_004504-T1
OG0010961		CHXZO_004505-T1
OG0010962		CHXZO_004506-T1
OG0010963		CHXZO_004508-T1
OG0010964		CHXZO_004509-T1
OG0010965		CHXZO_004528-T1
OG0010966		CHXZO_004530-T1
OG0010967		CHXZO_004532-T1
OG0010968		CHXZO_004555-T1
OG0010969		CHXZO_004556-T1
OG0010970		CHXZO_004572-T1
OG0010971		CHXZO_004611-T1
OG0010972		CHXZO_004635-T1
OG0010973		CHXZO_004636-T1
OG0010974		CHXZO_004637-T1
OG0010975		CHXZO_004638-T1
OG0010976		CHXZO_004649-T1
OG0010977		CHXZO_004674-T1
OG0010978		CHXZO_004690-T1
OG0010979		CHXZO_004692-T1
OG0010980		CHXZO_004693-T1
OG0010981		CHXZO_004694-T1
OG0010982		CHXZO_004695-T1
OG0010983		CHXZO_004696-T1
OG0010984		CHXZO_004704-T1
OG0010985		CHXZO_004713-T1
OG0010986		CHXZO_004715-T1
OG0010987		CHXZO_004718-T1
OG0010988		CHXZO_004733-T1
OG0010989		CHXZO_004737-T1
OG0010990		CHXZO_004811-T1
OG0010991		CHXZO_004828-T1
OG0010992		CHXZO_004829-T1
OG0010993		CHXZO_004830-T1
OG0010994		CHXZO_004840-T1
OG0010995		CHXZO_004847-T1
OG0010996		CHXZO_004853-T1
OG0010997		CHXZO_004867-T1
OG0010998		CHXZO_004883-T1
OG0010999		CHXZO_004890-T1
OG0011000		CHXZO_004958-T1
OG0011001		CHXZO_004968-T1
OG0011002		CHXZO_004982-T1
OG0011003		CHXZO_004996-T1
OG0011004		CHXZO_005058-T1
OG0011005		CHXZO_005066-T1
OG0011006		CHXZO_005083-T1
OG0011007		CHXZO_005104-T1
OG0011008		CHXZO_005118-T1
OG0011009		CHXZO_005119-T1
OG0011010		CHXZO_005128-T1
OG0011011		CHXZO_005134-T1
OG0011012		CHXZO_005135-T1
OG0011013		CHXZO_005157-T1
OG0011014		CHXZO_005162-T1
OG0011015		CHXZO_005163-T1
OG0011016		CHXZO_005179-T1
OG0011017		CHXZO_005193-T1
OG0011018		CHXZO_005254-T1
OG0011019		CHXZO_005265-T1
OG0011020		CHXZO_005266-T1
OG0011021		CHXZO_005284-T1
OG0011022		CHXZO_005300-T1
OG0011023		CHXZO_005320-T1
OG0011024		CHXZO_005325-T1
OG0011025		CHXZO_005337-T1
OG0011026		CHXZO_005349-T1
OG0011027		CHXZO_005444-T1
OG0011028		CHXZO_005445-T1
OG0011029		CHXZO_005449-T1
OG0011030		CHXZO_005473-T1
OG0011031		CHXZO_005489-T1
OG0011032		CHXZO_005514-T1
OG0011033		CHXZO_005520-T1
OG0011034		CHXZO_005559-T1
OG0011035		CHXZO_005564-T1
OG0011036		CHXZO_005566-T1
OG0011037		CHXZO_005582-T1
OG0011038		CHXZO_005593-T1
OG0011039		CHXZO_005613-T1
OG0011040		CHXZO_005617-T1
OG0011041		CHXZO_005639-T1
OG0011042		CHXZO_005644-T1
OG0011043		CHXZO_005651-T1
OG0011044		CHXZO_005680-T1
OG0011045		CHXZO_005710-T1
OG0011046		CHXZO_005725-T1
OG0011047		CHXZO_005728-T1
OG0011048		CHXZO_005739-T1
OG0011049		CHXZO_005751-T1
OG0011050		CHXZO_005800-T1
OG0011051		CHXZO_005802-T1
OG0011052		CHXZO_005809-T1
OG0011053		CHXZO_005815-T1
OG0011054		CHXZO_005829-T1
OG0011055		CHXZO_005869-T1
OG0011056		CHXZO_005891-T1
OG0011057		CHXZO_005893-T1
OG0011058		CHXZO_005896-T1
OG0011059		CHXZO_005900-T1
OG0011060		CHXZO_005909-T1
OG0011061		CHXZO_005913-T1
OG0011062		CHXZO_005916-T1
OG0011063		CHXZO_005925-T1
OG0011064		CHXZO_005926-T1
OG0011065		CHXZO_005961-T1
OG0011066		CHXZO_005978-T1
OG0011067		CHXZO_005994-T1
OG0011068		CHXZO_006029-T1
OG0011069		CHXZO_006068-T1
OG0011070		CHXZO_006089-T1
OG0011071		CHXZO_006092-T1
OG0011072		CHXZO_006098-T1
OG0011073		CHXZO_006153-T1
OG0011074		CHXZO_006163-T1
OG0011075		CHXZO_006178-T1
OG0011076		CHXZO_006200-T1
OG0011077		CHXZO_006205-T1
OG0011078		CHXZO_006224-T1
OG0011079		CHXZO_006225-T1
OG0011080		CHXZO_006227-T1
OG0011081		CHXZO_006229-T1
OG0011082		CHXZO_006241-T1
OG0011083		CHXZO_006253-T1
OG0011084		CHXZO_006260-T1
OG0011085		CHXZO_006307-T1
OG0011086		CHXZO_006309-T1
OG0011087		CHXZO_006315-T1
OG0011088		CHXZO_006376-T1
OG0011089		CHXZO_006399-T1
OG0011090		CHXZO_006404-T1
OG0011091		CHXZO_006406-T1
OG0011092		CHXZO_006461-T1
OG0011093		CHXZO_006466-T1
OG0011094		CHXZO_006475-T1
OG0011095		CHXZO_006517-T1
OG0011096		CHXZO_006566-T1
OG0011097		CHXZO_006607-T1
OG0011098		CHXZO_006613-T1
OG0011099		CHXZO_006621-T1
OG0011100		CHXZO_006622-T1
OG0011101		CHXZO_006691-T1
OG0011102		CHXZO_006694-T1
OG0011103		CHXZO_006717-T1
OG0011104		CHXZO_006727-T1
OG0011105		CHXZO_006749-T1
OG0011106		CHXZO_006764-T1
OG0011107		CHXZO_006784-T1
OG0011108		CHXZO_006798-T1
OG0011109		CHXZO_006835-T1
OG0011110		CHXZO_006842-T1
OG0011111		CHXZO_006843-T1
OG0011112		CHXZO_006857-T1
OG0011113		CHXZO_006865-T1
OG0011114		CHXZO_006875-T1
OG0011115		CHXZO_006877-T1
OG0011116		CHXZO_006890-T1
OG0011117		CHXZO_006906-T1
OG0011118		CHXZO_006966-T1
OG0011119		CHXZO_006971-T1
OG0011120		CHXZO_006977-T1
OG0011121		CHXZO_006991-T1
OG0011122		CHXZO_007001-T1
OG0011123		CHXZO_007011-T1
OG0011124		CHXZO_007014-T1
OG0011125		CHXZO_007018-T1
OG0011126		CHXZO_007019-T1
OG0011127		CHXZO_007029-T1
OG0011128		CHXZO_007034-T1
OG0011129		CHXZO_007038-T1
OG0011130		CHXZO_007083-T1
OG0011131		CHXZO_007110-T1
OG0011132		CHXZO_007111-T1
OG0011133		CHXZO_007155-T1
OG0011134		CHXZO_007159-T1
OG0011135		CHXZO_007165-T1
OG0011136		CHXZO_007186-T1
OG0011137		CHXZO_007187-T1
OG0011138		CHXZO_007190-T1
OG0011139		CHXZO_007194-T1
OG0011140		CHXZO_007221-T1
OG0011141		CHXZO_007231-T1
OG0011142		CHXZO_007298-T1
OG0011143		CHXZO_007306-T1
OG0011144		CHXZO_007324-T1
OG0011145		CHXZO_007327-T1
OG0011146		CHXZO_007328-T1
OG0011147		CHXZO_007334-T1
OG0011148		CHXZO_007347-T1
OG0011149		CHXZO_007353-T1
OG0011150		CHXZO_007367-T1
OG0011151		CHXZO_007374-T1
OG0011152		CHXZO_007375-T1
OG0011153		CHXZO_007393-T1
OG0011154		CHXZO_007466-T1
OG0011155		CHXZO_007489-T1
OG0011156		CHXZO_007552-T1
OG0011157		CHXZO_007564-T1
OG0011158		CHXZO_007574-T1
OG0011159		CHXZO_007589-T1
OG0011160		CHXZO_007621-T1
OG0011161		CHXZO_007637-T1
OG0011162		CHXZO_007639-T1
OG0011163		CHXZO_007642-T1
OG0011164		CHXZO_007681-T1
OG0011165		CHXZO_007695-T1
OG0011166		CHXZO_007705-T1
OG0011167		CHXZO_007723-T1
OG0011168		CHXZO_007747-T1
OG0011169		CHXZO_007748-T1
OG0011170		CHXZO_007764-T1
OG0011171		CHXZO_007769-T1
OG0011172		CHXZO_007780-T1
OG0011173		CHXZO_007790-T1
OG0011174		CHXZO_007817-T1
OG0011175		CHXZO_007819-T1
OG0011176		CHXZO_007822-T1
OG0011177		CHXZO_007844-T1
OG0011178		CHXZO_007859-T1
OG0011179		CHXZO_007863-T1
OG0011180		CHXZO_007893-T1
OG0011181		CHXZO_007913-T1
OG0011182		CHXZO_007917-T1
OG0011183		CHXZO_007967-T1
OG0011184		CHXZO_007975-T1
OG0011185		CHXZO_007977-T1
OG0011186		CHXZO_007992-T1
OG0011187		CHXZO_008008-T1
OG0011188		CHXZO_008017-T1
OG0011189		CHXZO_008041-T1
OG0011190		CHXZO_008042-T1
OG0011191		CHXZO_008047-T1
OG0011192		CHXZO_008070-T1
OG0011193		CHXZO_008085-T1
OG0011194		CHXZO_008091-T1
OG0011195		CHXZO_008099-T1
OG0011196		CHXZO_008133-T1
OG0011197		CHXZO_008152-T1
OG0011198		CHXZO_008178-T1
OG0011199		CHXZO_008179-T1
OG0011200		CHXZO_008181-T1
OG0011201		CHXZO_008195-T1
OG0011202		CHXZO_008196-T1
OG0011203		CHXZO_008200-T1
OG0011204		CHXZO_008212-T1
OG0011205		CHXZO_008235-T1
OG0011206		CHXZO_008236-T1
OG0011207		CHXZO_008264-T1
OG0011208		CHXZO_008274-T1
OG0011209		CHXZO_008287-T1
OG0011210		CHXZO_008291-T1
OG0011211		CHXZO_008292-T1
OG0011212		CHXZO_008294-T1
OG0011213		CHXZO_008313-T1
OG0011214		CHXZO_008314-T1
OG0011215		CHXZO_008316-T1
OG0011216		CHXZO_008318-T1
OG0011217		CHXZO_008324-T1
OG0011218		CHXZO_008327-T1
OG0011219		CHXZO_008371-T1
OG0011220		CHXZO_008373-T1
OG0011221		CHXZO_008380-T1
OG0011222		CHXZO_008401-T1
OG0011223		CHXZO_008413-T1
OG0011224		CHXZO_008424-T1
OG0011225		CHXZO_008433-T1
OG0011226		CHXZO_008436-T1
OG0011227		CHXZO_008439-T1
OG0011228		CHXZO_008441-T1
OG0011229		CHXZO_008442-T1
OG0011230		CHXZO_008448-T1
OG0011231		CHXZO_008482-T1
OG0011232		CHXZO_008493-T1
OG0011233		CHXZO_008509-T1
OG0011234		CHXZO_008511-T1
OG0011235		CHXZO_008550-T1
OG0011236		CHXZO_008561-T1
OG0011237		CHXZO_008565-T1
OG0011238		CHXZO_008572-T1
OG0011239		CHXZO_008578-T1
OG0011240		CHXZO_008592-T1
OG0011241		CHXZO_008614-T1
OG0011242		CHXZO_008641-T1
OG0011243		CHXZO_008655-T1
OG0011244		CHXZO_008666-T1
OG0011245		CHXZO_008679-T1
OG0011246		CHXZO_008688-T1
OG0011247		CHXZO_008693-T1
OG0011248		CHXZO_008694-T1
OG0011249		CHXZO_008702-T1
OG0011250		CHXZO_008740-T1
OG0011251		CHXZO_008741-T1
OG0011252		CHXZO_008746-T1
OG0011253		CHXZO_008763-T1
OG0011254		CHXZO_008783-T1
OG0011255		CHXZO_008790-T1
