	Absidia_cuneospora_RSA_623_Plus.aa	Absidia_cuneospora_RSA_624-.aa
OG0008627	GBNUZ_007453-T1	
OG0008628	GBNUZ_007454-T1	
OG0008629	GBNUZ_007455-T1	
OG0008630	GBNUZ_007457-T1	
OG0008631	GBNUZ_007460-T1	
OG0008632	GBNUZ_007492-T1	
OG0008633	GBNUZ_007493-T1	
OG0008634	GBNUZ_007494-T1	
OG0008635	GBNUZ_007495-T1	
OG0008636	GBNUZ_007499-T1	
OG0008637	GBNUZ_007507-T1	
OG0008638	GBNUZ_007509-T1	
OG0008639	GBNUZ_007531-T1	
OG0008640	GBNUZ_007558-T1	
OG0008641	GBNUZ_007602-T1	
OG0008642	GBNUZ_007614-T1	
OG0008643	GBNUZ_007616-T1	
OG0008644	GBNUZ_007618-T1	
OG0008645	GBNUZ_007624-T1	
OG0008646	GBNUZ_007625-T1	
OG0008647	GBNUZ_007627-T1	
OG0008648	GBNUZ_007647-T1	
OG0008649	GBNUZ_007649-T1	
OG0008650	GBNUZ_007679-T1	
OG0008651	GBNUZ_007680-T1	
OG0008652	GBNUZ_007682-T1	
OG0008653	GBNUZ_007683-T1	
OG0008654	GBNUZ_007685-T1	
OG0008655	GBNUZ_007720-T1	
OG0008656	GBNUZ_007732-T1	
OG0008657	GBNUZ_007735-T1	
OG0008658	GBNUZ_007757-T1	
OG0008659	GBNUZ_007763-T1	
OG0008660	GBNUZ_007794-T1	
OG0008661	GBNUZ_007795-T1	
OG0008662	GBNUZ_007831-T1	
OG0008663	GBNUZ_007834-T1	
OG0008664	GBNUZ_007835-T1	
OG0008665	GBNUZ_007842-T1	
OG0008666	GBNUZ_007846-T1	
OG0008667	GBNUZ_007847-T1	
OG0008668	GBNUZ_007848-T1	
OG0008669	GBNUZ_007849-T1	
OG0008670	GBNUZ_007851-T1	
OG0008671	GBNUZ_007858-T1	
OG0008672	GBNUZ_007859-T1	
OG0008673	GBNUZ_007863-T1	
OG0008674	GBNUZ_007887-T1	
OG0008675	GBNUZ_007900-T1	
OG0008676	GBNUZ_007901-T1	
OG0008677	GBNUZ_007904-T1	
OG0008678	GBNUZ_007905-T1	
OG0008679	GBNUZ_007906-T1	
OG0008680	GBNUZ_007920-T1	
OG0008681	GBNUZ_007932-T1	
OG0008682	GBNUZ_007943-T1	
OG0008683	GBNUZ_007947-T1	
OG0008684	GBNUZ_007951-T1	
OG0008685	GBNUZ_007956-T1	
OG0008686	GBNUZ_007958-T1	
OG0008687	GBNUZ_007960-T1	
OG0008688	GBNUZ_008072-T1	
OG0008689	GBNUZ_008114-T1	
OG0008690	GBNUZ_008160-T1	
OG0008691	GBNUZ_008165-T1	
OG0008692	GBNUZ_008172-T1	
OG0008693	GBNUZ_008212-T1	
OG0008694	GBNUZ_008214-T1	
OG0008695	GBNUZ_008272-T1	
OG0008696	GBNUZ_008277-T1	
OG0008697	GBNUZ_008278-T1	
OG0008698	GBNUZ_008329-T1	
OG0008699	GBNUZ_008341-T1	
OG0008700	GBNUZ_008354-T1	
OG0008701	GBNUZ_008393-T1	
OG0008702	GBNUZ_008417-T1	
OG0008703	GBNUZ_008418-T1	
OG0008704	GBNUZ_008419-T1	
OG0008705	GBNUZ_008421-T1	
OG0008706	GBNUZ_008434-T1	
OG0008707	GBNUZ_008442-T1	
OG0008708	GBNUZ_008445-T1	
OG0008709	GBNUZ_008472-T1	
OG0008710	GBNUZ_008518-T1	
OG0008711	GBNUZ_008522-T1	
OG0008712	GBNUZ_008560-T1	
OG0008713	GBNUZ_008585-T1	
OG0008714	GBNUZ_008589-T1	
OG0008715	GBNUZ_008591-T1	
OG0008716	GBNUZ_008596-T1	
OG0008717	GBNUZ_008606-T1	
OG0008718	GBNUZ_008608-T1	
OG0008719	GBNUZ_008610-T1	
OG0008720	GBNUZ_008619-T1	
OG0008721	GBNUZ_008620-T1	
OG0008722	GBNUZ_008657-T1	
OG0008723	GBNUZ_008658-T1	
OG0008724	GBNUZ_008705-T1	
OG0008725	GBNUZ_008722-T1	
OG0008726	GBNUZ_008727-T1	
OG0008727	GBNUZ_008754-T1	
OG0008728	GBNUZ_008758-T1	
OG0008729	GBNUZ_008766-T1	
OG0008730	GBNUZ_008767-T1	
OG0008731	GBNUZ_008786-T1	
OG0008732	GBNUZ_008811-T1	
OG0008733	GBNUZ_008823-T1	
OG0008734	GBNUZ_008867-T1	
OG0008735	GBNUZ_008874-T1	
OG0008736	GBNUZ_008877-T1	
OG0008737	GBNUZ_008879-T1	
OG0008738	GBNUZ_008882-T1	
OG0008739	GBNUZ_008894-T1	
OG0008740	GBNUZ_008895-T1	
OG0008741	GBNUZ_008896-T1	
OG0008742	GBNUZ_008908-T1	
OG0008743	GBNUZ_008938-T1	
OG0008744	GBNUZ_008954-T1	
OG0008745	GBNUZ_008968-T1	
OG0008746	GBNUZ_008970-T1	
OG0008747	GBNUZ_008978-T1	
OG0008748	GBNUZ_008986-T1	
OG0008749	GBNUZ_008994-T1	
OG0008750	GBNUZ_009007-T1	
OG0008751	GBNUZ_009014-T1	
OG0008752	GBNUZ_009030-T1	
OG0008753	GBNUZ_009080-T1	
OG0008754	GBNUZ_009081-T1	
OG0008755	GBNUZ_009096-T1	
OG0008756	GBNUZ_009111-T1	
OG0008757	GBNUZ_009130-T1	
OG0008758	GBNUZ_009137-T1	
OG0008759	GBNUZ_009143-T1	
OG0008760	GBNUZ_009160-T1	
OG0008761	GBNUZ_009161-T1	
OG0008762	GBNUZ_009168-T1	
OG0008763	GBNUZ_009173-T1	
OG0008764	GBNUZ_009191-T1	
OG0008765	GBNUZ_009200-T1	
OG0008766	GBNUZ_009227-T1	
OG0008767	GBNUZ_009229-T1	
OG0008768	GBNUZ_009239-T1	
OG0008769	GBNUZ_009247-T1	
OG0008770	GBNUZ_009249-T1	
OG0008771	GBNUZ_009251-T1	
OG0008772	GBNUZ_009283-T1	
OG0008773	GBNUZ_009296-T1	
OG0008774	GBNUZ_009298-T1	
OG0008775	GBNUZ_009302-T1	
OG0008776	GBNUZ_009331-T1	
OG0008777	GBNUZ_009360-T1	
OG0008778	GBNUZ_009383-T1	
OG0008779	GBNUZ_009404-T1	
OG0008780	GBNUZ_009420-T1	
OG0008781	GBNUZ_009447-T1	
OG0008782	GBNUZ_009448-T1	
OG0008783	GBNUZ_009464-T1	
OG0008784	GBNUZ_009465-T1	
OG0008785	GBNUZ_009466-T1	
OG0008786	GBNUZ_009475-T1	
OG0008787	GBNUZ_009477-T1	
OG0008788	GBNUZ_009504-T1	
OG0008789	GBNUZ_009506-T1	
OG0008790	GBNUZ_009524-T1	
OG0008791	GBNUZ_009532-T1	
OG0008792	GBNUZ_009536-T1	
OG0008793	GBNUZ_009550-T1	
OG0008794	GBNUZ_009571-T1	
OG0008795	GBNUZ_009586-T1	
OG0008796	GBNUZ_009594-T1	
OG0008797	GBNUZ_009603-T1	
OG0008798	GBNUZ_009608-T1	
OG0008799	GBNUZ_009613-T1	
OG0008800	GBNUZ_009623-T1	
OG0008801	GBNUZ_009625-T1	
OG0008802	GBNUZ_009632-T1	
OG0008803	GBNUZ_009634-T1	
OG0008804	GBNUZ_009636-T1	
OG0008805	GBNUZ_009643-T1	
OG0008806	GBNUZ_009644-T1	
OG0008807	GBNUZ_009663-T1	
OG0008808	GBNUZ_009670-T1	
OG0008809	GBNUZ_009682-T1	
OG0008810	GBNUZ_009720-T1	
OG0008811	GBNUZ_009725-T1	
OG0008812	GBNUZ_009738-T1	
OG0008813	GBNUZ_009758-T1	
OG0008814	GBNUZ_009761-T1	
OG0008815	GBNUZ_009775-T1	
OG0008816	GBNUZ_009776-T1	
OG0008817	GBNUZ_009794-T1	
OG0008818	GBNUZ_009801-T1	
OG0008819	GBNUZ_009828-T1	
OG0008820	GBNUZ_009838-T1	
OG0008821	GBNUZ_009873-T1	
OG0008822	GBNUZ_009875-T1	
OG0008823	GBNUZ_009883-T1	
OG0008824	GBNUZ_009884-T1	
OG0008825	GBNUZ_009887-T1	
OG0008826	GBNUZ_009928-T1	
OG0008827	GBNUZ_009938-T1	
OG0008828	GBNUZ_009953-T1	
OG0008829	GBNUZ_009979-T1	
OG0008830	GBNUZ_009997-T1	
OG0008831	GBNUZ_009998-T1	
OG0008832	GBNUZ_010008-T1	
OG0008833	GBNUZ_010017-T1	
OG0008834	GBNUZ_010020-T1	
OG0008835	GBNUZ_010045-T1	
OG0008836	GBNUZ_010087-T1	
OG0008837	GBNUZ_010113-T1	
OG0008838	GBNUZ_010116-T1	
OG0008839	GBNUZ_010125-T1	
OG0008840		GBNWA_000023-T1
OG0008841		GBNWA_000030-T1
OG0008842		GBNWA_000040-T1
OG0008843		GBNWA_000043-T1
OG0008844		GBNWA_000044-T1
OG0008845		GBNWA_000081-T1
OG0008846		GBNWA_000102-T1
OG0008847		GBNWA_000133-T1
OG0008848		GBNWA_000140-T1
OG0008849		GBNWA_000146-T1
OG0008850		GBNWA_000180-T1
OG0008851		GBNWA_000234-T1
OG0008852		GBNWA_000235-T1
OG0008853		GBNWA_000236-T1
OG0008854		GBNWA_000245-T1
OG0008855		GBNWA_000320-T1
OG0008856		GBNWA_000341-T1
OG0008857		GBNWA_000349-T1
OG0008858		GBNWA_000350-T1
OG0008859		GBNWA_000351-T1
OG0008860		GBNWA_000356-T1
OG0008861		GBNWA_000358-T1
OG0008862		GBNWA_000376-T1
OG0008863		GBNWA_000394-T1
OG0008864		GBNWA_000403-T1
OG0008865		GBNWA_000410-T1
OG0008866		GBNWA_000411-T1
OG0008867		GBNWA_000412-T1
OG0008868		GBNWA_000414-T1
OG0008869		GBNWA_000434-T1
OG0008870		GBNWA_000437-T1
OG0008871		GBNWA_000441-T1
OG0008872		GBNWA_000455-T1
OG0008873		GBNWA_000504-T1
OG0008874		GBNWA_000533-T1
OG0008875		GBNWA_000534-T1
OG0008876		GBNWA_000571-T1
OG0008877		GBNWA_000576-T1
OG0008878		GBNWA_000605-T1
OG0008879		GBNWA_000609-T1
OG0008880		GBNWA_000611-T1
OG0008881		GBNWA_000627-T1
OG0008882		GBNWA_000630-T1
OG0008883		GBNWA_000631-T1
OG0008884		GBNWA_000632-T1
OG0008885		GBNWA_000636-T1
OG0008886		GBNWA_000648-T1
OG0008887		GBNWA_000651-T1
OG0008888		GBNWA_000652-T1
OG0008889		GBNWA_000688-T1
OG0008890		GBNWA_000692-T1
OG0008891		GBNWA_000720-T1
OG0008892		GBNWA_000721-T1
OG0008893		GBNWA_000728-T1
OG0008894		GBNWA_000751-T1
OG0008895		GBNWA_000753-T1
OG0008896		GBNWA_000758-T1
OG0008897		GBNWA_000759-T1
OG0008898		GBNWA_000801-T1
OG0008899		GBNWA_000810-T1
OG0008900		GBNWA_000830-T1
OG0008901		GBNWA_000831-T1
OG0008902		GBNWA_000832-T1
OG0008903		GBNWA_000870-T1
OG0008904		GBNWA_000882-T1
OG0008905		GBNWA_000888-T1
OG0008906		GBNWA_000930-T1
OG0008907		GBNWA_000945-T1
OG0008908		GBNWA_000969-T1
OG0008909		GBNWA_000991-T1
OG0008910		GBNWA_000993-T1
OG0008911		GBNWA_001011-T1
OG0008912		GBNWA_001037-T1
OG0008913		GBNWA_001040-T1
OG0008914		GBNWA_001086-T1
OG0008915		GBNWA_001091-T1
OG0008916		GBNWA_001093-T1
OG0008917		GBNWA_001122-T1
OG0008918		GBNWA_001135-T1
OG0008919		GBNWA_001143-T1
OG0008920		GBNWA_001152-T1
OG0008921		GBNWA_001155-T1
OG0008922		GBNWA_001169-T1
OG0008923		GBNWA_001170-T1
OG0008924		GBNWA_001246-T1
OG0008925		GBNWA_001255-T1
OG0008926		GBNWA_001256-T1
OG0008927		GBNWA_001259-T1
OG0008928		GBNWA_001269-T1
OG0008929		GBNWA_001302-T1
OG0008930		GBNWA_001303-T1
OG0008931		GBNWA_001304-T1
OG0008932		GBNWA_001305-T1
OG0008933		GBNWA_001335-T1
OG0008934		GBNWA_001338-T1
OG0008935		GBNWA_001349-T1
OG0008936		GBNWA_001362-T1
OG0008937		GBNWA_001371-T1
OG0008938		GBNWA_001376-T1
OG0008939		GBNWA_001378-T1
OG0008940		GBNWA_001379-T1
OG0008941		GBNWA_001380-T1
OG0008942		GBNWA_001382-T1
OG0008943		GBNWA_001387-T1
OG0008944		GBNWA_001406-T1
OG0008945		GBNWA_001435-T1
OG0008946		GBNWA_001469-T1
OG0008947		GBNWA_001479-T1
OG0008948		GBNWA_001489-T1
OG0008949		GBNWA_001499-T1
OG0008950		GBNWA_001501-T1
OG0008951		GBNWA_001536-T1
OG0008952		GBNWA_001546-T1
OG0008953		GBNWA_001571-T1
OG0008954		GBNWA_001573-T1
OG0008955		GBNWA_001623-T1
OG0008956		GBNWA_001624-T1
OG0008957		GBNWA_001627-T1
OG0008958		GBNWA_001632-T1
OG0008959		GBNWA_001656-T1
OG0008960		GBNWA_001666-T1
OG0008961		GBNWA_001676-T1
OG0008962		GBNWA_001693-T1
OG0008963		GBNWA_001694-T1
OG0008964		GBNWA_001701-T1
OG0008965		GBNWA_001713-T1
OG0008966		GBNWA_001725-T1
OG0008967		GBNWA_001726-T1
OG0008968		GBNWA_001741-T1
OG0008969		GBNWA_001821-T1
OG0008970		GBNWA_001845-T1
OG0008971		GBNWA_001857-T1
OG0008972		GBNWA_001885-T1
OG0008973		GBNWA_001915-T1
OG0008974		GBNWA_001925-T1
OG0008975		GBNWA_001928-T1
OG0008976		GBNWA_001929-T1
OG0008977		GBNWA_001961-T1
OG0008978		GBNWA_001962-T1
OG0008979		GBNWA_001975-T1
OG0008980		GBNWA_001976-T1
OG0008981		GBNWA_001980-T1
OG0008982		GBNWA_001981-T1
OG0008983		GBNWA_001991-T1
OG0008984		GBNWA_002015-T1
OG0008985		GBNWA_002024-T1
OG0008986		GBNWA_002026-T1
OG0008987		GBNWA_002027-T1
OG0008988		GBNWA_002030-T1
OG0008989		GBNWA_002061-T1
OG0008990		GBNWA_002073-T1
OG0008991		GBNWA_002094-T1
OG0008992		GBNWA_002107-T1
OG0008993		GBNWA_002119-T1
OG0008994		GBNWA_002124-T1
OG0008995		GBNWA_002147-T1
OG0008996		GBNWA_002150-T1
OG0008997		GBNWA_002185-T1
OG0008998		GBNWA_002188-T1
OG0008999		GBNWA_002195-T1
OG0009000		GBNWA_002216-T1
OG0009001		GBNWA_002243-T1
OG0009002		GBNWA_002245-T1
OG0009003		GBNWA_002246-T1
OG0009004		GBNWA_002248-T1
OG0009005		GBNWA_002257-T1
OG0009006		GBNWA_002265-T1
OG0009007		GBNWA_002266-T1
OG0009008		GBNWA_002273-T1
OG0009009		GBNWA_002282-T1
OG0009010		GBNWA_002294-T1
OG0009011		GBNWA_002298-T1
OG0009012		GBNWA_002299-T1
OG0009013		GBNWA_002306-T1
OG0009014		GBNWA_002318-T1
OG0009015		GBNWA_002354-T1
OG0009016		GBNWA_002360-T1
OG0009017		GBNWA_002380-T1
OG0009018		GBNWA_002394-T1
OG0009019		GBNWA_002416-T1
OG0009020		GBNWA_002418-T1
OG0009021		GBNWA_002428-T1
OG0009022		GBNWA_002429-T1
OG0009023		GBNWA_002445-T1
OG0009024		GBNWA_002447-T1
OG0009025		GBNWA_002448-T1
OG0009026		GBNWA_002456-T1
OG0009027		GBNWA_002477-T1
OG0009028		GBNWA_002486-T1
OG0009029		GBNWA_002490-T1
OG0009030		GBNWA_002513-T1
OG0009031		GBNWA_002514-T1
OG0009032		GBNWA_002521-T1
OG0009033		GBNWA_002535-T1
OG0009034		GBNWA_002536-T1
OG0009035		GBNWA_002537-T1
OG0009036		GBNWA_002538-T1
OG0009037		GBNWA_002550-T1
OG0009038		GBNWA_002555-T1
OG0009039		GBNWA_002578-T1
OG0009040		GBNWA_002602-T1
OG0009041		GBNWA_002607-T1
OG0009042		GBNWA_002639-T1
OG0009043		GBNWA_002640-T1
OG0009044		GBNWA_002648-T1
OG0009045		GBNWA_002659-T1
OG0009046		GBNWA_002670-T1
OG0009047		GBNWA_002683-T1
OG0009048		GBNWA_002685-T1
OG0009049		GBNWA_002709-T1
OG0009050		GBNWA_002726-T1
OG0009051		GBNWA_002739-T1
OG0009052		GBNWA_002760-T1
OG0009053		GBNWA_002761-T1
OG0009054		GBNWA_002762-T1
OG0009055		GBNWA_002773-T1
OG0009056		GBNWA_002774-T1
OG0009057		GBNWA_002779-T1
OG0009058		GBNWA_002794-T1
OG0009059		GBNWA_002795-T1
OG0009060		GBNWA_002813-T1
OG0009061		GBNWA_002824-T1
OG0009062		GBNWA_002827-T1
OG0009063		GBNWA_002828-T1
OG0009064		GBNWA_002838-T1
OG0009065		GBNWA_002864-T1
OG0009066		GBNWA_002867-T1
OG0009067		GBNWA_002870-T1
OG0009068		GBNWA_002877-T1
OG0009069		GBNWA_002880-T1
OG0009070		GBNWA_002914-T1
OG0009071		GBNWA_002917-T1
OG0009072		GBNWA_002920-T1
OG0009073		GBNWA_002930-T1
OG0009074		GBNWA_002944-T1
OG0009075		GBNWA_002950-T1
OG0009076		GBNWA_002951-T1
OG0009077		GBNWA_002953-T1
OG0009078		GBNWA_002963-T1
OG0009079		GBNWA_002987-T1
OG0009080		GBNWA_002994-T1
OG0009081		GBNWA_002995-T1
OG0009082		GBNWA_003002-T1
OG0009083		GBNWA_003014-T1
OG0009084		GBNWA_003027-T1
OG0009085		GBNWA_003079-T1
OG0009086		GBNWA_003080-T1
OG0009087		GBNWA_003089-T1
OG0009088		GBNWA_003091-T1
OG0009089		GBNWA_003092-T1
OG0009090		GBNWA_003118-T1
OG0009091		GBNWA_003136-T1
OG0009092		GBNWA_003140-T1
OG0009093		GBNWA_003141-T1
OG0009094		GBNWA_003143-T1
OG0009095		GBNWA_003150-T1
OG0009096		GBNWA_003152-T1
OG0009097		GBNWA_003167-T1
OG0009098		GBNWA_003168-T1
OG0009099		GBNWA_003176-T1
OG0009100		GBNWA_003193-T1
OG0009101		GBNWA_003239-T1
OG0009102		GBNWA_003252-T1
OG0009103		GBNWA_003265-T1
OG0009104		GBNWA_003277-T1
OG0009105		GBNWA_003300-T1
OG0009106		GBNWA_003311-T1
OG0009107		GBNWA_003348-T1
OG0009108		GBNWA_003353-T1
OG0009109		GBNWA_003381-T1
OG0009110		GBNWA_003400-T1
OG0009111		GBNWA_003409-T1
OG0009112		GBNWA_003410-T1
OG0009113		GBNWA_003415-T1
OG0009114		GBNWA_003429-T1
OG0009115		GBNWA_003457-T1
OG0009116		GBNWA_003460-T1
OG0009117		GBNWA_003467-T1
OG0009118		GBNWA_003473-T1
OG0009119		GBNWA_003501-T1
OG0009120		GBNWA_003518-T1
OG0009121		GBNWA_003527-T1
OG0009122		GBNWA_003545-T1
OG0009123		GBNWA_003581-T1
OG0009124		GBNWA_003582-T1
OG0009125		GBNWA_003598-T1
OG0009126		GBNWA_003608-T1
OG0009127		GBNWA_003612-T1
OG0009128		GBNWA_003617-T1
OG0009129		GBNWA_003625-T1
OG0009130		GBNWA_003629-T1
OG0009131		GBNWA_003633-T1
OG0009132		GBNWA_003649-T1
OG0009133		GBNWA_003688-T1
OG0009134		GBNWA_003717-T1
OG0009135		GBNWA_003734-T1
OG0009136		GBNWA_003748-T1
OG0009137		GBNWA_003760-T1
OG0009138		GBNWA_003766-T1
OG0009139		GBNWA_003769-T1
OG0009140		GBNWA_003786-T1
OG0009141		GBNWA_003803-T1
OG0009142		GBNWA_003824-T1
OG0009143		GBNWA_003833-T1
OG0009144		GBNWA_003845-T1
OG0009145		GBNWA_003850-T1
OG0009146		GBNWA_003865-T1
OG0009147		GBNWA_003876-T1
OG0009148		GBNWA_003880-T1
OG0009149		GBNWA_003912-T1
OG0009150		GBNWA_003920-T1
OG0009151		GBNWA_003929-T1
OG0009152		GBNWA_003930-T1
OG0009153		GBNWA_003936-T1
OG0009154		GBNWA_003985-T1
OG0009155		GBNWA_004049-T1
OG0009156		GBNWA_004057-T1
OG0009157		GBNWA_004074-T1
OG0009158		GBNWA_004099-T1
OG0009159		GBNWA_004103-T1
OG0009160		GBNWA_004106-T1
OG0009161		GBNWA_004112-T1
OG0009162		GBNWA_004113-T1
OG0009163		GBNWA_004117-T1
OG0009164		GBNWA_004118-T1
OG0009165		GBNWA_004126-T1
OG0009166		GBNWA_004128-T1
OG0009167		GBNWA_004133-T1
OG0009168		GBNWA_004152-T1
OG0009169		GBNWA_004157-T1
OG0009170		GBNWA_004166-T1
OG0009171		GBNWA_004177-T1
OG0009172		GBNWA_004192-T1
OG0009173		GBNWA_004209-T1
OG0009174		GBNWA_004231-T1
OG0009175		GBNWA_004233-T1
OG0009176		GBNWA_004242-T1
OG0009177		GBNWA_004253-T1
OG0009178		GBNWA_004297-T1
OG0009179		GBNWA_004301-T1
OG0009180		GBNWA_004302-T1
OG0009181		GBNWA_004305-T1
OG0009182		GBNWA_004319-T1
OG0009183		GBNWA_004332-T1
OG0009184		GBNWA_004334-T1
OG0009185		GBNWA_004349-T1
OG0009186		GBNWA_004365-T1
OG0009187		GBNWA_004441-T1
OG0009188		GBNWA_004467-T1
OG0009189		GBNWA_004475-T1
OG0009190		GBNWA_004504-T1
OG0009191		GBNWA_004506-T1
OG0009192		GBNWA_004562-T1
OG0009193		GBNWA_004563-T1
OG0009194		GBNWA_004579-T1
OG0009195		GBNWA_004592-T1
OG0009196		GBNWA_004613-T1
OG0009197		GBNWA_004618-T1
OG0009198		GBNWA_004654-T1
OG0009199		GBNWA_004666-T1
OG0009200		GBNWA_004683-T1
OG0009201		GBNWA_004686-T1
OG0009202		GBNWA_004691-T1
OG0009203		GBNWA_004698-T1
OG0009204		GBNWA_004704-T1
OG0009205		GBNWA_004709-T1
OG0009206		GBNWA_004714-T1
OG0009207		GBNWA_004727-T1
OG0009208		GBNWA_004728-T1
OG0009209		GBNWA_004729-T1
OG0009210		GBNWA_004730-T1
OG0009211		GBNWA_004731-T1
OG0009212		GBNWA_004732-T1
OG0009213		GBNWA_004733-T1
OG0009214		GBNWA_004734-T1
OG0009215		GBNWA_004737-T1
OG0009216		GBNWA_004738-T1
OG0009217		GBNWA_004739-T1
OG0009218		GBNWA_004740-T1
OG0009219		GBNWA_004741-T1
OG0009220		GBNWA_004743-T1
OG0009221		GBNWA_004744-T1
OG0009222		GBNWA_004745-T1
OG0009223		GBNWA_004746-T1
OG0009224		GBNWA_004749-T1
OG0009225		GBNWA_004752-T1
OG0009226		GBNWA_004764-T1
OG0009227		GBNWA_004786-T1
OG0009228		GBNWA_004789-T1
OG0009229		GBNWA_004794-T1
OG0009230		GBNWA_004796-T1
OG0009231		GBNWA_004804-T1
OG0009232		GBNWA_004823-T1
OG0009233		GBNWA_004844-T1
OG0009234		GBNWA_004867-T1
OG0009235		GBNWA_004879-T1
OG0009236		GBNWA_004880-T1
OG0009237		GBNWA_004889-T1
OG0009238		GBNWA_004902-T1
OG0009239		GBNWA_004926-T1
OG0009240		GBNWA_004939-T1
OG0009241		GBNWA_004940-T1
OG0009242		GBNWA_004944-T1
OG0009243		GBNWA_004954-T1
OG0009244		GBNWA_004956-T1
OG0009245		GBNWA_004967-T1
OG0009246		GBNWA_004982-T1
OG0009247		GBNWA_004984-T1
OG0009248		GBNWA_005029-T1
OG0009249		GBNWA_005052-T1
OG0009250		GBNWA_005055-T1
OG0009251		GBNWA_005056-T1
OG0009252		GBNWA_005094-T1
OG0009253		GBNWA_005100-T1
OG0009254		GBNWA_005108-T1
OG0009255		GBNWA_005110-T1
OG0009256		GBNWA_005117-T1
OG0009257		GBNWA_005123-T1
OG0009258		GBNWA_005141-T1
OG0009259		GBNWA_005155-T1
OG0009260		GBNWA_005174-T1
OG0009261		GBNWA_005182-T1
OG0009262		GBNWA_005183-T1
OG0009263		GBNWA_005184-T1
OG0009264		GBNWA_005196-T1
OG0009265		GBNWA_005215-T1
OG0009266		GBNWA_005222-T1
OG0009267		GBNWA_005231-T1
OG0009268		GBNWA_005237-T1
OG0009269		GBNWA_005247-T1
OG0009270		GBNWA_005248-T1
OG0009271		GBNWA_005259-T1
OG0009272		GBNWA_005267-T1
OG0009273		GBNWA_005279-T1
OG0009274		GBNWA_005281-T1
OG0009275		GBNWA_005285-T1
OG0009276		GBNWA_005286-T1
OG0009277		GBNWA_005291-T1
OG0009278		GBNWA_005298-T1
OG0009279		GBNWA_005300-T1
OG0009280		GBNWA_005334-T1
OG0009281		GBNWA_005336-T1
OG0009282		GBNWA_005337-T1
OG0009283		GBNWA_005365-T1
OG0009284		GBNWA_005369-T1
OG0009285		GBNWA_005405-T1
OG0009286		GBNWA_005411-T1
OG0009287		GBNWA_005412-T1
OG0009288		GBNWA_005431-T1
OG0009289		GBNWA_005447-T1
OG0009290		GBNWA_005458-T1
OG0009291		GBNWA_005461-T1
OG0009292		GBNWA_005469-T1
OG0009293		GBNWA_005480-T1
OG0009294		GBNWA_005521-T1
OG0009295		GBNWA_005556-T1
OG0009296		GBNWA_005564-T1
OG0009297		GBNWA_005587-T1
OG0009298		GBNWA_005603-T1
OG0009299		GBNWA_005604-T1
OG0009300		GBNWA_005611-T1
OG0009301		GBNWA_005629-T1
OG0009302		GBNWA_005636-T1
OG0009303		GBNWA_005653-T1
OG0009304		GBNWA_005670-T1
OG0009305		GBNWA_005677-T1
OG0009306		GBNWA_005752-T1
OG0009307		GBNWA_005753-T1
OG0009308		GBNWA_005800-T1
OG0009309		GBNWA_005801-T1
OG0009310		GBNWA_005832-T1
OG0009311		GBNWA_005835-T1
OG0009312		GBNWA_005842-T1
OG0009313		GBNWA_005850-T1
OG0009314		GBNWA_005856-T1
OG0009315		GBNWA_005859-T1
OG0009316		GBNWA_005880-T1
OG0009317		GBNWA_005893-T1
OG0009318		GBNWA_005896-T1
OG0009319		GBNWA_005907-T1
OG0009320		GBNWA_005913-T1
OG0009321		GBNWA_005918-T1
OG0009322		GBNWA_005932-T1
OG0009323		GBNWA_005949-T1
OG0009324		GBNWA_005962-T1
OG0009325		GBNWA_005966-T1
OG0009326		GBNWA_005987-T1
OG0009327		GBNWA_005995-T1
OG0009328		GBNWA_006002-T1
OG0009329		GBNWA_006003-T1
OG0009330		GBNWA_006004-T1
OG0009331		GBNWA_006019-T1
OG0009332		GBNWA_006028-T1
OG0009333		GBNWA_006037-T1
OG0009334		GBNWA_006057-T1
OG0009335		GBNWA_006065-T1
OG0009336		GBNWA_006067-T1
OG0009337		GBNWA_006087-T1
OG0009338		GBNWA_006108-T1
OG0009339		GBNWA_006134-T1
OG0009340		GBNWA_006140-T1
OG0009341		GBNWA_006170-T1
OG0009342		GBNWA_006173-T1
OG0009343		GBNWA_006184-T1
OG0009344		GBNWA_006188-T1
OG0009345		GBNWA_006199-T1
OG0009346		GBNWA_006200-T1
OG0009347		GBNWA_006201-T1
OG0009348		GBNWA_006204-T1
OG0009349		GBNWA_006213-T1
OG0009350		GBNWA_006222-T1
OG0009351		GBNWA_006236-T1
OG0009352		GBNWA_006257-T1
OG0009353		GBNWA_006260-T1
OG0009354		GBNWA_006266-T1
OG0009355		GBNWA_006283-T1
OG0009356		GBNWA_006284-T1
OG0009357		GBNWA_006285-T1
OG0009358		GBNWA_006294-T1
OG0009359		GBNWA_006297-T1
OG0009360		GBNWA_006308-T1
OG0009361		GBNWA_006336-T1
OG0009362		GBNWA_006342-T1
OG0009363		GBNWA_006346-T1
OG0009364		GBNWA_006355-T1
OG0009365		GBNWA_006358-T1
OG0009366		GBNWA_006361-T1
OG0009367		GBNWA_006364-T1
OG0009368		GBNWA_006368-T1
OG0009369		GBNWA_006372-T1
OG0009370		GBNWA_006375-T1
OG0009371		GBNWA_006380-T1
OG0009372		GBNWA_006385-T1
OG0009373		GBNWA_006390-T1
OG0009374		GBNWA_006406-T1
OG0009375		GBNWA_006408-T1
OG0009376		GBNWA_006422-T1
OG0009377		GBNWA_006428-T1
