	Absidia_cuneospora_RSA_623_Plus.aa	Absidia_cuneospora_RSA_624-.aa
OG0000748	GBNUZ_009040-T1, GBNUZ_009315-T1	GBNWA_000708-T1, GBNWA_009252-T1
OG0000749	GBNUZ_009167-T1, GBNUZ_009847-T1	GBNWA_002174-T1, GBNWA_004410-T1
OG0000750	GBNUZ_009217-T1, GBNUZ_009904-T1	GBNWA_001343-T1, GBNWA_008941-T1
OG0000751	GBNUZ_009226-T1, GBNUZ_009728-T1	GBNWA_003740-T1, GBNWA_008950-T1
OG0000752	GBNUZ_009250-T1, GBNUZ_009352-T1	GBNWA_005931-T1, GBNWA_009441-T1
OG0000753	GBNUZ_009361-T1, GBNUZ_009972-T1	GBNWA_008887-T1, GBNWA_009449-T1
OG0000754	GBNUZ_009561-T1, GBNUZ_009672-T1	GBNWA_000210-T1, GBNWA_001874-T1
OG0000755	GBNUZ_009577-T1, GBNUZ_009578-T1	GBNWA_000225-T1, GBNWA_000226-T1
OG0000756		GBNWA_001217-T1, GBNWA_002460-T1, GBNWA_004981-T1, GBNWA_007389-T1
OG0000757		GBNWA_001849-T1, GBNWA_002541-T1, GBNWA_005492-T1, GBNWA_007776-T1
OG0000758		GBNWA_004371-T1, GBNWA_004815-T1, GBNWA_006243-T1, GBNWA_008785-T1
OG0000759	GBNUZ_000204-T1, GBNUZ_000205-T1	GBNWA_005669-T1
OG0000760	GBNUZ_000285-T1, GBNUZ_008949-T1	GBNWA_003109-T1
OG0000761	GBNUZ_000425-T1	GBNWA_009393-T1, GBNWA_009394-T1
OG0000762	GBNUZ_000426-T1, GBNUZ_006477-T1	GBNWA_008445-T1
OG0000763	GBNUZ_000439-T1, GBNUZ_000657-T1	GBNWA_004466-T1
OG0000764	GBNUZ_000440-T1, GBNUZ_003715-T1	GBNWA_001519-T1
OG0000765	GBNUZ_000629-T1	GBNWA_000968-T1, GBNWA_001153-T1
OG0000766	GBNUZ_000659-T1	GBNWA_007011-T1, GBNWA_007268-T1
OG0000767	GBNUZ_000671-T1, GBNUZ_005123-T1	GBNWA_005292-T1
OG0000768	GBNUZ_000931-T1, GBNUZ_009145-T1	GBNWA_004430-T1
OG0000769	GBNUZ_000973-T1	GBNWA_002316-T1, GBNWA_005751-T1
OG0000770	GBNUZ_001120-T1, GBNUZ_005755-T1	GBNWA_008489-T1
OG0000771	GBNUZ_001121-T1, GBNUZ_006389-T1	GBNWA_001415-T1
OG0000772	GBNUZ_001239-T1, GBNUZ_009579-T1	GBNWA_005767-T1
OG0000773	GBNUZ_001342-T1, GBNUZ_001343-T1	GBNWA_001956-T1
OG0000774	GBNUZ_001352-T1, GBNUZ_007233-T1	GBNWA_007884-T1
OG0000775	GBNUZ_001593-T1	GBNWA_001740-T1, GBNWA_006460-T1
OG0000776	GBNUZ_001914-T1	GBNWA_005381-T1, GBNWA_009033-T1
OG0000777	GBNUZ_001929-T1, GBNUZ_008706-T1	GBNWA_005162-T1
OG0000778	GBNUZ_001963-T1, GBNUZ_005673-T1	GBNWA_005714-T1
OG0000779	GBNUZ_002115-T1, GBNUZ_007157-T1	GBNWA_006945-T1
OG0000780	GBNUZ_002174-T1, GBNUZ_002195-T1	GBNWA_000752-T1
OG0000781	GBNUZ_002198-T1	GBNWA_002798-T1, GBNWA_006908-T1
OG0000782	GBNUZ_002234-T1, GBNUZ_003655-T1	GBNWA_004304-T1
OG0000783	GBNUZ_002235-T1, GBNUZ_009303-T1	GBNWA_001242-T1
OG0000784	GBNUZ_002294-T1, GBNUZ_004116-T1	GBNWA_009345-T1
OG0000785	GBNUZ_002386-T1	GBNWA_006007-T1, GBNWA_006081-T1
OG0000786	GBNUZ_002395-T1	GBNWA_004165-T1, GBNWA_007001-T1
OG0000787	GBNUZ_002425-T1	GBNWA_001739-T1, GBNWA_006545-T1
OG0000788	GBNUZ_002430-T1	GBNWA_002531-T1, GBNWA_008100-T1
OG0000789	GBNUZ_002434-T1	GBNWA_002528-T1, GBNWA_007973-T1
OG0000790	GBNUZ_002477-T1	GBNWA_001112-T1, GBNWA_001113-T1
OG0000791	GBNUZ_002482-T1	GBNWA_008375-T1, GBNWA_009902-T1
OG0000792	GBNUZ_002583-T1, GBNUZ_008850-T1	GBNWA_000625-T1
OG0000793	GBNUZ_002592-T1	GBNWA_001820-T1, GBNWA_005929-T1
OG0000794	GBNUZ_002840-T1, GBNUZ_003922-T1, GBNUZ_007214-T1	
OG0000795	GBNUZ_002951-T1, GBNUZ_007896-T1	GBNWA_007532-T1
OG0000796	GBNUZ_003007-T1	GBNWA_000375-T1, GBNWA_001253-T1
OG0000797	GBNUZ_003107-T1, GBNUZ_007152-T1	GBNWA_006951-T1
OG0000798	GBNUZ_003153-T1, GBNUZ_005361-T1	GBNWA_007908-T1
OG0000799	GBNUZ_003173-T1, GBNUZ_008054-T1	GBNWA_003875-T1
OG0000800	GBNUZ_003748-T1	GBNWA_006094-T1, GBNWA_008918-T1
OG0000801	GBNUZ_003769-T1, GBNUZ_007512-T1	GBNWA_006373-T1
OG0000802	GBNUZ_003939-T1, GBNUZ_007579-T1	GBNWA_003675-T1
OG0000803	GBNUZ_003953-T1	GBNWA_002638-T1, GBNWA_005098-T1
OG0000804	GBNUZ_004134-T1	GBNWA_004537-T1, GBNWA_008453-T1
OG0000805	GBNUZ_004142-T1	GBNWA_001377-T1, GBNWA_004530-T1
OG0000806	GBNUZ_004282-T1, GBNUZ_005368-T1	GBNWA_009583-T1
OG0000807	GBNUZ_004398-T1, GBNUZ_004399-T1	GBNWA_006566-T1
OG0000808	GBNUZ_004400-T1	GBNWA_006565-T1, GBNWA_007882-T1
OG0000809	GBNUZ_004601-T1, GBNUZ_005427-T1	GBNWA_009401-T1
OG0000810	GBNUZ_004613-T1, GBNUZ_008621-T1	GBNWA_004060-T1
OG0000811	GBNUZ_004716-T1	GBNWA_008592-T1, GBNWA_008593-T1
OG0000812	GBNUZ_004844-T1, GBNUZ_007265-T1	GBNWA_005548-T1
OG0000813	GBNUZ_004965-T1, GBNUZ_005289-T1	GBNWA_002519-T1
OG0000814	GBNUZ_004969-T1	GBNWA_000731-T1, GBNWA_001629-T1
OG0000815	GBNUZ_005010-T1, GBNUZ_009993-T1	GBNWA_004972-T1
OG0000816	GBNUZ_005227-T1	GBNWA_001827-T1, GBNWA_006722-T1
OG0000817	GBNUZ_005298-T1, GBNUZ_005341-T1	GBNWA_003464-T1
OG0000818	GBNUZ_005431-T1, GBNUZ_006656-T1	GBNWA_007234-T1
OG0000819	GBNUZ_005578-T1, GBNUZ_007573-T1	GBNWA_006901-T1
OG0000820	GBNUZ_005605-T1, GBNUZ_008843-T1	GBNWA_003925-T1
OG0000821	GBNUZ_005693-T1	GBNWA_000457-T1, GBNWA_007876-T1
OG0000822	GBNUZ_005769-T1	GBNWA_002968-T1, GBNWA_006357-T1
OG0000823	GBNUZ_005848-T1, GBNUZ_007681-T1	GBNWA_006895-T1
OG0000824	GBNUZ_005858-T1, GBNUZ_005859-T1	GBNWA_003916-T1
OG0000825	GBNUZ_006078-T1	GBNWA_006635-T1, GBNWA_006706-T1
OG0000826	GBNUZ_006080-T1, GBNUZ_006404-T1	GBNWA_006637-T1
OG0000827	GBNUZ_006086-T1	GBNWA_007358-T1, GBNWA_007359-T1
OG0000828	GBNUZ_006127-T1, GBNUZ_008516-T1	GBNWA_008444-T1
OG0000829	GBNUZ_006205-T1	GBNWA_005851-T1, GBNWA_006621-T1
OG0000830	GBNUZ_006206-T1	GBNWA_005852-T1, GBNWA_006286-T1
OG0000831	GBNUZ_006285-T1, GBNUZ_007066-T1	GBNWA_006975-T1
OG0000832	GBNUZ_006288-T1, GBNUZ_007075-T1	GBNWA_006629-T1
OG0000833	GBNUZ_006380-T1	GBNWA_000757-T1, GBNWA_007734-T1
OG0000834	GBNUZ_006394-T1, GBNUZ_008897-T1	GBNWA_005791-T1
OG0000835	GBNUZ_006428-T1, GBNUZ_009533-T1	GBNWA_002618-T1
OG0000836	GBNUZ_006482-T1, GBNUZ_009304-T1	GBNWA_006555-T1
OG0000837	GBNUZ_006488-T1	GBNWA_005205-T1, GBNWA_006695-T1
OG0000838	GBNUZ_006602-T1	GBNWA_005214-T1, GBNWA_005349-T1
OG0000839	GBNUZ_006653-T1, GBNUZ_006841-T1	GBNWA_008475-T1
OG0000840	GBNUZ_006857-T1	GBNWA_004716-T1, GBNWA_007097-T1
OG0000841	GBNUZ_006926-T1, GBNUZ_007739-T1	GBNWA_006187-T1
OG0000842	GBNUZ_006971-T1	GBNWA_009167-T1, GBNWA_009239-T1
OG0000843	GBNUZ_006988-T1	GBNWA_000997-T1, GBNWA_009186-T1
OG0000844	GBNUZ_007136-T1, GBNUZ_007903-T1	GBNWA_007299-T1
OG0000845	GBNUZ_007201-T1	GBNWA_006712-T1, GBNWA_009934-T1
OG0000846	GBNUZ_007266-T1, GBNUZ_007390-T1	GBNWA_007096-T1
OG0000847	GBNUZ_007293-T1, GBNUZ_007294-T1	GBNWA_006229-T1
OG0000848	GBNUZ_007379-T1, GBNUZ_008790-T1	GBNWA_003288-T1
OG0000849	GBNUZ_007383-T1, GBNUZ_009733-T1	GBNWA_003735-T1
OG0000850	GBNUZ_007393-T1	GBNWA_006274-T1, GBNWA_006376-T1
OG0000851	GBNUZ_007489-T1	GBNWA_003431-T1, GBNWA_003620-T1
OG0000852	GBNUZ_007534-T1	GBNWA_000005-T1, GBNWA_004608-T1
OG0000853	GBNUZ_007801-T1	GBNWA_006088-T1, GBNWA_006089-T1
OG0000854	GBNUZ_008248-T1	GBNWA_005053-T1, GBNWA_008713-T1
OG0000855	GBNUZ_008454-T1	GBNWA_002654-T1, GBNWA_003743-T1
OG0000856	GBNUZ_008654-T1	GBNWA_001549-T1, GBNWA_007680-T1
OG0000857	GBNUZ_008805-T1	GBNWA_005070-T1, GBNWA_009978-T1
OG0000858	GBNUZ_008870-T1	GBNWA_004742-T1, GBNWA_009190-T1
OG0000859	GBNUZ_009088-T1	GBNWA_000034-T1, GBNWA_006451-T1
OG0000860	GBNUZ_009490-T1, GBNUZ_009491-T1	GBNWA_010095-T1
OG0000861	GBNUZ_009585-T1, GBNUZ_009587-T1	GBNWA_000232-T1
OG0000862	GBNUZ_009791-T1, GBNUZ_009991-T1	GBNWA_001134-T1
OG0000863	GBNUZ_000005-T1	GBNWA_002162-T1
OG0000864	GBNUZ_000006-T1	GBNWA_002161-T1
OG0000865	GBNUZ_000007-T1	GBNWA_002160-T1
OG0000866	GBNUZ_000008-T1	GBNWA_002159-T1
OG0000867	GBNUZ_000009-T1	GBNWA_002158-T1
OG0000868	GBNUZ_000010-T1	GBNWA_002157-T1
OG0000869	GBNUZ_000011-T1	GBNWA_002156-T1
OG0000870	GBNUZ_000015-T1	GBNWA_002154-T1
OG0000871	GBNUZ_000017-T1	GBNWA_002152-T1
OG0000872	GBNUZ_000018-T1	GBNWA_002151-T1
OG0000873	GBNUZ_000019-T1	GBNWA_002149-T1
OG0000874	GBNUZ_000020-T1	GBNWA_002148-T1
OG0000875	GBNUZ_000021-T1	GBNWA_002146-T1
OG0000876	GBNUZ_000023-T1	GBNWA_002145-T1
OG0000877	GBNUZ_000026-T1	GBNWA_002143-T1
OG0000878	GBNUZ_000028-T1	GBNWA_002140-T1
OG0000879	GBNUZ_000030-T1	GBNWA_002138-T1
OG0000880	GBNUZ_000031-T1	GBNWA_002137-T1
OG0000881	GBNUZ_000032-T1	GBNWA_002136-T1
OG0000882	GBNUZ_000034-T1	GBNWA_002134-T1
OG0000883	GBNUZ_000035-T1	GBNWA_002133-T1
OG0000884	GBNUZ_000039-T1	GBNWA_002130-T1
OG0000885	GBNUZ_000040-T1	GBNWA_002129-T1
OG0000886	GBNUZ_000041-T1	GBNWA_002128-T1
OG0000887	GBNUZ_000042-T1	GBNWA_002127-T1
OG0000888	GBNUZ_000043-T1	GBNWA_002126-T1
OG0000889	GBNUZ_000044-T1	GBNWA_002123-T1
OG0000890	GBNUZ_000046-T1	GBNWA_002121-T1
OG0000891	GBNUZ_000047-T1	GBNWA_002120-T1
OG0000892	GBNUZ_000049-T1	GBNWA_002117-T1
OG0000893	GBNUZ_000051-T1	GBNWA_002115-T1
OG0000894	GBNUZ_000052-T1	GBNWA_002114-T1
OG0000895	GBNUZ_000053-T1	GBNWA_002113-T1
OG0000896	GBNUZ_000054-T1	GBNWA_002112-T1
OG0000897	GBNUZ_000055-T1	GBNWA_002111-T1
OG0000898	GBNUZ_000056-T1	GBNWA_002110-T1
OG0000899	GBNUZ_000057-T1	GBNWA_002109-T1
OG0000900	GBNUZ_000059-T1	GBNWA_002106-T1
OG0000901	GBNUZ_000060-T1	GBNWA_002105-T1
OG0000902	GBNUZ_000061-T1	GBNWA_009645-T1
OG0000903	GBNUZ_000062-T1	GBNWA_009646-T1
OG0000904	GBNUZ_000063-T1	GBNWA_009647-T1
OG0000905	GBNUZ_000064-T1	GBNWA_009648-T1
OG0000906	GBNUZ_000065-T1	GBNWA_009649-T1
OG0000907	GBNUZ_000066-T1	GBNWA_009650-T1
OG0000908	GBNUZ_000068-T1	GBNWA_009651-T1
OG0000909	GBNUZ_000070-T1	GBNWA_009653-T1
OG0000910	GBNUZ_000071-T1	GBNWA_009654-T1
OG0000911	GBNUZ_000072-T1	GBNWA_009655-T1
OG0000912	GBNUZ_000073-T1	GBNWA_009656-T1
OG0000913	GBNUZ_000074-T1	GBNWA_009657-T1
OG0000914	GBNUZ_000075-T1	GBNWA_009658-T1
OG0000915	GBNUZ_000076-T1	GBNWA_009659-T1
OG0000916	GBNUZ_000078-T1	GBNWA_009660-T1
OG0000917	GBNUZ_000079-T1	GBNWA_009661-T1
OG0000918	GBNUZ_000080-T1	GBNWA_009662-T1
OG0000919	GBNUZ_000081-T1	GBNWA_009663-T1
OG0000920	GBNUZ_000082-T1	GBNWA_009664-T1
OG0000921	GBNUZ_000083-T1	GBNWA_009665-T1
OG0000922	GBNUZ_000084-T1	GBNWA_009666-T1
OG0000923	GBNUZ_000085-T1	GBNWA_009667-T1
OG0000924	GBNUZ_000086-T1	GBNWA_009668-T1
OG0000925	GBNUZ_000087-T1	GBNWA_009669-T1
OG0000926	GBNUZ_000088-T1	GBNWA_009670-T1
OG0000927	GBNUZ_000089-T1	GBNWA_009671-T1
OG0000928	GBNUZ_000092-T1	GBNWA_009673-T1
OG0000929	GBNUZ_000094-T1	GBNWA_009675-T1
OG0000930	GBNUZ_000095-T1	GBNWA_009676-T1
OG0000931	GBNUZ_000098-T1	GBNWA_009679-T1
OG0000932	GBNUZ_000099-T1	GBNWA_009680-T1
OG0000933	GBNUZ_000100-T1	GBNWA_009681-T1
OG0000934	GBNUZ_000101-T1	GBNWA_009682-T1
OG0000935	GBNUZ_000102-T1	GBNWA_009683-T1
OG0000936	GBNUZ_000105-T1	GBNWA_004910-T1
OG0000937	GBNUZ_000106-T1	GBNWA_004909-T1
OG0000938	GBNUZ_000108-T1	GBNWA_004907-T1
OG0000939	GBNUZ_000109-T1	GBNWA_004906-T1
OG0000940	GBNUZ_000110-T1	GBNWA_004905-T1
OG0000941	GBNUZ_000111-T1	GBNWA_004904-T1
OG0000942	GBNUZ_000112-T1	GBNWA_004903-T1
OG0000943	GBNUZ_000113-T1	GBNWA_000796-T1
OG0000944	GBNUZ_000114-T1	GBNWA_000797-T1
OG0000945	GBNUZ_000115-T1	GBNWA_000798-T1
OG0000946	GBNUZ_000116-T1	GBNWA_000799-T1
OG0000947	GBNUZ_000117-T1	GBNWA_000800-T1
OG0000948	GBNUZ_000118-T1	GBNWA_000802-T1
OG0000949	GBNUZ_000119-T1	GBNWA_000803-T1
OG0000950	GBNUZ_000120-T1	GBNWA_000804-T1
OG0000951	GBNUZ_000121-T1	GBNWA_000805-T1
OG0000952	GBNUZ_000122-T1	GBNWA_000806-T1
OG0000953	GBNUZ_000123-T1	GBNWA_000807-T1
OG0000954	GBNUZ_000124-T1	GBNWA_000808-T1
OG0000955	GBNUZ_000125-T1	GBNWA_000809-T1
OG0000956	GBNUZ_000126-T1	GBNWA_000811-T1
OG0000957	GBNUZ_000127-T1	GBNWA_000812-T1
OG0000958	GBNUZ_000128-T1	GBNWA_000813-T1
OG0000959	GBNUZ_000129-T1	GBNWA_000814-T1
OG0000960	GBNUZ_000130-T1	GBNWA_000815-T1
OG0000961	GBNUZ_000131-T1	GBNWA_000816-T1
OG0000962	GBNUZ_000132-T1	GBNWA_000817-T1
OG0000963	GBNUZ_000133-T1	GBNWA_000818-T1
OG0000964	GBNUZ_000135-T1	GBNWA_000820-T1
OG0000965	GBNUZ_000136-T1	GBNWA_000821-T1
OG0000966	GBNUZ_000137-T1	GBNWA_000822-T1
OG0000967	GBNUZ_000138-T1	GBNWA_000823-T1
OG0000968	GBNUZ_000139-T1	GBNWA_000824-T1
OG0000969	GBNUZ_000140-T1	GBNWA_000825-T1
OG0000970	GBNUZ_000141-T1	GBNWA_000826-T1
OG0000971	GBNUZ_000142-T1	GBNWA_000827-T1
OG0000972	GBNUZ_000143-T1	GBNWA_000828-T1
OG0000973	GBNUZ_000144-T1	GBNWA_000829-T1
OG0000974	GBNUZ_000145-T1	GBNWA_000833-T1
OG0000975	GBNUZ_000147-T1	GBNWA_000835-T1
OG0000976	GBNUZ_000148-T1	GBNWA_000836-T1
OG0000977	GBNUZ_000149-T1	GBNWA_001678-T1
OG0000978	GBNUZ_000150-T1	GBNWA_001679-T1
OG0000979	GBNUZ_000151-T1	GBNWA_001680-T1
OG0000980	GBNUZ_000152-T1	GBNWA_001681-T1
OG0000981	GBNUZ_000153-T1	GBNWA_001682-T1
OG0000982	GBNUZ_000155-T1	GBNWA_001684-T1
OG0000983	GBNUZ_000156-T1	GBNWA_001685-T1
OG0000984	GBNUZ_000157-T1	GBNWA_001686-T1
OG0000985	GBNUZ_000159-T1	GBNWA_001688-T1
OG0000986	GBNUZ_000160-T1	GBNWA_001689-T1
OG0000987	GBNUZ_000162-T1	GBNWA_001691-T1
OG0000988	GBNUZ_000166-T1	GBNWA_005704-T1
OG0000989	GBNUZ_000168-T1	GBNWA_005702-T1
OG0000990	GBNUZ_000169-T1	GBNWA_005701-T1
OG0000991	GBNUZ_000170-T1	GBNWA_005700-T1
OG0000992	GBNUZ_000171-T1	GBNWA_005699-T1
OG0000993	GBNUZ_000172-T1	GBNWA_005698-T1
OG0000994	GBNUZ_000173-T1	GBNWA_005697-T1
OG0000995	GBNUZ_000174-T1	GBNWA_005696-T1
OG0000996	GBNUZ_000175-T1	GBNWA_005695-T1
OG0000997	GBNUZ_000177-T1	GBNWA_005694-T1
OG0000998	GBNUZ_000179-T1	GBNWA_005692-T1
OG0000999	GBNUZ_000182-T1	GBNWA_005691-T1
OG0001000	GBNUZ_000183-T1	GBNWA_005690-T1
OG0001001	GBNUZ_000184-T1	GBNWA_005689-T1
OG0001002	GBNUZ_000185-T1	GBNWA_005688-T1
OG0001003	GBNUZ_000188-T1	GBNWA_005686-T1
OG0001004	GBNUZ_000189-T1	GBNWA_005685-T1
OG0001005	GBNUZ_000190-T1	GBNWA_005684-T1
OG0001006	GBNUZ_000192-T1	GBNWA_005682-T1
OG0001007	GBNUZ_000193-T1	GBNWA_005681-T1
OG0001008	GBNUZ_000195-T1	GBNWA_005680-T1
OG0001009	GBNUZ_000196-T1	GBNWA_005679-T1
OG0001010	GBNUZ_000197-T1	GBNWA_005678-T1
OG0001011	GBNUZ_000198-T1	GBNWA_005676-T1
OG0001012	GBNUZ_000199-T1	GBNWA_005675-T1
OG0001013	GBNUZ_000200-T1	GBNWA_005674-T1
OG0001014	GBNUZ_000201-T1	GBNWA_005673-T1
OG0001015	GBNUZ_000202-T1	GBNWA_005672-T1
OG0001016	GBNUZ_000203-T1	GBNWA_005671-T1
OG0001017	GBNUZ_000207-T1	GBNWA_005667-T1
OG0001018	GBNUZ_000208-T1	GBNWA_005666-T1
OG0001019	GBNUZ_000209-T1	GBNWA_005665-T1
OG0001020	GBNUZ_000210-T1	GBNWA_005664-T1
OG0001021	GBNUZ_000211-T1	GBNWA_005663-T1
OG0001022	GBNUZ_000212-T1	GBNWA_005662-T1
OG0001023	GBNUZ_000213-T1	GBNWA_005661-T1
OG0001024	GBNUZ_000215-T1	GBNWA_005660-T1
OG0001025	GBNUZ_000218-T1	GBNWA_005657-T1
OG0001026	GBNUZ_000219-T1	GBNWA_005656-T1
OG0001027	GBNUZ_000220-T1	GBNWA_005655-T1
OG0001028	GBNUZ_000222-T1	GBNWA_005654-T1
OG0001029	GBNUZ_000223-T1	GBNWA_005652-T1
OG0001030	GBNUZ_000224-T1	GBNWA_005651-T1
OG0001031	GBNUZ_000225-T1	GBNWA_005650-T1
OG0001032	GBNUZ_000226-T1	GBNWA_005649-T1
OG0001033	GBNUZ_000228-T1	GBNWA_005647-T1
OG0001034	GBNUZ_000229-T1	GBNWA_005646-T1
OG0001035	GBNUZ_000230-T1	GBNWA_005645-T1
OG0001036	GBNUZ_000232-T1	GBNWA_005643-T1
OG0001037	GBNUZ_000233-T1	GBNWA_005642-T1
OG0001038	GBNUZ_000234-T1	GBNWA_005641-T1
OG0001039	GBNUZ_000235-T1	GBNWA_005640-T1
OG0001040	GBNUZ_000236-T1	GBNWA_005639-T1
OG0001041	GBNUZ_000239-T1	GBNWA_005637-T1
OG0001042	GBNUZ_000241-T1	GBNWA_005635-T1
OG0001043	GBNUZ_000242-T1	GBNWA_005634-T1
OG0001044	GBNUZ_000243-T1	GBNWA_005633-T1
OG0001045	GBNUZ_000244-T1	GBNWA_005632-T1
OG0001046	GBNUZ_000247-T1	GBNWA_005630-T1
OG0001047	GBNUZ_000248-T1	GBNWA_005628-T1
OG0001048	GBNUZ_000249-T1	GBNWA_005627-T1
OG0001049	GBNUZ_000250-T1	GBNWA_005626-T1
OG0001050	GBNUZ_000251-T1	GBNWA_005625-T1
OG0001051	GBNUZ_000252-T1	GBNWA_005624-T1
OG0001052	GBNUZ_000253-T1	GBNWA_005623-T1
OG0001053	GBNUZ_000254-T1	GBNWA_005622-T1
OG0001054	GBNUZ_000255-T1	GBNWA_005621-T1
OG0001055	GBNUZ_000256-T1	GBNWA_005620-T1
OG0001056	GBNUZ_000258-T1	GBNWA_005618-T1
OG0001057	GBNUZ_000259-T1	GBNWA_005617-T1
OG0001058	GBNUZ_000260-T1	GBNWA_005616-T1
OG0001059	GBNUZ_000261-T1	GBNWA_005615-T1
OG0001060	GBNUZ_000263-T1	GBNWA_005613-T1
OG0001061	GBNUZ_000265-T1	GBNWA_003090-T1
OG0001062	GBNUZ_000267-T1	GBNWA_003093-T1
OG0001063	GBNUZ_000268-T1	GBNWA_003094-T1
OG0001064	GBNUZ_000269-T1	GBNWA_003095-T1
OG0001065	GBNUZ_000271-T1	GBNWA_003097-T1
OG0001066	GBNUZ_000272-T1	GBNWA_003098-T1
OG0001067	GBNUZ_000274-T1	GBNWA_003100-T1
OG0001068	GBNUZ_000275-T1	GBNWA_003101-T1
OG0001069	GBNUZ_000276-T1	GBNWA_003102-T1
OG0001070	GBNUZ_000278-T1	GBNWA_003104-T1
OG0001071	GBNUZ_000279-T1	GBNWA_003105-T1
OG0001072	GBNUZ_000280-T1	GBNWA_003106-T1
OG0001073	GBNUZ_000281-T1	GBNWA_003107-T1
OG0001074	GBNUZ_000286-T1	GBNWA_004549-T1
OG0001075	GBNUZ_000287-T1	GBNWA_004550-T1
OG0001076	GBNUZ_000288-T1	GBNWA_004551-T1
OG0001077	GBNUZ_000289-T1	GBNWA_004552-T1
OG0001078	GBNUZ_000290-T1	GBNWA_004553-T1
OG0001079	GBNUZ_000293-T1	GBNWA_004555-T1
OG0001080	GBNUZ_000294-T1	GBNWA_004556-T1
OG0001081	GBNUZ_000296-T1	GBNWA_004558-T1
OG0001082	GBNUZ_000297-T1	GBNWA_004559-T1
OG0001083	GBNUZ_000299-T1	GBNWA_004561-T1
OG0001084	GBNUZ_000301-T1	GBNWA_004564-T1
OG0001085	GBNUZ_000302-T1	GBNWA_004565-T1
OG0001086	GBNUZ_000303-T1	GBNWA_004566-T1
OG0001087	GBNUZ_000305-T1	GBNWA_002587-T1
OG0001088	GBNUZ_000307-T1	GBNWA_002589-T1
OG0001089	GBNUZ_000308-T1	GBNWA_002590-T1
OG0001090	GBNUZ_000309-T1	GBNWA_002591-T1
OG0001091	GBNUZ_000310-T1	GBNWA_002592-T1
OG0001092	GBNUZ_000311-T1	GBNWA_002593-T1
OG0001093	GBNUZ_000312-T1	GBNWA_002594-T1
OG0001094	GBNUZ_000313-T1	GBNWA_002595-T1
OG0001095	GBNUZ_000314-T1	GBNWA_002596-T1
OG0001096	GBNUZ_000315-T1	GBNWA_002597-T1
OG0001097	GBNUZ_000317-T1	GBNWA_002599-T1
OG0001098	GBNUZ_000319-T1	GBNWA_002603-T1
OG0001099	GBNUZ_000320-T1	GBNWA_002604-T1
OG0001100	GBNUZ_000324-T1	GBNWA_006093-T1
OG0001101	GBNUZ_000325-T1	GBNWA_006092-T1
OG0001102	GBNUZ_000326-T1	GBNWA_006091-T1
OG0001103	GBNUZ_000327-T1	GBNWA_006090-T1
OG0001104	GBNUZ_000329-T1	GBNWA_008752-T1
OG0001105	GBNUZ_000330-T1	GBNWA_008751-T1
OG0001106	GBNUZ_000333-T1	GBNWA_000871-T1
OG0001107	GBNUZ_000334-T1	GBNWA_000872-T1
OG0001108	GBNUZ_000335-T1	GBNWA_000873-T1
OG0001109	GBNUZ_000336-T1	GBNWA_000874-T1
OG0001110	GBNUZ_000337-T1	GBNWA_000875-T1
OG0001111	GBNUZ_000338-T1	GBNWA_000876-T1
OG0001112	GBNUZ_000339-T1	GBNWA_000877-T1
OG0001113	GBNUZ_000340-T1	GBNWA_000878-T1
OG0001114	GBNUZ_000341-T1	GBNWA_000879-T1
OG0001115	GBNUZ_000342-T1	GBNWA_000880-T1
OG0001116	GBNUZ_000343-T1	GBNWA_000881-T1
OG0001117	GBNUZ_000344-T1	GBNWA_000883-T1
OG0001118	GBNUZ_000346-T1	GBNWA_000884-T1
OG0001119	GBNUZ_000348-T1	GBNWA_000886-T1
OG0001120	GBNUZ_000350-T1	GBNWA_000889-T1
OG0001121	GBNUZ_000352-T1	GBNWA_000891-T1
OG0001122	GBNUZ_000353-T1	GBNWA_000892-T1
OG0001123	GBNUZ_000354-T1	GBNWA_000893-T1
OG0001124	GBNUZ_000356-T1	GBNWA_000895-T1
OG0001125	GBNUZ_000357-T1	GBNWA_000896-T1
OG0001126	GBNUZ_000358-T1	GBNWA_000897-T1
OG0001127	GBNUZ_000359-T1	GBNWA_002215-T1
OG0001128	GBNUZ_000360-T1	GBNWA_009212-T1
OG0001129	GBNUZ_000361-T1	GBNWA_009213-T1
OG0001130	GBNUZ_000362-T1	GBNWA_009214-T1
OG0001131	GBNUZ_000363-T1	GBNWA_009215-T1
OG0001132	GBNUZ_000364-T1	GBNWA_009216-T1
OG0001133	GBNUZ_000366-T1	GBNWA_009218-T1
OG0001134	GBNUZ_000367-T1	GBNWA_009219-T1
OG0001135	GBNUZ_000368-T1	GBNWA_009220-T1
OG0001136	GBNUZ_000369-T1	GBNWA_009222-T1
OG0001137	GBNUZ_000370-T1	GBNWA_009223-T1
OG0001138	GBNUZ_000371-T1	GBNWA_009224-T1
OG0001139	GBNUZ_000372-T1	GBNWA_009225-T1
OG0001140	GBNUZ_000373-T1	GBNWA_009226-T1
OG0001141	GBNUZ_000374-T1	GBNWA_009227-T1
OG0001142	GBNUZ_000375-T1	GBNWA_009228-T1
OG0001143	GBNUZ_000376-T1	GBNWA_009229-T1
OG0001144	GBNUZ_000377-T1	GBNWA_009230-T1
OG0001145	GBNUZ_000378-T1	GBNWA_009231-T1
OG0001146	GBNUZ_000380-T1	GBNWA_009233-T1
