	Fennellomyces_mexicanussp.nov._RSA_1415_Plus.aa	Fennellomyces_mexicanussp.nov._RSA_1418-.aa
OG0001044	GBNTS_005344-T1	GBNTT_001022-T1, GBNTT_004070-T1
OG0001045	GBNTS_005399-T1	GBNTT_004630-T1, GBNTT_011508-T1
OG0001046	GBNTS_005439-T1	GBNTT_002981-T1, GBNTT_003479-T1
OG0001047	GBNTS_005624-T1	GBNTT_002966-T1, GBNTT_002967-T1
OG0001048	GBNTS_005678-T1, GBNTS_011041-T1	GBNTT_010298-T1
OG0001049	GBNTS_005737-T1	GBNTT_001263-T1, GBNTT_001271-T1
OG0001050	GBNTS_005745-T1, GBNTS_010524-T1	GBNTT_005396-T1
OG0001051	GBNTS_005758-T1, GBNTS_012269-T1	GBNTT_005383-T1
OG0001052	GBNTS_005785-T1	GBNTT_002436-T1, GBNTT_010252-T1
OG0001053	GBNTS_005850-T1, GBNTS_010056-T1	GBNTT_006404-T1
OG0001054	GBNTS_005906-T1, GBNTS_012249-T1	GBNTT_010961-T1
OG0001055	GBNTS_005955-T1, GBNTS_008215-T1	GBNTT_003182-T1
OG0001056	GBNTS_006046-T1	GBNTT_000586-T1, GBNTT_005073-T1
OG0001057	GBNTS_006052-T1	GBNTT_009217-T1, GBNTT_009827-T1
OG0001058	GBNTS_006148-T1, GBNTS_007265-T1	GBNTT_002421-T1
OG0001059	GBNTS_006187-T1	GBNTT_000325-T1, GBNTT_002508-T1
OG0001060	GBNTS_006196-T1	GBNTT_000334-T1, GBNTT_008056-T1
OG0001061	GBNTS_006245-T1, GBNTS_008751-T1	GBNTT_003312-T1
OG0001062	GBNTS_006444-T1, GBNTS_011384-T1	GBNTT_010745-T1
OG0001063	GBNTS_006469-T1, GBNTS_007427-T1	GBNTT_007418-T1
OG0001064	GBNTS_006510-T1	GBNTT_011545-T1, GBNTT_012184-T1
OG0001065	GBNTS_006538-T1, GBNTS_008213-T1	GBNTT_003882-T1
OG0001066	GBNTS_006706-T1	GBNTT_002643-T1, GBNTT_004850-T1
OG0001067	GBNTS_006741-T1, GBNTS_007266-T1	GBNTT_000500-T1
OG0001068	GBNTS_006823-T1	GBNTT_000734-T1, GBNTT_006589-T1
OG0001069	GBNTS_006906-T1	GBNTT_000733-T1, GBNTT_010532-T1
OG0001070	GBNTS_006938-T1	GBNTT_006925-T1, GBNTT_009132-T1
OG0001071	GBNTS_006989-T1, GBNTS_011480-T1	GBNTT_011751-T1
OG0001072	GBNTS_007015-T1, GBNTS_007016-T1	GBNTT_012222-T1
OG0001073	GBNTS_007063-T1	GBNTT_001932-T1, GBNTT_005097-T1
OG0001074	GBNTS_007084-T1	GBNTT_000798-T1, GBNTT_001117-T1
OG0001075	GBNTS_007189-T1, GBNTS_007190-T1	GBNTT_002340-T1
OG0001076	GBNTS_007268-T1, GBNTS_008135-T1	GBNTT_005572-T1
OG0001077	GBNTS_007275-T1, GBNTS_011362-T1	GBNTT_012684-T1
OG0001078	GBNTS_007322-T1	GBNTT_009090-T1, GBNTT_010727-T1
OG0001079	GBNTS_007354-T1, GBNTS_011475-T1	GBNTT_000770-T1
OG0001080	GBNTS_007463-T1, GBNTS_007467-T1	GBNTT_003714-T1
OG0001081	GBNTS_007638-T1	GBNTT_005516-T1, GBNTT_006440-T1
OG0001082	GBNTS_007667-T1, GBNTS_011795-T1	GBNTT_006911-T1
OG0001083	GBNTS_007805-T1, GBNTS_007806-T1	GBNTT_010549-T1
OG0001084	GBNTS_007991-T1, GBNTS_007992-T1	GBNTT_007190-T1
OG0001085	GBNTS_008366-T1, GBNTS_010919-T1	GBNTT_002685-T1
OG0001086	GBNTS_008367-T1	GBNTT_003153-T1, GBNTT_010701-T1
OG0001087	GBNTS_008376-T1	GBNTT_009687-T1, GBNTT_009688-T1
OG0001088	GBNTS_008546-T1	GBNTT_006109-T1, GBNTT_006818-T1
OG0001089	GBNTS_008572-T1	GBNTT_001306-T1, GBNTT_005694-T1
OG0001090	GBNTS_008653-T1, GBNTS_012582-T1	GBNTT_003226-T1
OG0001091	GBNTS_008788-T1	GBNTT_002445-T1, GBNTT_011187-T1
OG0001092	GBNTS_008887-T1, GBNTS_008888-T1	GBNTT_008979-T1
OG0001093	GBNTS_008946-T1, GBNTS_009631-T1	GBNTT_008852-T1
OG0001094	GBNTS_008975-T1	GBNTT_010455-T1, GBNTT_010457-T1
OG0001095	GBNTS_009136-T1	GBNTT_008816-T1, GBNTT_010555-T1
OG0001096	GBNTS_009178-T1, GBNTS_011815-T1	GBNTT_011746-T1
OG0001097	GBNTS_009210-T1	GBNTT_008924-T1, GBNTT_010043-T1
OG0001098	GBNTS_009296-T1	GBNTT_004963-T1, GBNTT_007716-T1
OG0001099	GBNTS_009371-T1	GBNTT_000059-T1, GBNTT_002897-T1
OG0001100	GBNTS_009469-T1, GBNTS_009819-T1	GBNTT_009691-T1
OG0001101	GBNTS_009621-T1	GBNTT_004640-T1, GBNTT_006744-T1
OG0001102	GBNTS_009692-T1	GBNTT_009597-T1, GBNTT_009598-T1
OG0001103	GBNTS_009730-T1, GBNTS_011016-T1	GBNTT_002168-T1
OG0001104	GBNTS_009732-T1	GBNTT_000731-T1, GBNTT_003589-T1
OG0001105	GBNTS_009765-T1	GBNTT_004449-T1, GBNTT_010932-T1
OG0001106	GBNTS_009771-T1	GBNTT_010938-T1, GBNTT_010941-T1
OG0001107	GBNTS_009794-T1, GBNTS_012186-T1	GBNTT_003286-T1
OG0001108	GBNTS_009870-T1, GBNTS_010940-T1	GBNTT_011264-T1
OG0001109	GBNTS_009928-T1	GBNTT_008636-T1, GBNTT_009990-T1
OG0001110	GBNTS_010086-T1	GBNTT_007907-T1, GBNTT_009698-T1
OG0001111	GBNTS_010193-T1	GBNTT_000874-T1, GBNTT_012605-T1
OG0001112	GBNTS_010202-T1	GBNTT_007939-T1, GBNTT_007947-T1
OG0001113	GBNTS_010203-T1, GBNTS_010204-T1	GBNTT_007946-T1
OG0001114	GBNTS_010354-T1	GBNTT_000280-T1, GBNTT_010505-T1
OG0001115	GBNTS_010490-T1, GBNTS_011931-T1	GBNTT_011407-T1
OG0001116	GBNTS_010680-T1	GBNTT_006800-T1, GBNTT_011504-T1
OG0001117	GBNTS_010770-T1, GBNTS_012307-T1	GBNTT_010962-T1
OG0001118	GBNTS_010837-T1, GBNTS_011918-T1	GBNTT_009970-T1
OG0001119	GBNTS_010838-T1, GBNTS_012155-T1	GBNTT_000435-T1
OG0001120	GBNTS_010841-T1	GBNTT_010525-T1, GBNTT_012386-T1
OG0001121	GBNTS_010843-T1	GBNTT_004576-T1, GBNTT_004577-T1
OG0001122	GBNTS_010985-T1, GBNTS_011310-T1	GBNTT_009679-T1
OG0001123	GBNTS_011048-T1, GBNTS_011983-T1	GBNTT_012473-T1
OG0001124	GBNTS_011093-T1	GBNTT_001936-T1, GBNTT_007510-T1
OG0001125	GBNTS_011164-T1, GBNTS_011701-T1	GBNTT_010959-T1
OG0001126	GBNTS_011183-T1, GBNTS_011306-T1	GBNTT_010037-T1
OG0001127	GBNTS_011324-T1	GBNTT_009665-T1, GBNTT_012479-T1
OG0001128	GBNTS_011359-T1, GBNTS_012203-T1	GBNTT_004661-T1
OG0001129	GBNTS_011364-T1	GBNTT_010512-T1, GBNTT_012515-T1
OG0001130	GBNTS_011514-T1, GBNTS_011755-T1	GBNTT_012254-T1
OG0001131	GBNTS_011579-T1	GBNTT_000394-T1, GBNTT_012690-T1
OG0001132	GBNTS_011581-T1	GBNTT_001990-T1, GBNTT_003428-T1
OG0001133	GBNTS_011801-T1	GBNTT_006679-T1, GBNTT_008152-T1
OG0001134	GBNTS_011966-T1	GBNTT_001930-T1, GBNTT_012336-T1
OG0001135	GBNTS_012161-T1, GBNTS_012314-T1	GBNTT_010830-T1
OG0001136	GBNTS_012214-T1	GBNTT_000236-T1, GBNTT_011950-T1
OG0001137	GBNTS_012251-T1	GBNTT_010964-T1, GBNTT_011614-T1
OG0001138	GBNTS_012451-T1	GBNTT_000215-T1, GBNTT_000414-T1
OG0001139	GBNTS_012510-T1, GBNTS_012797-T1	GBNTT_002321-T1
OG0001140	GBNTS_012565-T1	GBNTT_000587-T1, GBNTT_005072-T1
OG0001141	GBNTS_012648-T1	GBNTT_003270-T1, GBNTT_010660-T1
OG0001142	GBNTS_012742-T1	GBNTT_000767-T1, GBNTT_010758-T1
OG0001143	GBNTS_012788-T1	GBNTT_004053-T1, GBNTT_011380-T1
OG0001144	GBNTS_000002-T1	GBNTT_004533-T1
OG0001145	GBNTS_000003-T1	GBNTT_004532-T1
OG0001146	GBNTS_000004-T1	GBNTT_004531-T1
OG0001147	GBNTS_000005-T1	GBNTT_004530-T1
OG0001148	GBNTS_000007-T1	GBNTT_004528-T1
OG0001149	GBNTS_000008-T1	GBNTT_004527-T1
OG0001150	GBNTS_000009-T1	GBNTT_004526-T1
OG0001151	GBNTS_000010-T1	GBNTT_004525-T1
OG0001152	GBNTS_000011-T1	GBNTT_004524-T1
OG0001153	GBNTS_000012-T1	GBNTT_004523-T1
OG0001154	GBNTS_000014-T1	GBNTT_004521-T1
OG0001155	GBNTS_000015-T1	GBNTT_004520-T1
OG0001156	GBNTS_000016-T1	GBNTT_004519-T1
OG0001157	GBNTS_000018-T1	GBNTT_004518-T1
OG0001158	GBNTS_000020-T1	GBNTT_004516-T1
OG0001159	GBNTS_000023-T1	GBNTT_004514-T1
OG0001160	GBNTS_000024-T1	GBNTT_004513-T1
OG0001161	GBNTS_000025-T1	GBNTT_004512-T1
OG0001162	GBNTS_000026-T1	GBNTT_004511-T1
OG0001163	GBNTS_000027-T1	GBNTT_004510-T1
OG0001164	GBNTS_000030-T1	GBNTT_004508-T1
OG0001165	GBNTS_000034-T1	GBNTT_004502-T1
OG0001166	GBNTS_000036-T1	GBNTT_005582-T1
OG0001167	GBNTS_000037-T1	GBNTT_005583-T1
OG0001168	GBNTS_000038-T1	GBNTT_005584-T1
OG0001169	GBNTS_000039-T1	GBNTT_005585-T1
OG0001170	GBNTS_000040-T1	GBNTT_005586-T1
OG0001171	GBNTS_000041-T1	GBNTT_005587-T1
OG0001172	GBNTS_000042-T1	GBNTT_005588-T1
OG0001173	GBNTS_000044-T1	GBNTT_005590-T1
OG0001174	GBNTS_000045-T1	GBNTT_005591-T1
OG0001175	GBNTS_000046-T1	GBNTT_005592-T1
OG0001176	GBNTS_000047-T1	GBNTT_004700-T1
OG0001177	GBNTS_000048-T1	GBNTT_004699-T1
OG0001178	GBNTS_000049-T1	GBNTT_004698-T1
OG0001179	GBNTS_000050-T1	GBNTT_004697-T1
OG0001180	GBNTS_000051-T1	GBNTT_004696-T1
OG0001181	GBNTS_000052-T1	GBNTT_004695-T1
OG0001182	GBNTS_000053-T1	GBNTT_004694-T1
OG0001183	GBNTS_000054-T1	GBNTT_004693-T1
OG0001184	GBNTS_000057-T1	GBNTT_004692-T1
OG0001185	GBNTS_000058-T1	GBNTT_004691-T1
OG0001186	GBNTS_000059-T1	GBNTT_004690-T1
OG0001187	GBNTS_000062-T1	GBNTT_004688-T1
OG0001188	GBNTS_000063-T1	GBNTT_004687-T1
OG0001189	GBNTS_000064-T1	GBNTT_004686-T1
OG0001190	GBNTS_000065-T1	GBNTT_004685-T1
OG0001191	GBNTS_000066-T1	GBNTT_004684-T1
OG0001192	GBNTS_000067-T1	GBNTT_004683-T1
OG0001193	GBNTS_000068-T1	GBNTT_004682-T1
OG0001194	GBNTS_000069-T1	GBNTT_004681-T1
OG0001195	GBNTS_000071-T1	GBNTT_008719-T1
OG0001196	GBNTS_000072-T1	GBNTT_008718-T1
OG0001197	GBNTS_000073-T1	GBNTT_008717-T1
OG0001198	GBNTS_000074-T1	GBNTT_008716-T1
OG0001199	GBNTS_000075-T1	GBNTT_008715-T1
OG0001200	GBNTS_000076-T1	GBNTT_008713-T1
OG0001201	GBNTS_000077-T1	GBNTT_008712-T1
OG0001202	GBNTS_000078-T1	GBNTT_008711-T1
OG0001203	GBNTS_000080-T1	GBNTT_008709-T1
OG0001204	GBNTS_000082-T1	GBNTT_008707-T1
OG0001205	GBNTS_000084-T1	GBNTT_008705-T1
OG0001206	GBNTS_000085-T1	GBNTT_008703-T1
OG0001207	GBNTS_000087-T1	GBNTT_008702-T1
OG0001208	GBNTS_000091-T1	GBNTT_008700-T1
OG0001209	GBNTS_000092-T1	GBNTT_008699-T1
OG0001210	GBNTS_000093-T1	GBNTT_008698-T1
OG0001211	GBNTS_000097-T1	GBNTT_008694-T1
OG0001212	GBNTS_000098-T1	GBNTT_008693-T1
OG0001213	GBNTS_000099-T1	GBNTT_008692-T1
OG0001214	GBNTS_000100-T1	GBNTT_008691-T1
OG0001215	GBNTS_000104-T1	GBNTT_008687-T1
OG0001216	GBNTS_000106-T1	GBNTT_008685-T1
OG0001217	GBNTS_000107-T1	GBNTT_008684-T1
OG0001218	GBNTS_000108-T1	GBNTT_008683-T1
OG0001219	GBNTS_000111-T1	GBNTT_008682-T1
OG0001220	GBNTS_000112-T1	GBNTT_008681-T1
OG0001221	GBNTS_000116-T1	GBNTT_008774-T1
OG0001222	GBNTS_000119-T1	GBNTT_008776-T1
OG0001223	GBNTS_000120-T1	GBNTT_008777-T1
OG0001224	GBNTS_000122-T1	GBNTT_008778-T1
OG0001225	GBNTS_000124-T1	GBNTT_005444-T1
OG0001226	GBNTS_000125-T1	GBNTT_005445-T1
OG0001227	GBNTS_000126-T1	GBNTT_005446-T1
OG0001228	GBNTS_000127-T1	GBNTT_005447-T1
OG0001229	GBNTS_000128-T1	GBNTT_005448-T1
OG0001230	GBNTS_000129-T1	GBNTT_005449-T1
OG0001231	GBNTS_000131-T1	GBNTT_005452-T1
OG0001232	GBNTS_000132-T1	GBNTT_005453-T1
OG0001233	GBNTS_000133-T1	GBNTT_005454-T1
OG0001234	GBNTS_000135-T1	GBNTT_005456-T1
OG0001235	GBNTS_000136-T1	GBNTT_005457-T1
OG0001236	GBNTS_000139-T1	GBNTT_005459-T1
OG0001237	GBNTS_000140-T1	GBNTT_005460-T1
OG0001238	GBNTS_000142-T1	GBNTT_005462-T1
OG0001239	GBNTS_000143-T1	GBNTT_005464-T1
OG0001240	GBNTS_000144-T1	GBNTT_005465-T1
OG0001241	GBNTS_000145-T1	GBNTT_005466-T1
OG0001242	GBNTS_000146-T1	GBNTT_005467-T1
OG0001243	GBNTS_000147-T1	GBNTT_005468-T1
OG0001244	GBNTS_000148-T1	GBNTT_005469-T1
OG0001245	GBNTS_000149-T1	GBNTT_005470-T1
OG0001246	GBNTS_000150-T1	GBNTT_005471-T1
OG0001247	GBNTS_000151-T1	GBNTT_005472-T1
OG0001248	GBNTS_000152-T1	GBNTT_005473-T1
OG0001249	GBNTS_000153-T1	GBNTT_005474-T1
OG0001250	GBNTS_000155-T1	GBNTT_005476-T1
OG0001251	GBNTS_000157-T1	GBNTT_005478-T1
OG0001252	GBNTS_000158-T1	GBNTT_005479-T1
OG0001253	GBNTS_000159-T1	GBNTT_005480-T1
OG0001254	GBNTS_000160-T1	GBNTT_005481-T1
OG0001255	GBNTS_000161-T1	GBNTT_005482-T1
OG0001256	GBNTS_000162-T1	GBNTT_005483-T1
OG0001257	GBNTS_000164-T1	GBNTT_005484-T1
OG0001258	GBNTS_000166-T1	GBNTT_005486-T1
OG0001259	GBNTS_000167-T1	GBNTT_005487-T1
OG0001260	GBNTS_000168-T1	GBNTT_005488-T1
OG0001261	GBNTS_000169-T1	GBNTT_005489-T1
OG0001262	GBNTS_000170-T1	GBNTT_005490-T1
OG0001263	GBNTS_000171-T1	GBNTT_005491-T1
OG0001264	GBNTS_000172-T1	GBNTT_005493-T1
OG0001265	GBNTS_000174-T1	GBNTT_005494-T1
OG0001266	GBNTS_000175-T1	GBNTT_005495-T1
OG0001267	GBNTS_000177-T1	GBNTT_005498-T1
OG0001268	GBNTS_000178-T1	GBNTT_005499-T1
OG0001269	GBNTS_000179-T1	GBNTT_005500-T1
OG0001270	GBNTS_000180-T1	GBNTT_011445-T1
OG0001271	GBNTS_000181-T1	GBNTT_011444-T1
OG0001272	GBNTS_000183-T1	GBNTT_002454-T1
OG0001273	GBNTS_000184-T1	GBNTT_009550-T1
OG0001274	GBNTS_000185-T1	GBNTT_009549-T1
OG0001275	GBNTS_000186-T1	GBNTT_009548-T1
OG0001276	GBNTS_000189-T1	GBNTT_009546-T1
OG0001277	GBNTS_000190-T1	GBNTT_009545-T1
OG0001278	GBNTS_000191-T1	GBNTT_009544-T1
OG0001279	GBNTS_000192-T1	GBNTT_007757-T1
OG0001280	GBNTS_000193-T1	GBNTT_007758-T1
OG0001281	GBNTS_000194-T1	GBNTT_007759-T1
OG0001282	GBNTS_000195-T1	GBNTT_007760-T1
OG0001283	GBNTS_000196-T1	GBNTT_007761-T1
OG0001284	GBNTS_000197-T1	GBNTT_007762-T1
OG0001285	GBNTS_000198-T1	GBNTT_007763-T1
OG0001286	GBNTS_000199-T1	GBNTT_007764-T1
OG0001287	GBNTS_000200-T1	GBNTT_007765-T1
OG0001288	GBNTS_000202-T1	GBNTT_007767-T1
OG0001289	GBNTS_000203-T1	GBNTT_007768-T1
OG0001290	GBNTS_000204-T1	GBNTT_007769-T1
OG0001291	GBNTS_000207-T1	GBNTT_003753-T1
OG0001292	GBNTS_000208-T1	GBNTT_003754-T1
OG0001293	GBNTS_000209-T1	GBNTT_003755-T1
OG0001294	GBNTS_000210-T1	GBNTT_003757-T1
OG0001295	GBNTS_000211-T1	GBNTT_003758-T1
OG0001296	GBNTS_000213-T1	GBNTT_003759-T1
OG0001297	GBNTS_000216-T1	GBNTT_010511-T1
OG0001298	GBNTS_000217-T1	GBNTT_010510-T1
OG0001299	GBNTS_000220-T1	GBNTT_012564-T1
OG0001300	GBNTS_000221-T1	GBNTT_001621-T1
OG0001301	GBNTS_000222-T1	GBNTT_005611-T1
OG0001302	GBNTS_000223-T1	GBNTT_005612-T1
OG0001303	GBNTS_000224-T1	GBNTT_005613-T1
OG0001304	GBNTS_000225-T1	GBNTT_000506-T1
OG0001305	GBNTS_000226-T1	GBNTT_000507-T1
OG0001306	GBNTS_000229-T1	GBNTT_011105-T1
OG0001307	GBNTS_000231-T1	GBNTT_000585-T1
OG0001308	GBNTS_000233-T1	GBNTT_012663-T1
OG0001309	GBNTS_000234-T1	GBNTT_012664-T1
OG0001310	GBNTS_000235-T1	GBNTT_012665-T1
OG0001311	GBNTS_000237-T1	GBNTT_012667-T1
OG0001312	GBNTS_000238-T1	GBNTT_012668-T1
OG0001313	GBNTS_000239-T1	GBNTT_012669-T1
OG0001314	GBNTS_000241-T1	GBNTT_012671-T1
OG0001315	GBNTS_000242-T1	GBNTT_012672-T1
OG0001316	GBNTS_000243-T1	GBNTT_012674-T1
OG0001317	GBNTS_000244-T1	GBNTT_012675-T1
OG0001318	GBNTS_000245-T1	GBNTT_012676-T1
OG0001319	GBNTS_000247-T1	GBNTT_012678-T1
OG0001320	GBNTS_000248-T1	GBNTT_012679-T1
OG0001321	GBNTS_000249-T1	GBNTT_012680-T1
OG0001322	GBNTS_000250-T1	GBNTT_012681-T1
OG0001323	GBNTS_000252-T1	GBNTT_012683-T1
OG0001324	GBNTS_000253-T1	GBNTT_008767-T1
OG0001325	GBNTS_000254-T1	GBNTT_008765-T1
OG0001326	GBNTS_000255-T1	GBNTT_008764-T1
OG0001327	GBNTS_000257-T1	GBNTT_008761-T1
OG0001328	GBNTS_000259-T1	GBNTT_012170-T1
OG0001329	GBNTS_000260-T1	GBNTT_001544-T1
OG0001330	GBNTS_000268-T1	GBNTT_012358-T1
OG0001331	GBNTS_000269-T1	GBNTT_012359-T1
OG0001332	GBNTS_000270-T1	GBNTT_012360-T1
OG0001333	GBNTS_000271-T1	GBNTT_012361-T1
OG0001334	GBNTS_000272-T1	GBNTT_012362-T1
OG0001335	GBNTS_000273-T1	GBNTT_012363-T1
OG0001336	GBNTS_000274-T1	GBNTT_012364-T1
OG0001337	GBNTS_000276-T1	GBNTT_012366-T1
OG0001338	GBNTS_000277-T1	GBNTT_012367-T1
OG0001339	GBNTS_000278-T1	GBNTT_012368-T1
OG0001340	GBNTS_000279-T1	GBNTT_012369-T1
OG0001341	GBNTS_000280-T1	GBNTT_012370-T1
OG0001342	GBNTS_000281-T1	GBNTT_012371-T1
OG0001343	GBNTS_000282-T1	GBNTT_012372-T1
OG0001344	GBNTS_000283-T1	GBNTT_012373-T1
OG0001345	GBNTS_000284-T1	GBNTT_012374-T1
OG0001346	GBNTS_000285-T1	GBNTT_012375-T1
OG0001347	GBNTS_000287-T1	GBNTT_012377-T1
OG0001348	GBNTS_000288-T1	GBNTT_012378-T1
OG0001349	GBNTS_000289-T1	GBNTT_012379-T1
OG0001350	GBNTS_000290-T1	GBNTT_012380-T1
OG0001351	GBNTS_000293-T1	GBNTT_012383-T1
OG0001352	GBNTS_000294-T1	GBNTT_009233-T1
OG0001353	GBNTS_000295-T1	GBNTT_009232-T1
OG0001354	GBNTS_000296-T1	GBNTT_009231-T1
OG0001355	GBNTS_000297-T1	GBNTT_009230-T1
OG0001356	GBNTS_000298-T1	GBNTT_009229-T1
OG0001357	GBNTS_000299-T1	GBNTT_009228-T1
OG0001358	GBNTS_000301-T1	GBNTT_010839-T1
OG0001359	GBNTS_000302-T1	GBNTT_010838-T1
OG0001360	GBNTS_000308-T1	GBNTT_007644-T1
OG0001361	GBNTS_000310-T1	GBNTT_012616-T1
OG0001362	GBNTS_000311-T1	GBNTT_012617-T1
OG0001363	GBNTS_000312-T1	GBNTT_012618-T1
OG0001364	GBNTS_000313-T1	GBNTT_012619-T1
OG0001365	GBNTS_000315-T1	GBNTT_012620-T1
OG0001366	GBNTS_000316-T1	GBNTT_012621-T1
OG0001367	GBNTS_000317-T1	GBNTT_012622-T1
OG0001368	GBNTS_000318-T1	GBNTT_012623-T1
OG0001369	GBNTS_000319-T1	GBNTT_012624-T1
OG0001370	GBNTS_000320-T1	GBNTT_012625-T1
OG0001371	GBNTS_000321-T1	GBNTT_012626-T1
OG0001372	GBNTS_000322-T1	GBNTT_012627-T1
OG0001373	GBNTS_000324-T1	GBNTT_012628-T1
OG0001374	GBNTS_000325-T1	GBNTT_012629-T1
OG0001375	GBNTS_000329-T1	GBNTT_012634-T1
OG0001376	GBNTS_000330-T1	GBNTT_012635-T1
OG0001377	GBNTS_000331-T1	GBNTT_012636-T1
OG0001378	GBNTS_000332-T1	GBNTT_012638-T1
OG0001379	GBNTS_000333-T1	GBNTT_012639-T1
OG0001380	GBNTS_000334-T1	GBNTT_012640-T1
OG0001381	GBNTS_000335-T1	GBNTT_012642-T1
OG0001382	GBNTS_000336-T1	GBNTT_012643-T1
OG0001383	GBNTS_000337-T1	GBNTT_012644-T1
OG0001384	GBNTS_000338-T1	GBNTT_012645-T1
OG0001385	GBNTS_000339-T1	GBNTT_012646-T1
OG0001386	GBNTS_000340-T1	GBNTT_012647-T1
OG0001387	GBNTS_000342-T1	GBNTT_000974-T1
OG0001388	GBNTS_000345-T1	GBNTT_004398-T1
OG0001389	GBNTS_000346-T1	GBNTT_011144-T1
OG0001390	GBNTS_000347-T1	GBNTT_004345-T1
OG0001391	GBNTS_000353-T1	GBNTT_009933-T1
OG0001392	GBNTS_000354-T1	GBNTT_009932-T1
OG0001393	GBNTS_000356-T1	GBNTT_009930-T1
OG0001394	GBNTS_000357-T1	GBNTT_009929-T1
OG0001395	GBNTS_000358-T1	GBNTT_009928-T1
OG0001396	GBNTS_000359-T1	GBNTT_009927-T1
OG0001397	GBNTS_000360-T1	GBNTT_009926-T1
OG0001398	GBNTS_000361-T1	GBNTT_003968-T1
OG0001399	GBNTS_000362-T1	GBNTT_003969-T1
OG0001400	GBNTS_000363-T1	GBNTT_003970-T1
OG0001401	GBNTS_000366-T1	GBNTT_012241-T1
OG0001402	GBNTS_000367-T1	GBNTT_012242-T1
OG0001403	GBNTS_000368-T1	GBNTT_012243-T1
OG0001404	GBNTS_000370-T1	GBNTT_012244-T1
OG0001405	GBNTS_000371-T1	GBNTT_012245-T1
OG0001406	GBNTS_000374-T1	GBNTT_012249-T1
OG0001407	GBNTS_000375-T1	GBNTT_012250-T1
OG0001408	GBNTS_000376-T1	GBNTT_012251-T1
OG0001409	GBNTS_000380-T1	GBNTT_012136-T1
OG0001410	GBNTS_000384-T1	GBNTT_004678-T1
OG0001411	GBNTS_000385-T1	GBNTT_004571-T1
OG0001412	GBNTS_000387-T1	GBNTT_012688-T1
OG0001413	GBNTS_000388-T1	GBNTT_012689-T1
OG0001414	GBNTS_000390-T1	GBNTT_011087-T1
OG0001415	GBNTS_000392-T1	GBNTT_001550-T1
OG0001416	GBNTS_000393-T1	GBNTT_001551-T1
OG0001417	GBNTS_000394-T1	GBNTT_001552-T1
OG0001418	GBNTS_000396-T1	GBNTT_001555-T1
OG0001419	GBNTS_000397-T1	GBNTT_001556-T1
OG0001420	GBNTS_000398-T1	GBNTT_001557-T1
OG0001421	GBNTS_000399-T1	GBNTT_001558-T1
OG0001422	GBNTS_000400-T1	GBNTT_001559-T1
OG0001423	GBNTS_000401-T1	GBNTT_001560-T1
OG0001424	GBNTS_000403-T1	GBNTT_001562-T1
OG0001425	GBNTS_000405-T1	GBNTT_001563-T1
OG0001426	GBNTS_000406-T1	GBNTT_001564-T1
OG0001427	GBNTS_000407-T1	GBNTT_001565-T1
OG0001428	GBNTS_000408-T1	GBNTT_001566-T1
OG0001429	GBNTS_000409-T1	GBNTT_001567-T1
OG0001430	GBNTS_000413-T1	GBNTT_001571-T1
OG0001431	GBNTS_000414-T1	GBNTT_001572-T1
OG0001432	GBNTS_000415-T1	GBNTT_001573-T1
OG0001433	GBNTS_000416-T1	GBNTT_001574-T1
OG0001434	GBNTS_000417-T1	GBNTT_001575-T1
OG0001435	GBNTS_000418-T1	GBNTT_001576-T1
OG0001436	GBNTS_000419-T1	GBNTT_001577-T1
OG0001437	GBNTS_000420-T1	GBNTT_001578-T1
OG0001438	GBNTS_000422-T1	GBNTT_001580-T1
OG0001439	GBNTS_000423-T1	GBNTT_001581-T1
OG0001440	GBNTS_000424-T1	GBNTT_010048-T1
OG0001441	GBNTS_000425-T1	GBNTT_010049-T1
OG0001442	GBNTS_000430-T1	GBNTT_000279-T1
OG0001443	GBNTS_000438-T1	GBNTT_010150-T1
OG0001444	GBNTS_000439-T1	GBNTT_010151-T1
OG0001445	GBNTS_000441-T1	GBNTT_010153-T1
OG0001446	GBNTS_000444-T1	GBNTT_010157-T1
OG0001447	GBNTS_000445-T1	GBNTT_010158-T1
OG0001448	GBNTS_000447-T1	GBNTT_010160-T1
OG0001449	GBNTS_000448-T1	GBNTT_010161-T1
OG0001450	GBNTS_000450-T1	GBNTT_010163-T1
OG0001451	GBNTS_000451-T1	GBNTT_010164-T1
OG0001452	GBNTS_000452-T1	GBNTT_010165-T1
OG0001453	GBNTS_000453-T1	GBNTT_010166-T1
OG0001454	GBNTS_000454-T1	GBNTT_010167-T1
OG0001455	GBNTS_000455-T1	GBNTT_010168-T1
OG0001456	GBNTS_000456-T1	GBNTT_010169-T1
OG0001457	GBNTS_000457-T1	GBNTT_010170-T1
OG0001458	GBNTS_000458-T1	GBNTT_010171-T1
OG0001459	GBNTS_000459-T1	GBNTT_010172-T1
OG0001460	GBNTS_000460-T1	GBNTT_010173-T1
OG0001461	GBNTS_000461-T1	GBNTT_010174-T1
OG0001462	GBNTS_000462-T1	GBNTT_010175-T1
OG0001463	GBNTS_000463-T1	GBNTT_010176-T1
OG0001464	GBNTS_000464-T1	GBNTT_010177-T1
OG0001465	GBNTS_000465-T1	GBNTT_010178-T1
OG0001466	GBNTS_000466-T1	GBNTT_010179-T1
OG0001467	GBNTS_000467-T1	GBNTT_010180-T1
