	Fennellomyces_mexicanussp.nov._RSA_1415_Plus.aa	Fennellomyces_mexicanussp.nov._RSA_1418-.aa
OG0010745	GBNTS_007320-T1	
OG0010746	GBNTS_007323-T1	
OG0010747	GBNTS_007324-T1	
OG0010748	GBNTS_007330-T1	
OG0010749	GBNTS_007331-T1	
OG0010750	GBNTS_007334-T1	
OG0010751	GBNTS_007335-T1	
OG0010752	GBNTS_007339-T1	
OG0010753	GBNTS_007340-T1	
OG0010754	GBNTS_007342-T1	
OG0010755	GBNTS_007355-T1	
OG0010756	GBNTS_007379-T1	
OG0010757	GBNTS_007384-T1	
OG0010758	GBNTS_007398-T1	
OG0010759	GBNTS_007403-T1	
OG0010760	GBNTS_007429-T1	
OG0010761	GBNTS_007464-T1	
OG0010762	GBNTS_007465-T1	
OG0010763	GBNTS_007466-T1	
OG0010764	GBNTS_007478-T1	
OG0010765	GBNTS_007486-T1	
OG0010766	GBNTS_007487-T1	
OG0010767	GBNTS_007488-T1	
OG0010768	GBNTS_007507-T1	
OG0010769	GBNTS_007508-T1	
OG0010770	GBNTS_007519-T1	
OG0010771	GBNTS_007524-T1	
OG0010772	GBNTS_007543-T1	
OG0010773	GBNTS_007546-T1	
OG0010774	GBNTS_007547-T1	
OG0010775	GBNTS_007548-T1	
OG0010776	GBNTS_007564-T1	
OG0010777	GBNTS_007571-T1	
OG0010778	GBNTS_007579-T1	
OG0010779	GBNTS_007586-T1	
OG0010780	GBNTS_007591-T1	
OG0010781	GBNTS_007598-T1	
OG0010782	GBNTS_007601-T1	
OG0010783	GBNTS_007602-T1	
OG0010784	GBNTS_007612-T1	
OG0010785	GBNTS_007624-T1	
OG0010786	GBNTS_007627-T1	
OG0010787	GBNTS_007630-T1	
OG0010788	GBNTS_007632-T1	
OG0010789	GBNTS_007640-T1	
OG0010790	GBNTS_007642-T1	
OG0010791	GBNTS_007652-T1	
OG0010792	GBNTS_007654-T1	
OG0010793	GBNTS_007684-T1	
OG0010794	GBNTS_007710-T1	
OG0010795	GBNTS_007712-T1	
OG0010796	GBNTS_007754-T1	
OG0010797	GBNTS_007759-T1	
OG0010798	GBNTS_007772-T1	
OG0010799	GBNTS_007774-T1	
OG0010800	GBNTS_007779-T1	
OG0010801	GBNTS_007789-T1	
OG0010802	GBNTS_007823-T1	
OG0010803	GBNTS_007828-T1	
OG0010804	GBNTS_007831-T1	
OG0010805	GBNTS_007838-T1	
OG0010806	GBNTS_007878-T1	
OG0010807	GBNTS_007888-T1	
OG0010808	GBNTS_007923-T1	
OG0010809	GBNTS_007949-T1	
OG0010810	GBNTS_007961-T1	
OG0010811	GBNTS_007977-T1	
OG0010812	GBNTS_007980-T1	
OG0010813	GBNTS_007987-T1	
OG0010814	GBNTS_007990-T1	
OG0010815	GBNTS_008020-T1	
OG0010816	GBNTS_008048-T1	
OG0010817	GBNTS_008060-T1	
OG0010818	GBNTS_008085-T1	
OG0010819	GBNTS_008097-T1	
OG0010820	GBNTS_008115-T1	
OG0010821	GBNTS_008139-T1	
OG0010822	GBNTS_008157-T1	
OG0010823	GBNTS_008178-T1	
OG0010824	GBNTS_008202-T1	
OG0010825	GBNTS_008206-T1	
OG0010826	GBNTS_008210-T1	
OG0010827	GBNTS_008218-T1	
OG0010828	GBNTS_008225-T1	
OG0010829	GBNTS_008248-T1	
OG0010830	GBNTS_008301-T1	
OG0010831	GBNTS_008314-T1	
OG0010832	GBNTS_008318-T1	
OG0010833	GBNTS_008322-T1	
OG0010834	GBNTS_008328-T1	
OG0010835	GBNTS_008329-T1	
OG0010836	GBNTS_008330-T1	
OG0010837	GBNTS_008333-T1	
OG0010838	GBNTS_008378-T1	
OG0010839	GBNTS_008388-T1	
OG0010840	GBNTS_008394-T1	
OG0010841	GBNTS_008400-T1	
OG0010842	GBNTS_008438-T1	
OG0010843	GBNTS_008467-T1	
OG0010844	GBNTS_008468-T1	
OG0010845	GBNTS_008469-T1	
OG0010846	GBNTS_008481-T1	
OG0010847	GBNTS_008508-T1	
OG0010848	GBNTS_008510-T1	
OG0010849	GBNTS_008511-T1	
OG0010850	GBNTS_008514-T1	
OG0010851	GBNTS_008536-T1	
OG0010852	GBNTS_008537-T1	
OG0010853	GBNTS_008540-T1	
OG0010854	GBNTS_008571-T1	
OG0010855	GBNTS_008582-T1	
OG0010856	GBNTS_008586-T1	
OG0010857	GBNTS_008601-T1	
OG0010858	GBNTS_008606-T1	
OG0010859	GBNTS_008613-T1	
OG0010860	GBNTS_008621-T1	
OG0010861	GBNTS_008643-T1	
OG0010862	GBNTS_008646-T1	
OG0010863	GBNTS_008657-T1	
OG0010864	GBNTS_008658-T1	
OG0010865	GBNTS_008659-T1	
OG0010866	GBNTS_008701-T1	
OG0010867	GBNTS_008709-T1	
OG0010868	GBNTS_008729-T1	
OG0010869	GBNTS_008732-T1	
OG0010870	GBNTS_008734-T1	
OG0010871	GBNTS_008736-T1	
OG0010872	GBNTS_008740-T1	
OG0010873	GBNTS_008747-T1	
OG0010874	GBNTS_008752-T1	
OG0010875	GBNTS_008757-T1	
OG0010876	GBNTS_008759-T1	
OG0010877	GBNTS_008760-T1	
OG0010878	GBNTS_008794-T1	
OG0010879	GBNTS_008809-T1	
OG0010880	GBNTS_008811-T1	
OG0010881	GBNTS_008824-T1	
OG0010882	GBNTS_008825-T1	
OG0010883	GBNTS_008836-T1	
OG0010884	GBNTS_008851-T1	
OG0010885	GBNTS_008858-T1	
OG0010886	GBNTS_008889-T1	
OG0010887	GBNTS_008899-T1	
OG0010888	GBNTS_008905-T1	
OG0010889	GBNTS_008906-T1	
OG0010890	GBNTS_008928-T1	
OG0010891	GBNTS_008958-T1	
OG0010892	GBNTS_008964-T1	
OG0010893	GBNTS_009035-T1	
OG0010894	GBNTS_009038-T1	
OG0010895	GBNTS_009057-T1	
OG0010896	GBNTS_009065-T1	
OG0010897	GBNTS_009077-T1	
OG0010898	GBNTS_009081-T1	
OG0010899	GBNTS_009084-T1	
OG0010900	GBNTS_009085-T1	
OG0010901	GBNTS_009094-T1	
OG0010902	GBNTS_009097-T1	
OG0010903	GBNTS_009101-T1	
OG0010904	GBNTS_009120-T1	
OG0010905	GBNTS_009150-T1	
OG0010906	GBNTS_009153-T1	
OG0010907	GBNTS_009154-T1	
OG0010908	GBNTS_009157-T1	
OG0010909	GBNTS_009179-T1	
OG0010910	GBNTS_009183-T1	
OG0010911	GBNTS_009185-T1	
OG0010912	GBNTS_009221-T1	
OG0010913	GBNTS_009226-T1	
OG0010914	GBNTS_009246-T1	
OG0010915	GBNTS_009270-T1	
OG0010916	GBNTS_009273-T1	
OG0010917	GBNTS_009291-T1	
OG0010918	GBNTS_009306-T1	
OG0010919	GBNTS_009320-T1	
OG0010920	GBNTS_009321-T1	
OG0010921	GBNTS_009322-T1	
OG0010922	GBNTS_009333-T1	
OG0010923	GBNTS_009339-T1	
OG0010924	GBNTS_009347-T1	
OG0010925	GBNTS_009389-T1	
OG0010926	GBNTS_009405-T1	
OG0010927	GBNTS_009407-T1	
OG0010928	GBNTS_009411-T1	
OG0010929	GBNTS_009434-T1	
OG0010930	GBNTS_009448-T1	
OG0010931	GBNTS_009451-T1	
OG0010932	GBNTS_009458-T1	
OG0010933	GBNTS_009490-T1	
OG0010934	GBNTS_009498-T1	
OG0010935	GBNTS_009499-T1	
OG0010936	GBNTS_009512-T1	
OG0010937	GBNTS_009557-T1	
OG0010938	GBNTS_009558-T1	
OG0010939	GBNTS_009564-T1	
OG0010940	GBNTS_009582-T1	
OG0010941	GBNTS_009596-T1	
OG0010942	GBNTS_009606-T1	
OG0010943	GBNTS_009620-T1	
OG0010944	GBNTS_009638-T1	
OG0010945	GBNTS_009658-T1	
OG0010946	GBNTS_009659-T1	
OG0010947	GBNTS_009660-T1	
OG0010948	GBNTS_009677-T1	
OG0010949	GBNTS_009709-T1	
OG0010950	GBNTS_009721-T1	
OG0010951	GBNTS_009729-T1	
OG0010952	GBNTS_009742-T1	
OG0010953	GBNTS_009758-T1	
OG0010954	GBNTS_009774-T1	
OG0010955	GBNTS_009788-T1	
OG0010956	GBNTS_009811-T1	
OG0010957	GBNTS_009815-T1	
OG0010958	GBNTS_009858-T1	
OG0010959	GBNTS_009884-T1	
OG0010960	GBNTS_009888-T1	
OG0010961	GBNTS_009894-T1	
OG0010962	GBNTS_009906-T1	
OG0010963	GBNTS_009918-T1	
OG0010964	GBNTS_009942-T1	
OG0010965	GBNTS_009944-T1	
OG0010966	GBNTS_009963-T1	
OG0010967	GBNTS_009972-T1	
OG0010968	GBNTS_009980-T1	
OG0010969	GBNTS_009997-T1	
OG0010970	GBNTS_010002-T1	
OG0010971	GBNTS_010003-T1	
OG0010972	GBNTS_010010-T1	
OG0010973	GBNTS_010062-T1	
OG0010974	GBNTS_010073-T1	
OG0010975	GBNTS_010091-T1	
OG0010976	GBNTS_010095-T1	
OG0010977	GBNTS_010099-T1	
OG0010978	GBNTS_010106-T1	
OG0010979	GBNTS_010116-T1	
OG0010980	GBNTS_010157-T1	
OG0010981	GBNTS_010165-T1	
OG0010982	GBNTS_010166-T1	
OG0010983	GBNTS_010168-T1	
OG0010984	GBNTS_010169-T1	
OG0010985	GBNTS_010176-T1	
OG0010986	GBNTS_010185-T1	
OG0010987	GBNTS_010190-T1	
OG0010988	GBNTS_010280-T1	
OG0010989	GBNTS_010282-T1	
OG0010990	GBNTS_010298-T1	
OG0010991	GBNTS_010303-T1	
OG0010992	GBNTS_010319-T1	
OG0010993	GBNTS_010339-T1	
OG0010994	GBNTS_010353-T1	
OG0010995	GBNTS_010375-T1	
OG0010996	GBNTS_010392-T1	
OG0010997	GBNTS_010415-T1	
OG0010998	GBNTS_010424-T1	
OG0010999	GBNTS_010444-T1	
OG0011000	GBNTS_010496-T1	
OG0011001	GBNTS_010502-T1	
OG0011002	GBNTS_010527-T1	
OG0011003	GBNTS_010528-T1	
OG0011004	GBNTS_010529-T1	
OG0011005	GBNTS_010533-T1	
OG0011006	GBNTS_010551-T1	
OG0011007	GBNTS_010585-T1	
OG0011008	GBNTS_010598-T1	
OG0011009	GBNTS_010599-T1	
OG0011010	GBNTS_010609-T1	
OG0011011	GBNTS_010628-T1	
OG0011012	GBNTS_010635-T1	
OG0011013	GBNTS_010639-T1	
OG0011014	GBNTS_010658-T1	
OG0011015	GBNTS_010690-T1	
OG0011016	GBNTS_010694-T1	
OG0011017	GBNTS_010695-T1	
OG0011018	GBNTS_010703-T1	
OG0011019	GBNTS_010720-T1	
OG0011020	GBNTS_010724-T1	
OG0011021	GBNTS_010733-T1	
OG0011022	GBNTS_010740-T1	
OG0011023	GBNTS_010744-T1	
OG0011024	GBNTS_010754-T1	
OG0011025	GBNTS_010823-T1	
OG0011026	GBNTS_010835-T1	
OG0011027	GBNTS_010840-T1	
OG0011028	GBNTS_010842-T1	
OG0011029	GBNTS_010864-T1	
OG0011030	GBNTS_010871-T1	
OG0011031	GBNTS_010876-T1	
OG0011032	GBNTS_010877-T1	
OG0011033	GBNTS_010879-T1	
OG0011034	GBNTS_010880-T1	
OG0011035	GBNTS_010885-T1	
OG0011036	GBNTS_010897-T1	
OG0011037	GBNTS_010899-T1	
OG0011038	GBNTS_010908-T1	
OG0011039	GBNTS_010911-T1	
OG0011040	GBNTS_010933-T1	
OG0011041	GBNTS_010946-T1	
OG0011042	GBNTS_010950-T1	
OG0011043	GBNTS_010951-T1	
OG0011044	GBNTS_010956-T1	
OG0011045	GBNTS_010960-T1	
OG0011046	GBNTS_010961-T1	
OG0011047	GBNTS_010962-T1	
OG0011048	GBNTS_010963-T1	
OG0011049	GBNTS_010966-T1	
OG0011050	GBNTS_010970-T1	
OG0011051	GBNTS_010998-T1	
OG0011052	GBNTS_011000-T1	
OG0011053	GBNTS_011004-T1	
OG0011054	GBNTS_011007-T1	
OG0011055	GBNTS_011008-T1	
OG0011056	GBNTS_011009-T1	
OG0011057	GBNTS_011010-T1	
OG0011058	GBNTS_011012-T1	
OG0011059	GBNTS_011014-T1	
OG0011060	GBNTS_011015-T1	
OG0011061	GBNTS_011032-T1	
OG0011062	GBNTS_011033-T1	
OG0011063	GBNTS_011054-T1	
OG0011064	GBNTS_011062-T1	
OG0011065	GBNTS_011081-T1	
OG0011066	GBNTS_011087-T1	
OG0011067	GBNTS_011097-T1	
OG0011068	GBNTS_011101-T1	
OG0011069	GBNTS_011116-T1	
OG0011070	GBNTS_011118-T1	
OG0011071	GBNTS_011119-T1	
OG0011072	GBNTS_011145-T1	
OG0011073	GBNTS_011157-T1	
OG0011074	GBNTS_011172-T1	
OG0011075	GBNTS_011188-T1	
OG0011076	GBNTS_011218-T1	
OG0011077	GBNTS_011237-T1	
OG0011078	GBNTS_011239-T1	
OG0011079	GBNTS_011262-T1	
OG0011080	GBNTS_011273-T1	
OG0011081	GBNTS_011282-T1	
OG0011082	GBNTS_011296-T1	
OG0011083	GBNTS_011299-T1	
OG0011084	GBNTS_011301-T1	
OG0011085	GBNTS_011315-T1	
OG0011086	GBNTS_011345-T1	
OG0011087	GBNTS_011347-T1	
OG0011088	GBNTS_011351-T1	
OG0011089	GBNTS_011356-T1	
OG0011090	GBNTS_011375-T1	
OG0011091	GBNTS_011380-T1	
OG0011092	GBNTS_011388-T1	
OG0011093	GBNTS_011391-T1	
OG0011094	GBNTS_011397-T1	
OG0011095	GBNTS_011405-T1	
OG0011096	GBNTS_011409-T1	
OG0011097	GBNTS_011412-T1	
OG0011098	GBNTS_011430-T1	
OG0011099	GBNTS_011466-T1	
OG0011100	GBNTS_011478-T1	
OG0011101	GBNTS_011486-T1	
OG0011102	GBNTS_011494-T1	
OG0011103	GBNTS_011515-T1	
OG0011104	GBNTS_011518-T1	
OG0011105	GBNTS_011519-T1	
OG0011106	GBNTS_011521-T1	
OG0011107	GBNTS_011526-T1	
OG0011108	GBNTS_011527-T1	
OG0011109	GBNTS_011545-T1	
OG0011110	GBNTS_011546-T1	
OG0011111	GBNTS_011624-T1	
OG0011112	GBNTS_011625-T1	
OG0011113	GBNTS_011628-T1	
OG0011114	GBNTS_011636-T1	
OG0011115	GBNTS_011640-T1	
OG0011116	GBNTS_011643-T1	
OG0011117	GBNTS_011651-T1	
OG0011118	GBNTS_011665-T1	
OG0011119	GBNTS_011692-T1	
OG0011120	GBNTS_011697-T1	
OG0011121	GBNTS_011710-T1	
OG0011122	GBNTS_011754-T1	
OG0011123	GBNTS_011756-T1	
OG0011124	GBNTS_011757-T1	
OG0011125	GBNTS_011761-T1	
OG0011126	GBNTS_011764-T1	
OG0011127	GBNTS_011768-T1	
OG0011128	GBNTS_011774-T1	
OG0011129	GBNTS_011783-T1	
OG0011130	GBNTS_011786-T1	
OG0011131	GBNTS_011791-T1	
OG0011132	GBNTS_011798-T1	
OG0011133	GBNTS_011800-T1	
OG0011134	GBNTS_011802-T1	
OG0011135	GBNTS_011804-T1	
OG0011136	GBNTS_011806-T1	
OG0011137	GBNTS_011817-T1	
OG0011138	GBNTS_011819-T1	
OG0011139	GBNTS_011843-T1	
OG0011140	GBNTS_011848-T1	
OG0011141	GBNTS_011872-T1	
OG0011142	GBNTS_011880-T1	
OG0011143	GBNTS_011905-T1	
OG0011144	GBNTS_011911-T1	
OG0011145	GBNTS_011920-T1	
OG0011146	GBNTS_011921-T1	
OG0011147	GBNTS_011922-T1	
OG0011148	GBNTS_011923-T1	
OG0011149	GBNTS_011924-T1	
OG0011150	GBNTS_011934-T1	
OG0011151	GBNTS_011942-T1	
OG0011152	GBNTS_011945-T1	
OG0011153	GBNTS_011968-T1	
OG0011154	GBNTS_011973-T1	
OG0011155	GBNTS_011980-T1	
OG0011156	GBNTS_012019-T1	
OG0011157	GBNTS_012021-T1	
OG0011158	GBNTS_012022-T1	
OG0011159	GBNTS_012028-T1	
OG0011160	GBNTS_012047-T1	
OG0011161	GBNTS_012060-T1	
OG0011162	GBNTS_012061-T1	
OG0011163	GBNTS_012069-T1	
OG0011164	GBNTS_012071-T1	
OG0011165	GBNTS_012072-T1	
OG0011166	GBNTS_012073-T1	
OG0011167	GBNTS_012079-T1	
OG0011168	GBNTS_012085-T1	
OG0011169	GBNTS_012087-T1	
OG0011170	GBNTS_012105-T1	
OG0011171	GBNTS_012114-T1	
OG0011172	GBNTS_012118-T1	
OG0011173	GBNTS_012129-T1	
OG0011174	GBNTS_012149-T1	
OG0011175	GBNTS_012158-T1	
OG0011176	GBNTS_012160-T1	
OG0011177	GBNTS_012162-T1	
OG0011178	GBNTS_012163-T1	
OG0011179	GBNTS_012185-T1	
OG0011180	GBNTS_012201-T1	
OG0011181	GBNTS_012205-T1	
OG0011182	GBNTS_012211-T1	
OG0011183	GBNTS_012237-T1	
OG0011184	GBNTS_012252-T1	
OG0011185	GBNTS_012259-T1	
OG0011186	GBNTS_012264-T1	
OG0011187	GBNTS_012298-T1	
OG0011188	GBNTS_012309-T1	
OG0011189	GBNTS_012310-T1	
OG0011190	GBNTS_012311-T1	
OG0011191	GBNTS_012313-T1	
OG0011192	GBNTS_012335-T1	
OG0011193	GBNTS_012344-T1	
OG0011194	GBNTS_012355-T1	
OG0011195	GBNTS_012359-T1	
OG0011196	GBNTS_012361-T1	
OG0011197	GBNTS_012363-T1	
OG0011198	GBNTS_012374-T1	
OG0011199	GBNTS_012382-T1	
OG0011200	GBNTS_012405-T1	
OG0011201	GBNTS_012409-T1	
OG0011202	GBNTS_012434-T1	
OG0011203	GBNTS_012435-T1	
OG0011204	GBNTS_012461-T1	
OG0011205	GBNTS_012466-T1	
OG0011206	GBNTS_012469-T1	
OG0011207	GBNTS_012477-T1	
OG0011208	GBNTS_012482-T1	
OG0011209	GBNTS_012489-T1	
OG0011210	GBNTS_012496-T1	
OG0011211	GBNTS_012511-T1	
OG0011212	GBNTS_012512-T1	
OG0011213	GBNTS_012513-T1	
OG0011214	GBNTS_012516-T1	
OG0011215	GBNTS_012518-T1	
OG0011216	GBNTS_012551-T1	
OG0011217	GBNTS_012553-T1	
OG0011218	GBNTS_012555-T1	
OG0011219	GBNTS_012564-T1	
OG0011220	GBNTS_012593-T1	
OG0011221	GBNTS_012597-T1	
OG0011222	GBNTS_012609-T1	
OG0011223	GBNTS_012615-T1	
OG0011224	GBNTS_012624-T1	
OG0011225	GBNTS_012642-T1	
OG0011226	GBNTS_012672-T1	
OG0011227	GBNTS_012673-T1	
OG0011228	GBNTS_012686-T1	
OG0011229	GBNTS_012690-T1	
OG0011230	GBNTS_012692-T1	
OG0011231	GBNTS_012694-T1	
OG0011232	GBNTS_012696-T1	
OG0011233	GBNTS_012697-T1	
OG0011234	GBNTS_012705-T1	
OG0011235	GBNTS_012709-T1	
OG0011236	GBNTS_012735-T1	
OG0011237	GBNTS_012738-T1	
OG0011238	GBNTS_012740-T1	
OG0011239	GBNTS_012743-T1	
OG0011240	GBNTS_012745-T1	
OG0011241	GBNTS_012760-T1	
OG0011242	GBNTS_012763-T1	
OG0011243	GBNTS_012789-T1	
OG0011244	GBNTS_012790-T1	
OG0011245	GBNTS_012792-T1	
OG0011246	GBNTS_012794-T1	
OG0011247	GBNTS_012795-T1	
OG0011248	GBNTS_012812-T1	
OG0011249	GBNTS_012814-T1	
OG0011250	GBNTS_012824-T1	
OG0011251	GBNTS_012825-T1	
OG0011252	GBNTS_012826-T1	
OG0011253	GBNTS_012828-T1	
OG0011254	GBNTS_012835-T1	
OG0011255	GBNTS_012841-T1	
OG0011256	GBNTS_012854-T1	
OG0011257	GBNTS_012886-T1	
OG0011258		GBNTT_000026-T1
OG0011259		GBNTT_000041-T1
OG0011260		GBNTT_000043-T1
OG0011261		GBNTT_000044-T1
OG0011262		GBNTT_000072-T1
OG0011263		GBNTT_000098-T1
OG0011264		GBNTT_000113-T1
OG0011265		GBNTT_000142-T1
OG0011266		GBNTT_000191-T1
OG0011267		GBNTT_000224-T1
OG0011268		GBNTT_000231-T1
OG0011269		GBNTT_000239-T1
OG0011270		GBNTT_000240-T1
OG0011271		GBNTT_000242-T1
OG0011272		GBNTT_000268-T1
OG0011273		GBNTT_000276-T1
OG0011274		GBNTT_000278-T1
OG0011275		GBNTT_000301-T1
OG0011276		GBNTT_000313-T1
OG0011277		GBNTT_000315-T1
OG0011278		GBNTT_000317-T1
OG0011279		GBNTT_000320-T1
OG0011280		GBNTT_000324-T1
OG0011281		GBNTT_000335-T1
OG0011282		GBNTT_000338-T1
OG0011283		GBNTT_000356-T1
OG0011284		GBNTT_000391-T1
OG0011285		GBNTT_000399-T1
OG0011286		GBNTT_000400-T1
OG0011287		GBNTT_000402-T1
OG0011288		GBNTT_000433-T1
OG0011289		GBNTT_000436-T1
OG0011290		GBNTT_000438-T1
OG0011291		GBNTT_000465-T1
OG0011292		GBNTT_000479-T1
OG0011293		GBNTT_000483-T1
OG0011294		GBNTT_000502-T1
OG0011295		GBNTT_000503-T1
OG0011296		GBNTT_000509-T1
OG0011297		GBNTT_000514-T1
OG0011298		GBNTT_000518-T1
OG0011299		GBNTT_000534-T1
OG0011300		GBNTT_000551-T1
OG0011301		GBNTT_000552-T1
OG0011302		GBNTT_000557-T1
OG0011303		GBNTT_000559-T1
OG0011304		GBNTT_000560-T1
OG0011305		GBNTT_000564-T1
OG0011306		GBNTT_000590-T1
OG0011307		GBNTT_000608-T1
OG0011308		GBNTT_000636-T1
OG0011309		GBNTT_000653-T1
OG0011310		GBNTT_000706-T1
OG0011311		GBNTT_000719-T1
OG0011312		GBNTT_000720-T1
OG0011313		GBNTT_000721-T1
OG0011314		GBNTT_000723-T1
OG0011315		GBNTT_000725-T1
OG0011316		GBNTT_000726-T1
OG0011317		GBNTT_000727-T1
OG0011318		GBNTT_000728-T1
OG0011319		GBNTT_000732-T1
OG0011320		GBNTT_000756-T1
OG0011321		GBNTT_000761-T1
OG0011322		GBNTT_000762-T1
OG0011323		GBNTT_000763-T1
OG0011324		GBNTT_000799-T1
OG0011325		GBNTT_000800-T1
OG0011326		GBNTT_000802-T1
OG0011327		GBNTT_000805-T1
OG0011328		GBNTT_000811-T1
OG0011329		GBNTT_000835-T1
OG0011330		GBNTT_000865-T1
OG0011331		GBNTT_000869-T1
OG0011332		GBNTT_000902-T1
OG0011333		GBNTT_000903-T1
OG0011334		GBNTT_000905-T1
OG0011335		GBNTT_000911-T1
OG0011336		GBNTT_000924-T1
OG0011337		GBNTT_000936-T1
OG0011338		GBNTT_000937-T1
OG0011339		GBNTT_000938-T1
OG0011340		GBNTT_000943-T1
OG0011341		GBNTT_000950-T1
OG0011342		GBNTT_000953-T1
OG0011343		GBNTT_000971-T1
OG0011344		GBNTT_000973-T1
OG0011345		GBNTT_000980-T1
OG0011346		GBNTT_000995-T1
OG0011347		GBNTT_001008-T1
OG0011348		GBNTT_001011-T1
OG0011349		GBNTT_001012-T1
OG0011350		GBNTT_001013-T1
OG0011351		GBNTT_001016-T1
OG0011352		GBNTT_001018-T1
OG0011353		GBNTT_001033-T1
OG0011354		GBNTT_001044-T1
OG0011355		GBNTT_001049-T1
OG0011356		GBNTT_001081-T1
OG0011357		GBNTT_001084-T1
OG0011358		GBNTT_001102-T1
OG0011359		GBNTT_001104-T1
OG0011360		GBNTT_001106-T1
OG0011361		GBNTT_001109-T1
OG0011362		GBNTT_001111-T1
OG0011363		GBNTT_001113-T1
OG0011364		GBNTT_001114-T1
OG0011365		GBNTT_001120-T1
OG0011366		GBNTT_001145-T1
OG0011367		GBNTT_001172-T1
OG0011368		GBNTT_001174-T1
OG0011369		GBNTT_001175-T1
OG0011370		GBNTT_001181-T1
OG0011371		GBNTT_001182-T1
OG0011372		GBNTT_001183-T1
OG0011373		GBNTT_001210-T1
OG0011374		GBNTT_001211-T1
OG0011375		GBNTT_001217-T1
OG0011376		GBNTT_001224-T1
OG0011377		GBNTT_001244-T1
OG0011378		GBNTT_001245-T1
OG0011379		GBNTT_001246-T1
OG0011380		GBNTT_001250-T1
OG0011381		GBNTT_001253-T1
OG0011382		GBNTT_001254-T1
OG0011383		GBNTT_001255-T1
OG0011384		GBNTT_001277-T1
OG0011385		GBNTT_001280-T1
OG0011386		GBNTT_001288-T1
OG0011387		GBNTT_001290-T1
OG0011388		GBNTT_001292-T1
OG0011389		GBNTT_001319-T1
OG0011390		GBNTT_001320-T1
OG0011391		GBNTT_001325-T1
OG0011392		GBNTT_001326-T1
OG0011393		GBNTT_001328-T1
OG0011394		GBNTT_001330-T1
OG0011395		GBNTT_001337-T1
OG0011396		GBNTT_001339-T1
OG0011397		GBNTT_001359-T1
OG0011398		GBNTT_001373-T1
OG0011399		GBNTT_001375-T1
OG0011400		GBNTT_001393-T1
OG0011401		GBNTT_001398-T1
OG0011402		GBNTT_001400-T1
OG0011403		GBNTT_001401-T1
OG0011404		GBNTT_001424-T1
OG0011405		GBNTT_001436-T1
OG0011406		GBNTT_001463-T1
OG0011407		GBNTT_001477-T1
OG0011408		GBNTT_001486-T1
OG0011409		GBNTT_001497-T1
OG0011410		GBNTT_001508-T1
OG0011411		GBNTT_001510-T1
OG0011412		GBNTT_001511-T1
OG0011413		GBNTT_001514-T1
OG0011414		GBNTT_001516-T1
OG0011415		GBNTT_001538-T1
OG0011416		GBNTT_001541-T1
OG0011417		GBNTT_001542-T1
OG0011418		GBNTT_001554-T1
OG0011419		GBNTT_001569-T1
OG0011420		GBNTT_001587-T1
OG0011421		GBNTT_001595-T1
OG0011422		GBNTT_001615-T1
OG0011423		GBNTT_001617-T1
OG0011424		GBNTT_001618-T1
OG0011425		GBNTT_001625-T1
OG0011426		GBNTT_001626-T1
OG0011427		GBNTT_001627-T1
OG0011428		GBNTT_001628-T1
OG0011429		GBNTT_001635-T1
OG0011430		GBNTT_001646-T1
OG0011431		GBNTT_001658-T1
OG0011432		GBNTT_001661-T1
OG0011433		GBNTT_001684-T1
OG0011434		GBNTT_001686-T1
OG0011435		GBNTT_001688-T1
OG0011436		GBNTT_001691-T1
OG0011437		GBNTT_001692-T1
OG0011438		GBNTT_001694-T1
OG0011439		GBNTT_001696-T1
OG0011440		GBNTT_001697-T1
OG0011441		GBNTT_001699-T1
OG0011442		GBNTT_001710-T1
OG0011443		GBNTT_001716-T1
OG0011444		GBNTT_001747-T1
OG0011445		GBNTT_001762-T1
OG0011446		GBNTT_001768-T1
OG0011447		GBNTT_001790-T1
OG0011448		GBNTT_001791-T1
OG0011449		GBNTT_001795-T1
OG0011450		GBNTT_001797-T1
OG0011451		GBNTT_001798-T1
OG0011452		GBNTT_001826-T1
OG0011453		GBNTT_001827-T1
OG0011454		GBNTT_001905-T1
OG0011455		GBNTT_001935-T1
OG0011456		GBNTT_001967-T1
OG0011457		GBNTT_001988-T1
OG0011458		GBNTT_001989-T1
OG0011459		GBNTT_001993-T1
OG0011460		GBNTT_001994-T1
OG0011461		GBNTT_001995-T1
OG0011462		GBNTT_002002-T1
OG0011463		GBNTT_002018-T1
OG0011464		GBNTT_002023-T1
OG0011465		GBNTT_002026-T1
OG0011466		GBNTT_002028-T1
OG0011467		GBNTT_002050-T1
OG0011468		GBNTT_002056-T1
OG0011469		GBNTT_002057-T1
OG0011470		GBNTT_002058-T1
OG0011471		GBNTT_002073-T1
OG0011472		GBNTT_002081-T1
OG0011473		GBNTT_002083-T1
OG0011474		GBNTT_002089-T1
OG0011475		GBNTT_002090-T1
OG0011476		GBNTT_002098-T1
OG0011477		GBNTT_002104-T1
OG0011478		GBNTT_002108-T1
OG0011479		GBNTT_002110-T1
OG0011480		GBNTT_002113-T1
OG0011481		GBNTT_002114-T1
OG0011482		GBNTT_002117-T1
OG0011483		GBNTT_002167-T1
OG0011484		GBNTT_002170-T1
OG0011485		GBNTT_002176-T1
OG0011486		GBNTT_002202-T1
OG0011487		GBNTT_002203-T1
OG0011488		GBNTT_002204-T1
OG0011489		GBNTT_002205-T1
