	Cunninghamella_echinulata_RSA_2017_Plus.aa	Cunninghamella_echinulata_RSA_2018-.aa
OG0008344	GBNWU_008630-T1	
OG0008345	GBNWU_008635-T1	
OG0008346	GBNWU_008636-T1	
OG0008347	GBNWU_008656-T1	
OG0008348	GBNWU_008664-T1	
OG0008349	GBNWU_008667-T1	
OG0008350	GBNWU_008668-T1	
OG0008351	GBNWU_008669-T1	
OG0008352	GBNWU_008673-T1	
OG0008353	GBNWU_008674-T1	
OG0008354	GBNWU_008684-T1	
OG0008355	GBNWU_008701-T1	
OG0008356	GBNWU_008707-T1	
OG0008357	GBNWU_008711-T1	
OG0008358	GBNWU_008740-T1	
OG0008359	GBNWU_008741-T1	
OG0008360	GBNWU_008747-T1	
OG0008361	GBNWU_008758-T1	
OG0008362	GBNWU_008778-T1	
OG0008363	GBNWU_008779-T1	
OG0008364	GBNWU_008790-T1	
OG0008365	GBNWU_008803-T1	
OG0008366	GBNWU_008813-T1	
OG0008367	GBNWU_008817-T1	
OG0008368	GBNWU_008843-T1	
OG0008369	GBNWU_008853-T1	
OG0008370	GBNWU_008855-T1	
OG0008371	GBNWU_008858-T1	
OG0008372	GBNWU_008859-T1	
OG0008373	GBNWU_008860-T1	
OG0008374	GBNWU_008861-T1	
OG0008375	GBNWU_008862-T1	
OG0008376	GBNWU_008875-T1	
OG0008377	GBNWU_008887-T1	
OG0008378	GBNWU_008890-T1	
OG0008379	GBNWU_008904-T1	
OG0008380	GBNWU_008916-T1	
OG0008381	GBNWU_008917-T1	
OG0008382	GBNWU_008924-T1	
OG0008383	GBNWU_008947-T1	
OG0008384	GBNWU_008952-T1	
OG0008385	GBNWU_008954-T1	
OG0008386	GBNWU_008955-T1	
OG0008387	GBNWU_008988-T1	
OG0008388	GBNWU_009018-T1	
OG0008389	GBNWU_009019-T1	
OG0008390	GBNWU_009022-T1	
OG0008391	GBNWU_009024-T1	
OG0008392	GBNWU_009030-T1	
OG0008393	GBNWU_009033-T1	
OG0008394	GBNWU_009090-T1	
OG0008395	GBNWU_009092-T1	
OG0008396	GBNWU_009116-T1	
OG0008397	GBNWU_009126-T1	
OG0008398	GBNWU_009141-T1	
OG0008399	GBNWU_009149-T1	
OG0008400	GBNWU_009154-T1	
OG0008401	GBNWU_009191-T1	
OG0008402	GBNWU_009194-T1	
OG0008403	GBNWU_009201-T1	
OG0008404	GBNWU_009215-T1	
OG0008405	GBNWU_009223-T1	
OG0008406	GBNWU_009235-T1	
OG0008407	GBNWU_009243-T1	
OG0008408	GBNWU_009244-T1	
OG0008409	GBNWU_009245-T1	
OG0008410	GBNWU_009257-T1	
OG0008411	GBNWU_009307-T1	
OG0008412	GBNWU_009308-T1	
OG0008413	GBNWU_009323-T1	
OG0008414	GBNWU_009343-T1	
OG0008415	GBNWU_009347-T1	
OG0008416	GBNWU_009350-T1	
OG0008417	GBNWU_009351-T1	
OG0008418	GBNWU_009364-T1	
OG0008419	GBNWU_009368-T1	
OG0008420	GBNWU_009370-T1	
OG0008421	GBNWU_009378-T1	
OG0008422	GBNWU_009380-T1	
OG0008423	GBNWU_009381-T1	
OG0008424	GBNWU_009392-T1	
OG0008425	GBNWU_009396-T1	
OG0008426	GBNWU_009400-T1	
OG0008427	GBNWU_009404-T1	
OG0008428	GBNWU_009414-T1	
OG0008429	GBNWU_009415-T1	
OG0008430	GBNWU_009417-T1	
OG0008431	GBNWU_009427-T1	
OG0008432	GBNWU_009435-T1	
OG0008433	GBNWU_009440-T1	
OG0008434	GBNWU_009464-T1	
OG0008435	GBNWU_009470-T1	
OG0008436	GBNWU_009481-T1	
OG0008437	GBNWU_009494-T1	
OG0008438	GBNWU_009514-T1	
OG0008439	GBNWU_009515-T1	
OG0008440	GBNWU_009520-T1	
OG0008441	GBNWU_009523-T1	
OG0008442	GBNWU_009527-T1	
OG0008443	GBNWU_009533-T1	
OG0008444	GBNWU_009545-T1	
OG0008445	GBNWU_009547-T1	
OG0008446	GBNWU_009548-T1	
OG0008447	GBNWU_009586-T1	
OG0008448	GBNWU_009606-T1	
OG0008449	GBNWU_009608-T1	
OG0008450	GBNWU_009637-T1	
OG0008451	GBNWU_009645-T1	
OG0008452	GBNWU_009662-T1	
OG0008453		GBNWW_000075-T1
OG0008454		GBNWW_000143-T1
OG0008455		GBNWW_000164-T1
OG0008456		GBNWW_000165-T1
OG0008457		GBNWW_000182-T1
OG0008458		GBNWW_000208-T1
OG0008459		GBNWW_000225-T1
OG0008460		GBNWW_000231-T1
OG0008461		GBNWW_000235-T1
OG0008462		GBNWW_000277-T1
OG0008463		GBNWW_000286-T1
OG0008464		GBNWW_000323-T1
OG0008465		GBNWW_000326-T1
OG0008466		GBNWW_000345-T1
OG0008467		GBNWW_000377-T1
OG0008468		GBNWW_000398-T1
OG0008469		GBNWW_000419-T1
OG0008470		GBNWW_000420-T1
OG0008471		GBNWW_000421-T1
OG0008472		GBNWW_000425-T1
OG0008473		GBNWW_000448-T1
OG0008474		GBNWW_000521-T1
OG0008475		GBNWW_000532-T1
OG0008476		GBNWW_000544-T1
OG0008477		GBNWW_000549-T1
OG0008478		GBNWW_000556-T1
OG0008479		GBNWW_000564-T1
OG0008480		GBNWW_000571-T1
OG0008481		GBNWW_000572-T1
OG0008482		GBNWW_000580-T1
OG0008483		GBNWW_000590-T1
OG0008484		GBNWW_000636-T1
OG0008485		GBNWW_000646-T1
OG0008486		GBNWW_000653-T1
OG0008487		GBNWW_000669-T1
OG0008488		GBNWW_000672-T1
OG0008489		GBNWW_000673-T1
OG0008490		GBNWW_000682-T1
OG0008491		GBNWW_000695-T1
OG0008492		GBNWW_000704-T1
OG0008493		GBNWW_000729-T1
OG0008494		GBNWW_000735-T1
OG0008495		GBNWW_000737-T1
OG0008496		GBNWW_000740-T1
OG0008497		GBNWW_000752-T1
OG0008498		GBNWW_000770-T1
OG0008499		GBNWW_000782-T1
OG0008500		GBNWW_000787-T1
OG0008501		GBNWW_000788-T1
OG0008502		GBNWW_000790-T1
OG0008503		GBNWW_000802-T1
OG0008504		GBNWW_000825-T1
OG0008505		GBNWW_000827-T1
OG0008506		GBNWW_000831-T1
OG0008507		GBNWW_000842-T1
OG0008508		GBNWW_000881-T1
OG0008509		GBNWW_000885-T1
OG0008510		GBNWW_000913-T1
OG0008511		GBNWW_000927-T1
OG0008512		GBNWW_000943-T1
OG0008513		GBNWW_000949-T1
OG0008514		GBNWW_000953-T1
OG0008515		GBNWW_000955-T1
OG0008516		GBNWW_000956-T1
OG0008517		GBNWW_000958-T1
OG0008518		GBNWW_000960-T1
OG0008519		GBNWW_000968-T1
OG0008520		GBNWW_000975-T1
OG0008521		GBNWW_000979-T1
OG0008522		GBNWW_000982-T1
OG0008523		GBNWW_000987-T1
OG0008524		GBNWW_000988-T1
OG0008525		GBNWW_000995-T1
OG0008526		GBNWW_001002-T1
OG0008527		GBNWW_001006-T1
OG0008528		GBNWW_001009-T1
OG0008529		GBNWW_001010-T1
OG0008530		GBNWW_001011-T1
OG0008531		GBNWW_001037-T1
OG0008532		GBNWW_001039-T1
OG0008533		GBNWW_001055-T1
OG0008534		GBNWW_001063-T1
OG0008535		GBNWW_001076-T1
OG0008536		GBNWW_001077-T1
OG0008537		GBNWW_001078-T1
OG0008538		GBNWW_001079-T1
OG0008539		GBNWW_001080-T1
OG0008540		GBNWW_001082-T1
OG0008541		GBNWW_001085-T1
OG0008542		GBNWW_001094-T1
OG0008543		GBNWW_001101-T1
OG0008544		GBNWW_001118-T1
OG0008545		GBNWW_001122-T1
OG0008546		GBNWW_001136-T1
OG0008547		GBNWW_001156-T1
OG0008548		GBNWW_001171-T1
OG0008549		GBNWW_001187-T1
OG0008550		GBNWW_001191-T1
OG0008551		GBNWW_001199-T1
OG0008552		GBNWW_001201-T1
OG0008553		GBNWW_001206-T1
OG0008554		GBNWW_001213-T1
OG0008555		GBNWW_001249-T1
OG0008556		GBNWW_001271-T1
OG0008557		GBNWW_001278-T1
OG0008558		GBNWW_001287-T1
OG0008559		GBNWW_001288-T1
OG0008560		GBNWW_001297-T1
OG0008561		GBNWW_001299-T1
OG0008562		GBNWW_001315-T1
OG0008563		GBNWW_001330-T1
OG0008564		GBNWW_001337-T1
OG0008565		GBNWW_001338-T1
OG0008566		GBNWW_001341-T1
OG0008567		GBNWW_001345-T1
OG0008568		GBNWW_001346-T1
OG0008569		GBNWW_001347-T1
OG0008570		GBNWW_001348-T1
OG0008571		GBNWW_001351-T1
OG0008572		GBNWW_001356-T1
OG0008573		GBNWW_001359-T1
OG0008574		GBNWW_001364-T1
OG0008575		GBNWW_001375-T1
OG0008576		GBNWW_001397-T1
OG0008577		GBNWW_001431-T1
OG0008578		GBNWW_001438-T1
OG0008579		GBNWW_001465-T1
OG0008580		GBNWW_001467-T1
OG0008581		GBNWW_001468-T1
OG0008582		GBNWW_001471-T1
OG0008583		GBNWW_001481-T1
OG0008584		GBNWW_001498-T1
OG0008585		GBNWW_001512-T1
OG0008586		GBNWW_001528-T1
OG0008587		GBNWW_001533-T1
OG0008588		GBNWW_001536-T1
OG0008589		GBNWW_001545-T1
OG0008590		GBNWW_001554-T1
OG0008591		GBNWW_001556-T1
OG0008592		GBNWW_001624-T1
OG0008593		GBNWW_001626-T1
OG0008594		GBNWW_001630-T1
OG0008595		GBNWW_001634-T1
OG0008596		GBNWW_001658-T1
OG0008597		GBNWW_001666-T1
OG0008598		GBNWW_001669-T1
OG0008599		GBNWW_001676-T1
OG0008600		GBNWW_001694-T1
OG0008601		GBNWW_001695-T1
OG0008602		GBNWW_001706-T1
OG0008603		GBNWW_001732-T1
OG0008604		GBNWW_001770-T1
OG0008605		GBNWW_001799-T1
OG0008606		GBNWW_001830-T1
OG0008607		GBNWW_001839-T1
OG0008608		GBNWW_001842-T1
OG0008609		GBNWW_001856-T1
OG0008610		GBNWW_001861-T1
OG0008611		GBNWW_001866-T1
OG0008612		GBNWW_001897-T1
OG0008613		GBNWW_001902-T1
OG0008614		GBNWW_001910-T1
OG0008615		GBNWW_001934-T1
OG0008616		GBNWW_001935-T1
OG0008617		GBNWW_001960-T1
OG0008618		GBNWW_001976-T1
OG0008619		GBNWW_001981-T1
OG0008620		GBNWW_001986-T1
OG0008621		GBNWW_001988-T1
OG0008622		GBNWW_002001-T1
OG0008623		GBNWW_002004-T1
OG0008624		GBNWW_002010-T1
OG0008625		GBNWW_002012-T1
OG0008626		GBNWW_002020-T1
OG0008627		GBNWW_002027-T1
OG0008628		GBNWW_002028-T1
OG0008629		GBNWW_002036-T1
OG0008630		GBNWW_002039-T1
OG0008631		GBNWW_002043-T1
OG0008632		GBNWW_002054-T1
OG0008633		GBNWW_002055-T1
OG0008634		GBNWW_002073-T1
OG0008635		GBNWW_002112-T1
OG0008636		GBNWW_002116-T1
OG0008637		GBNWW_002125-T1
OG0008638		GBNWW_002142-T1
OG0008639		GBNWW_002163-T1
OG0008640		GBNWW_002180-T1
OG0008641		GBNWW_002203-T1
OG0008642		GBNWW_002228-T1
OG0008643		GBNWW_002231-T1
OG0008644		GBNWW_002252-T1
OG0008645		GBNWW_002253-T1
OG0008646		GBNWW_002265-T1
OG0008647		GBNWW_002273-T1
OG0008648		GBNWW_002295-T1
OG0008649		GBNWW_002298-T1
OG0008650		GBNWW_002299-T1
OG0008651		GBNWW_002307-T1
OG0008652		GBNWW_002324-T1
OG0008653		GBNWW_002332-T1
OG0008654		GBNWW_002334-T1
OG0008655		GBNWW_002339-T1
OG0008656		GBNWW_002343-T1
OG0008657		GBNWW_002346-T1
OG0008658		GBNWW_002381-T1
OG0008659		GBNWW_002411-T1
OG0008660		GBNWW_002415-T1
OG0008661		GBNWW_002437-T1
OG0008662		GBNWW_002475-T1
OG0008663		GBNWW_002483-T1
OG0008664		GBNWW_002494-T1
OG0008665		GBNWW_002498-T1
OG0008666		GBNWW_002512-T1
OG0008667		GBNWW_002535-T1
OG0008668		GBNWW_002541-T1
OG0008669		GBNWW_002582-T1
OG0008670		GBNWW_002583-T1
OG0008671		GBNWW_002584-T1
OG0008672		GBNWW_002588-T1
OG0008673		GBNWW_002621-T1
OG0008674		GBNWW_002628-T1
OG0008675		GBNWW_002632-T1
OG0008676		GBNWW_002641-T1
OG0008677		GBNWW_002668-T1
OG0008678		GBNWW_002669-T1
OG0008679		GBNWW_002672-T1
OG0008680		GBNWW_002684-T1
OG0008681		GBNWW_002701-T1
OG0008682		GBNWW_002717-T1
OG0008683		GBNWW_002719-T1
OG0008684		GBNWW_002729-T1
OG0008685		GBNWW_002739-T1
OG0008686		GBNWW_002749-T1
OG0008687		GBNWW_002750-T1
OG0008688		GBNWW_002780-T1
OG0008689		GBNWW_002788-T1
OG0008690		GBNWW_002790-T1
OG0008691		GBNWW_002836-T1
OG0008692		GBNWW_002847-T1
OG0008693		GBNWW_002852-T1
OG0008694		GBNWW_002853-T1
OG0008695		GBNWW_002885-T1
OG0008696		GBNWW_002894-T1
OG0008697		GBNWW_002913-T1
OG0008698		GBNWW_002931-T1
OG0008699		GBNWW_002932-T1
OG0008700		GBNWW_002950-T1
OG0008701		GBNWW_002958-T1
OG0008702		GBNWW_002972-T1
OG0008703		GBNWW_002974-T1
OG0008704		GBNWW_002988-T1
OG0008705		GBNWW_003039-T1
OG0008706		GBNWW_003047-T1
OG0008707		GBNWW_003049-T1
OG0008708		GBNWW_003055-T1
OG0008709		GBNWW_003111-T1
OG0008710		GBNWW_003114-T1
OG0008711		GBNWW_003119-T1
OG0008712		GBNWW_003136-T1
OG0008713		GBNWW_003140-T1
OG0008714		GBNWW_003144-T1
OG0008715		GBNWW_003146-T1
OG0008716		GBNWW_003202-T1
OG0008717		GBNWW_003231-T1
OG0008718		GBNWW_003252-T1
OG0008719		GBNWW_003268-T1
OG0008720		GBNWW_003296-T1
OG0008721		GBNWW_003309-T1
OG0008722		GBNWW_003311-T1
OG0008723		GBNWW_003312-T1
OG0008724		GBNWW_003313-T1
OG0008725		GBNWW_003324-T1
OG0008726		GBNWW_003356-T1
OG0008727		GBNWW_003411-T1
OG0008728		GBNWW_003429-T1
OG0008729		GBNWW_003465-T1
OG0008730		GBNWW_003474-T1
OG0008731		GBNWW_003491-T1
OG0008732		GBNWW_003526-T1
OG0008733		GBNWW_003531-T1
OG0008734		GBNWW_003546-T1
OG0008735		GBNWW_003582-T1
OG0008736		GBNWW_003612-T1
OG0008737		GBNWW_003618-T1
OG0008738		GBNWW_003619-T1
OG0008739		GBNWW_003621-T1
OG0008740		GBNWW_003622-T1
OG0008741		GBNWW_003624-T1
OG0008742		GBNWW_003625-T1
OG0008743		GBNWW_003631-T1
OG0008744		GBNWW_003632-T1
OG0008745		GBNWW_003634-T1
OG0008746		GBNWW_003642-T1
OG0008747		GBNWW_003659-T1
OG0008748		GBNWW_003678-T1
OG0008749		GBNWW_003683-T1
OG0008750		GBNWW_003690-T1
OG0008751		GBNWW_003691-T1
OG0008752		GBNWW_003720-T1
OG0008753		GBNWW_003731-T1
OG0008754		GBNWW_003734-T1
OG0008755		GBNWW_003744-T1
OG0008756		GBNWW_003748-T1
OG0008757		GBNWW_003759-T1
OG0008758		GBNWW_003765-T1
OG0008759		GBNWW_003801-T1
OG0008760		GBNWW_003822-T1
OG0008761		GBNWW_003859-T1
OG0008762		GBNWW_003865-T1
OG0008763		GBNWW_003869-T1
OG0008764		GBNWW_003870-T1
OG0008765		GBNWW_003882-T1
OG0008766		GBNWW_003887-T1
OG0008767		GBNWW_003890-T1
OG0008768		GBNWW_003891-T1
OG0008769		GBNWW_003892-T1
OG0008770		GBNWW_003898-T1
OG0008771		GBNWW_003914-T1
OG0008772		GBNWW_003933-T1
OG0008773		GBNWW_003937-T1
OG0008774		GBNWW_003980-T1
OG0008775		GBNWW_003990-T1
OG0008776		GBNWW_004012-T1
OG0008777		GBNWW_004038-T1
OG0008778		GBNWW_004049-T1
OG0008779		GBNWW_004054-T1
OG0008780		GBNWW_004060-T1
OG0008781		GBNWW_004093-T1
OG0008782		GBNWW_004101-T1
OG0008783		GBNWW_004114-T1
OG0008784		GBNWW_004122-T1
OG0008785		GBNWW_004154-T1
OG0008786		GBNWW_004161-T1
OG0008787		GBNWW_004193-T1
OG0008788		GBNWW_004215-T1
OG0008789		GBNWW_004218-T1
OG0008790		GBNWW_004226-T1
OG0008791		GBNWW_004240-T1
OG0008792		GBNWW_004242-T1
OG0008793		GBNWW_004256-T1
OG0008794		GBNWW_004260-T1
OG0008795		GBNWW_004262-T1
OG0008796		GBNWW_004269-T1
OG0008797		GBNWW_004276-T1
OG0008798		GBNWW_004300-T1
OG0008799		GBNWW_004309-T1
OG0008800		GBNWW_004319-T1
OG0008801		GBNWW_004337-T1
OG0008802		GBNWW_004345-T1
OG0008803		GBNWW_004353-T1
OG0008804		GBNWW_004357-T1
OG0008805		GBNWW_004379-T1
OG0008806		GBNWW_004381-T1
OG0008807		GBNWW_004390-T1
OG0008808		GBNWW_004430-T1
OG0008809		GBNWW_004453-T1
OG0008810		GBNWW_004460-T1
OG0008811		GBNWW_004473-T1
OG0008812		GBNWW_004476-T1
OG0008813		GBNWW_004500-T1
OG0008814		GBNWW_004502-T1
OG0008815		GBNWW_004519-T1
OG0008816		GBNWW_004536-T1
OG0008817		GBNWW_004560-T1
OG0008818		GBNWW_004568-T1
OG0008819		GBNWW_004595-T1
OG0008820		GBNWW_004596-T1
OG0008821		GBNWW_004620-T1
OG0008822		GBNWW_004657-T1
OG0008823		GBNWW_004660-T1
OG0008824		GBNWW_004667-T1
OG0008825		GBNWW_004688-T1
OG0008826		GBNWW_004712-T1
OG0008827		GBNWW_004715-T1
OG0008828		GBNWW_004742-T1
OG0008829		GBNWW_004751-T1
OG0008830		GBNWW_004756-T1
OG0008831		GBNWW_004786-T1
OG0008832		GBNWW_004800-T1
OG0008833		GBNWW_004802-T1
OG0008834		GBNWW_004826-T1
OG0008835		GBNWW_004848-T1
OG0008836		GBNWW_004895-T1
OG0008837		GBNWW_004910-T1
OG0008838		GBNWW_004919-T1
OG0008839		GBNWW_004922-T1
OG0008840		GBNWW_004933-T1
OG0008841		GBNWW_004945-T1
OG0008842		GBNWW_004951-T1
OG0008843		GBNWW_004963-T1
OG0008844		GBNWW_004982-T1
OG0008845		GBNWW_004996-T1
OG0008846		GBNWW_005006-T1
OG0008847		GBNWW_005008-T1
OG0008848		GBNWW_005013-T1
OG0008849		GBNWW_005020-T1
OG0008850		GBNWW_005023-T1
OG0008851		GBNWW_005031-T1
OG0008852		GBNWW_005043-T1
OG0008853		GBNWW_005045-T1
OG0008854		GBNWW_005046-T1
OG0008855		GBNWW_005047-T1
OG0008856		GBNWW_005048-T1
OG0008857		GBNWW_005049-T1
OG0008858		GBNWW_005050-T1
OG0008859		GBNWW_005051-T1
OG0008860		GBNWW_005052-T1
OG0008861		GBNWW_005053-T1
OG0008862		GBNWW_005054-T1
OG0008863		GBNWW_005055-T1
OG0008864		GBNWW_005056-T1
OG0008865		GBNWW_005057-T1
OG0008866		GBNWW_005058-T1
OG0008867		GBNWW_005060-T1
OG0008868		GBNWW_005061-T1
OG0008869		GBNWW_005062-T1
OG0008870		GBNWW_005068-T1
OG0008871		GBNWW_005069-T1
OG0008872		GBNWW_005074-T1
OG0008873		GBNWW_005085-T1
OG0008874		GBNWW_005092-T1
OG0008875		GBNWW_005093-T1
OG0008876		GBNWW_005096-T1
OG0008877		GBNWW_005111-T1
OG0008878		GBNWW_005148-T1
OG0008879		GBNWW_005157-T1
OG0008880		GBNWW_005174-T1
OG0008881		GBNWW_005186-T1
OG0008882		GBNWW_005194-T1
OG0008883		GBNWW_005197-T1
OG0008884		GBNWW_005209-T1
OG0008885		GBNWW_005222-T1
OG0008886		GBNWW_005229-T1
OG0008887		GBNWW_005234-T1
OG0008888		GBNWW_005239-T1
OG0008889		GBNWW_005248-T1
OG0008890		GBNWW_005265-T1
OG0008891		GBNWW_005285-T1
OG0008892		GBNWW_005316-T1
OG0008893		GBNWW_005344-T1
OG0008894		GBNWW_005350-T1
OG0008895		GBNWW_005357-T1
OG0008896		GBNWW_005362-T1
OG0008897		GBNWW_005370-T1
OG0008898		GBNWW_005407-T1
OG0008899		GBNWW_005431-T1
OG0008900		GBNWW_005434-T1
OG0008901		GBNWW_005436-T1
OG0008902		GBNWW_005442-T1
OG0008903		GBNWW_005452-T1
OG0008904		GBNWW_005464-T1
OG0008905		GBNWW_005467-T1
OG0008906		GBNWW_005468-T1
OG0008907		GBNWW_005476-T1
OG0008908		GBNWW_005483-T1
OG0008909		GBNWW_005492-T1
OG0008910		GBNWW_005504-T1
OG0008911		GBNWW_005518-T1
OG0008912		GBNWW_005526-T1
OG0008913		GBNWW_005527-T1
OG0008914		GBNWW_005537-T1
OG0008915		GBNWW_005548-T1
OG0008916		GBNWW_005549-T1
OG0008917		GBNWW_005550-T1
OG0008918		GBNWW_005561-T1
OG0008919		GBNWW_005579-T1
OG0008920		GBNWW_005588-T1
OG0008921		GBNWW_005601-T1
OG0008922		GBNWW_005606-T1
OG0008923		GBNWW_005624-T1
OG0008924		GBNWW_005640-T1
OG0008925		GBNWW_005649-T1
OG0008926		GBNWW_005651-T1
OG0008927		GBNWW_005699-T1
OG0008928		GBNWW_005705-T1
OG0008929		GBNWW_005709-T1
OG0008930		GBNWW_005718-T1
OG0008931		GBNWW_005721-T1
OG0008932		GBNWW_005729-T1
OG0008933		GBNWW_005740-T1
OG0008934		GBNWW_005751-T1
OG0008935		GBNWW_005752-T1
OG0008936		GBNWW_005753-T1
OG0008937		GBNWW_005761-T1
OG0008938		GBNWW_005763-T1
OG0008939		GBNWW_005778-T1
OG0008940		GBNWW_005779-T1
OG0008941		GBNWW_005785-T1
OG0008942		GBNWW_005794-T1
OG0008943		GBNWW_005795-T1
OG0008944		GBNWW_005796-T1
OG0008945		GBNWW_005813-T1
OG0008946		GBNWW_005829-T1
OG0008947		GBNWW_005840-T1
OG0008948		GBNWW_005850-T1
OG0008949		GBNWW_005865-T1
OG0008950		GBNWW_005869-T1
OG0008951		GBNWW_005871-T1
OG0008952		GBNWW_005882-T1
OG0008953		GBNWW_005907-T1
OG0008954		GBNWW_005940-T1
OG0008955		GBNWW_005955-T1
OG0008956		GBNWW_005976-T1
OG0008957		GBNWW_005977-T1
OG0008958		GBNWW_005991-T1
OG0008959		GBNWW_006014-T1
OG0008960		GBNWW_006016-T1
OG0008961		GBNWW_006029-T1
OG0008962		GBNWW_006031-T1
OG0008963		GBNWW_006041-T1
OG0008964		GBNWW_006088-T1
OG0008965		GBNWW_006090-T1
OG0008966		GBNWW_006100-T1
OG0008967		GBNWW_006101-T1
OG0008968		GBNWW_006116-T1
OG0008969		GBNWW_006139-T1
OG0008970		GBNWW_006156-T1
OG0008971		GBNWW_006172-T1
OG0008972		GBNWW_006173-T1
OG0008973		GBNWW_006178-T1
OG0008974		GBNWW_006191-T1
OG0008975		GBNWW_006197-T1
OG0008976		GBNWW_006217-T1
OG0008977		GBNWW_006218-T1
OG0008978		GBNWW_006231-T1
OG0008979		GBNWW_006267-T1
OG0008980		GBNWW_006275-T1
OG0008981		GBNWW_006283-T1
OG0008982		GBNWW_006285-T1
OG0008983		GBNWW_006295-T1
OG0008984		GBNWW_006321-T1
OG0008985		GBNWW_006332-T1
OG0008986		GBNWW_006364-T1
OG0008987		GBNWW_006378-T1
OG0008988		GBNWW_006398-T1
OG0008989		GBNWW_006404-T1
OG0008990		GBNWW_006416-T1
OG0008991		GBNWW_006417-T1
OG0008992		GBNWW_006435-T1
OG0008993		GBNWW_006444-T1
OG0008994		GBNWW_006449-T1
OG0008995		GBNWW_006450-T1
OG0008996		GBNWW_006474-T1
OG0008997		GBNWW_006501-T1
OG0008998		GBNWW_006508-T1
OG0008999		GBNWW_006520-T1
OG0009000		GBNWW_006523-T1
OG0009001		GBNWW_006534-T1
OG0009002		GBNWW_006536-T1
OG0009003		GBNWW_006546-T1
OG0009004		GBNWW_006550-T1
OG0009005		GBNWW_006558-T1
OG0009006		GBNWW_006561-T1
OG0009007		GBNWW_006562-T1
OG0009008		GBNWW_006601-T1
OG0009009		GBNWW_006604-T1
OG0009010		GBNWW_006620-T1
OG0009011		GBNWW_006655-T1
OG0009012		GBNWW_006659-T1
OG0009013		GBNWW_006682-T1
OG0009014		GBNWW_006699-T1
OG0009015		GBNWW_006705-T1
OG0009016		GBNWW_006720-T1
OG0009017		GBNWW_006725-T1
OG0009018		GBNWW_006726-T1
OG0009019		GBNWW_006734-T1
OG0009020		GBNWW_006740-T1
OG0009021		GBNWW_006741-T1
OG0009022		GBNWW_006747-T1
OG0009023		GBNWW_006748-T1
OG0009024		GBNWW_006755-T1
OG0009025		GBNWW_006756-T1
OG0009026		GBNWW_006770-T1
OG0009027		GBNWW_006774-T1
OG0009028		GBNWW_006794-T1
OG0009029		GBNWW_006800-T1
OG0009030		GBNWW_006807-T1
OG0009031		GBNWW_006811-T1
OG0009032		GBNWW_006827-T1
OG0009033		GBNWW_006828-T1
OG0009034		GBNWW_006830-T1
OG0009035		GBNWW_006831-T1
OG0009036		GBNWW_006832-T1
OG0009037		GBNWW_006834-T1
OG0009038		GBNWW_006846-T1
OG0009039		GBNWW_006848-T1
OG0009040		GBNWW_006849-T1
OG0009041		GBNWW_006870-T1
OG0009042		GBNWW_006871-T1
OG0009043		GBNWW_006872-T1
OG0009044		GBNWW_006927-T1
OG0009045		GBNWW_006930-T1
OG0009046		GBNWW_006943-T1
OG0009047		GBNWW_006972-T1
OG0009048		GBNWW_006977-T1
OG0009049		GBNWW_006992-T1
OG0009050		GBNWW_007001-T1
OG0009051		GBNWW_007003-T1
OG0009052		GBNWW_007004-T1
OG0009053		GBNWW_007007-T1
OG0009054		GBNWW_007045-T1
OG0009055		GBNWW_007061-T1
OG0009056		GBNWW_007071-T1
OG0009057		GBNWW_007097-T1
OG0009058		GBNWW_007109-T1
OG0009059		GBNWW_007111-T1
OG0009060		GBNWW_007126-T1
OG0009061		GBNWW_007150-T1
OG0009062		GBNWW_007152-T1
OG0009063		GBNWW_007157-T1
OG0009064		GBNWW_007158-T1
OG0009065		GBNWW_007164-T1
OG0009066		GBNWW_007184-T1
OG0009067		GBNWW_007187-T1
OG0009068		GBNWW_007188-T1
OG0009069		GBNWW_007189-T1
OG0009070		GBNWW_007196-T1
OG0009071		GBNWW_007206-T1
OG0009072		GBNWW_007234-T1
OG0009073		GBNWW_007263-T1
OG0009074		GBNWW_007304-T1
OG0009075		GBNWW_007305-T1
OG0009076		GBNWW_007310-T1
OG0009077		GBNWW_007322-T1
OG0009078		GBNWW_007324-T1
OG0009079		GBNWW_007329-T1
OG0009080		GBNWW_007330-T1
OG0009081		GBNWW_007344-T1
OG0009082		GBNWW_007366-T1
OG0009083		GBNWW_007369-T1
OG0009084		GBNWW_007387-T1
OG0009085		GBNWW_007405-T1
OG0009086		GBNWW_007412-T1
OG0009087		GBNWW_007415-T1
OG0009088		GBNWW_007422-T1
OG0009089		GBNWW_007423-T1
OG0009090		GBNWW_007430-T1
OG0009091		GBNWW_007435-T1
OG0009092		GBNWW_007438-T1
OG0009093		GBNWW_007443-T1
OG0009094		GBNWW_007449-T1
OG0009095		GBNWW_007452-T1
OG0009096		GBNWW_007457-T1
OG0009097		GBNWW_007469-T1
OG0009098		GBNWW_007473-T1
OG0009099		GBNWW_007491-T1
OG0009100		GBNWW_007492-T1
OG0009101		GBNWW_007493-T1
OG0009102		GBNWW_007515-T1
OG0009103		GBNWW_007522-T1
OG0009104		GBNWW_007528-T1
OG0009105		GBNWW_007546-T1
OG0009106		GBNWW_007576-T1
OG0009107		GBNWW_007580-T1
OG0009108		GBNWW_007591-T1
OG0009109		GBNWW_007594-T1
OG0009110		GBNWW_007606-T1
OG0009111		GBNWW_007637-T1
