	Circinella_umbellata_RSA_505-.aa	Circinella_umbellata_RSA_505_Plus.aa
OG0000497	GBNWG_001679-T1	GBNWH_003504-T1, GBNWH_008765-T1
OG0000498	GBNWG_001686-T1, GBNWG_003102-T1, GBNWG_008908-T1	
OG0000499	GBNWG_001693-T1	GBNWH_007421-T1, GBNWH_009972-T1
OG0000500	GBNWG_001706-T1	GBNWH_004512-T1, GBNWH_004800-T1
OG0000501	GBNWG_001720-T1, GBNWG_008879-T1	GBNWH_011401-T1
OG0000502	GBNWG_001723-T1, GBNWG_007251-T1	GBNWH_009440-T1
OG0000503	GBNWG_001742-T1	GBNWH_002828-T1, GBNWH_010205-T1
OG0000504	GBNWG_001751-T1	GBNWH_001472-T1, GBNWH_009717-T1
OG0000505	GBNWG_001752-T1	GBNWH_008535-T1, GBNWH_011022-T1
OG0000506	GBNWG_001785-T1	GBNWH_004772-T1, GBNWH_010729-T1
OG0000507	GBNWG_001787-T1	GBNWH_000118-T1, GBNWH_011337-T1
OG0000508	GBNWG_001793-T1	GBNWH_000146-T1, GBNWH_011789-T1
OG0000509	GBNWG_001815-T1, GBNWG_008868-T1	GBNWH_007092-T1
OG0000510	GBNWG_001820-T1, GBNWG_008937-T1	GBNWH_006558-T1
OG0000511	GBNWG_001844-T1	GBNWH_000729-T1, GBNWH_010058-T1
OG0000512	GBNWG_001868-T1, GBNWG_010079-T1	GBNWH_007212-T1
OG0000513	GBNWG_001870-T1	GBNWH_002264-T1, GBNWH_003811-T1
OG0000514	GBNWG_001897-T1	GBNWH_000464-T1, GBNWH_006032-T1
OG0000515	GBNWG_001899-T1, GBNWG_009813-T1	GBNWH_006190-T1
OG0000516	GBNWG_001915-T1	GBNWH_006125-T1, GBNWH_008129-T1
OG0000517	GBNWG_001928-T1	GBNWH_005283-T1, GBNWH_009211-T1
OG0000518	GBNWG_001942-T1	GBNWH_002766-T1, GBNWH_008897-T1
OG0000519	GBNWG_001957-T1	GBNWH_005064-T1, GBNWH_006342-T1
OG0000520	GBNWG_001959-T1	GBNWH_006386-T1, GBNWH_008647-T1
OG0000521	GBNWG_001968-T1	GBNWH_010456-T1, GBNWH_011016-T1
OG0000522	GBNWG_001970-T1	GBNWH_001843-T1, GBNWH_009560-T1
OG0000523	GBNWG_001978-T1	GBNWH_001616-T1, GBNWH_007275-T1
OG0000524	GBNWG_001986-T1	GBNWH_000349-T1, GBNWH_006667-T1
OG0000525	GBNWG_001993-T1	GBNWH_008352-T1, GBNWH_010345-T1
OG0000526	GBNWG_001999-T1, GBNWG_007763-T1, GBNWG_008334-T1	
OG0000527	GBNWG_002016-T1, GBNWG_008015-T1	GBNWH_005428-T1
OG0000528	GBNWG_002034-T1	GBNWH_005813-T1, GBNWH_011509-T1
OG0000529	GBNWG_002054-T1	GBNWH_000489-T1, GBNWH_006986-T1
OG0000530	GBNWG_002065-T1	GBNWH_009199-T1, GBNWH_010204-T1
OG0000531	GBNWG_002066-T1, GBNWG_007888-T1	GBNWH_008063-T1
OG0000532	GBNWG_002079-T1	GBNWH_004437-T1, GBNWH_010793-T1
OG0000533	GBNWG_002102-T1, GBNWG_007736-T1	GBNWH_009136-T1
OG0000534	GBNWG_002127-T1	GBNWH_003256-T1, GBNWH_007273-T1
OG0000535	GBNWG_002152-T1	GBNWH_000144-T1, GBNWH_001790-T1
OG0000536	GBNWG_002164-T1	GBNWH_011452-T1, GBNWH_012126-T1
OG0000537	GBNWG_002187-T1	GBNWH_001519-T1, GBNWH_002564-T1
OG0000538	GBNWG_002193-T1	GBNWH_006088-T1, GBNWH_009951-T1
OG0000539	GBNWG_002197-T1	GBNWH_005682-T1, GBNWH_006723-T1
OG0000540	GBNWG_002228-T1	GBNWH_009122-T1, GBNWH_011261-T1
OG0000541	GBNWG_002235-T1	GBNWH_001101-T1, GBNWH_009482-T1
OG0000542	GBNWG_002239-T1	GBNWH_002892-T1, GBNWH_009130-T1
OG0000543	GBNWG_002241-T1	GBNWH_002667-T1, GBNWH_010332-T1
OG0000544	GBNWG_002244-T1, GBNWG_005336-T1	GBNWH_000045-T1
OG0000545	GBNWG_002250-T1	GBNWH_001746-T1, GBNWH_002184-T1
OG0000546	GBNWG_002257-T1	GBNWH_008794-T1, GBNWH_010547-T1
OG0000547	GBNWG_002273-T1, GBNWG_004753-T1	GBNWH_001015-T1
OG0000548	GBNWG_002281-T1, GBNWG_007876-T1	GBNWH_003659-T1
OG0000549	GBNWG_002298-T1, GBNWG_009053-T1	GBNWH_004654-T1
OG0000550	GBNWG_002302-T1	GBNWH_008887-T1, GBNWH_010387-T1
OG0000551	GBNWG_002320-T1	GBNWH_002322-T1, GBNWH_011640-T1
OG0000552	GBNWG_002344-T1	GBNWH_002120-T1, GBNWH_010938-T1
OG0000553	GBNWG_002347-T1	GBNWH_002193-T1, GBNWH_009500-T1
OG0000554	GBNWG_002350-T1	GBNWH_003829-T1, GBNWH_004254-T1
OG0000555	GBNWG_002356-T1	GBNWH_011120-T1, GBNWH_011412-T1
OG0000556	GBNWG_002372-T1	GBNWH_000037-T1, GBNWH_006105-T1
OG0000557	GBNWG_002377-T1	GBNWH_008012-T1, GBNWH_008197-T1
OG0000558	GBNWG_002386-T1	GBNWH_002026-T1, GBNWH_011427-T1
OG0000559	GBNWG_002388-T1	GBNWH_010470-T1, GBNWH_011818-T1
OG0000560	GBNWG_002400-T1	GBNWH_000765-T1, GBNWH_002624-T1
OG0000561	GBNWG_002412-T1	GBNWH_002113-T1, GBNWH_007692-T1
OG0000562	GBNWG_002418-T1	GBNWH_003505-T1, GBNWH_005607-T1
OG0000563	GBNWG_002433-T1	GBNWH_002458-T1, GBNWH_007366-T1
OG0000564	GBNWG_002448-T1	GBNWH_003495-T1, GBNWH_007935-T1
OG0000565	GBNWG_002476-T1, GBNWG_006567-T1	GBNWH_009292-T1
OG0000566	GBNWG_002513-T1	GBNWH_010832-T1, GBNWH_012179-T1
OG0000567	GBNWG_002517-T1	GBNWH_009773-T1, GBNWH_011129-T1
OG0000568	GBNWG_002561-T1	GBNWH_005418-T1, GBNWH_011761-T1
OG0000569	GBNWG_002565-T1	GBNWH_000823-T1, GBNWH_003150-T1
OG0000570	GBNWG_002573-T1, GBNWG_003531-T1	GBNWH_009694-T1
OG0000571	GBNWG_002577-T1	GBNWH_008787-T1, GBNWH_011415-T1
OG0000572	GBNWG_002601-T1	GBNWH_005040-T1, GBNWH_007244-T1
OG0000573	GBNWG_002609-T1	GBNWH_002202-T1, GBNWH_008106-T1
OG0000574	GBNWG_002661-T1	GBNWH_002932-T1, GBNWH_011501-T1
OG0000575	GBNWG_002665-T1	GBNWH_002072-T1, GBNWH_007944-T1
OG0000576	GBNWG_002678-T1, GBNWG_009549-T1	GBNWH_000020-T1
OG0000577	GBNWG_002680-T1	GBNWH_007063-T1, GBNWH_010587-T1
OG0000578	GBNWG_002687-T1	GBNWH_007973-T1, GBNWH_011425-T1
OG0000579	GBNWG_002697-T1, GBNWG_009303-T1	GBNWH_000924-T1
OG0000580	GBNWG_002699-T1, GBNWG_004462-T1	GBNWH_001067-T1
OG0000581	GBNWG_002718-T1	GBNWH_002396-T1, GBNWH_009985-T1
OG0000582	GBNWG_002726-T1	GBNWH_002827-T1, GBNWH_006753-T1
OG0000583	GBNWG_002745-T1	GBNWH_011275-T1, GBNWH_011398-T1
OG0000584	GBNWG_002762-T1	GBNWH_005883-T1, GBNWH_010923-T1
OG0000585	GBNWG_002764-T1	GBNWH_001292-T1, GBNWH_007239-T1
OG0000586	GBNWG_002784-T1	GBNWH_004335-T1, GBNWH_009155-T1
OG0000587	GBNWG_002786-T1	GBNWH_002283-T1, GBNWH_009252-T1
OG0000588	GBNWG_002791-T1	GBNWH_006825-T1, GBNWH_010591-T1
OG0000589	GBNWG_002793-T1	GBNWH_005576-T1, GBNWH_008562-T1
OG0000590	GBNWG_002802-T1, GBNWG_004245-T1	GBNWH_008009-T1
OG0000591	GBNWG_002809-T1, GBNWG_005211-T1	GBNWH_008894-T1
OG0000592	GBNWG_002819-T1	GBNWH_003585-T1, GBNWH_004101-T1
OG0000593	GBNWG_002823-T1	GBNWH_004923-T1, GBNWH_011071-T1
OG0000594	GBNWG_002877-T1, GBNWG_008155-T1	GBNWH_000209-T1
OG0000595	GBNWG_002885-T1	GBNWH_003391-T1, GBNWH_008553-T1
OG0000596	GBNWG_002886-T1	GBNWH_004359-T1, GBNWH_009492-T1
OG0000597	GBNWG_002894-T1	GBNWH_011137-T1, GBNWH_012203-T1
OG0000598	GBNWG_002899-T1	GBNWH_006754-T1, GBNWH_009919-T1
OG0000599	GBNWG_002916-T1	GBNWH_003214-T1, GBNWH_011375-T1
OG0000600	GBNWG_002939-T1	GBNWH_002518-T1, GBNWH_009336-T1
OG0000601	GBNWG_002982-T1	GBNWH_005294-T1, GBNWH_008817-T1
OG0000602	GBNWG_003016-T1, GBNWG_008859-T1	GBNWH_003364-T1
OG0000603	GBNWG_003017-T1, GBNWG_003126-T1, GBNWG_005625-T1	
OG0000604	GBNWG_003056-T1, GBNWG_005099-T1	GBNWH_002233-T1
OG0000605	GBNWG_003060-T1, GBNWG_006106-T1	GBNWH_010403-T1
OG0000606	GBNWG_003100-T1, GBNWG_003150-T1	GBNWH_001533-T1
OG0000607	GBNWG_003115-T1, GBNWG_005254-T1	GBNWH_006648-T1
OG0000608	GBNWG_003142-T1	GBNWH_000649-T1, GBNWH_011341-T1
OG0000609	GBNWG_003148-T1	GBNWH_009167-T1, GBNWH_012151-T1
OG0000610	GBNWG_003159-T1	GBNWH_006556-T1, GBNWH_009892-T1
OG0000611	GBNWG_003183-T1	GBNWH_005274-T1, GBNWH_010437-T1
OG0000612	GBNWG_003202-T1, GBNWG_009098-T1	GBNWH_004481-T1
OG0000613	GBNWG_003255-T1	GBNWH_007804-T1, GBNWH_010041-T1
OG0000614	GBNWG_003260-T1	GBNWH_004195-T1, GBNWH_005875-T1
OG0000615	GBNWG_003265-T1	GBNWH_002474-T1, GBNWH_005360-T1
OG0000616	GBNWG_003271-T1, GBNWG_005089-T1	GBNWH_011400-T1
OG0000617	GBNWG_003273-T1, GBNWG_006983-T1	GBNWH_003798-T1
OG0000618	GBNWG_003299-T1	GBNWH_003193-T1, GBNWH_010975-T1
OG0000619	GBNWG_003343-T1	GBNWH_001932-T1, GBNWH_008142-T1
OG0000620	GBNWG_003353-T1	GBNWH_000480-T1, GBNWH_011712-T1
OG0000621	GBNWG_003370-T1	GBNWH_000125-T1, GBNWH_008672-T1
OG0000622	GBNWG_003371-T1	GBNWH_006458-T1, GBNWH_007987-T1
OG0000623	GBNWG_003375-T1	GBNWH_003078-T1, GBNWH_006313-T1
OG0000624	GBNWG_003379-T1	GBNWH_000049-T1, GBNWH_001381-T1
OG0000625	GBNWG_003383-T1	GBNWH_006570-T1, GBNWH_007735-T1
OG0000626	GBNWG_003404-T1	GBNWH_003211-T1, GBNWH_007013-T1
OG0000627	GBNWG_003428-T1	GBNWH_001255-T1, GBNWH_008344-T1
OG0000628	GBNWG_003430-T1	GBNWH_004171-T1, GBNWH_006675-T1
OG0000629	GBNWG_003448-T1	GBNWH_003241-T1, GBNWH_009540-T1
OG0000630	GBNWG_003463-T1	GBNWH_008711-T1, GBNWH_012165-T1
OG0000631	GBNWG_003481-T1	GBNWH_010733-T1, GBNWH_011870-T1
OG0000632	GBNWG_003491-T1	GBNWH_003297-T1, GBNWH_009398-T1
OG0000633	GBNWG_003493-T1	GBNWH_005594-T1, GBNWH_007015-T1
OG0000634	GBNWG_003499-T1	GBNWH_002911-T1, GBNWH_010918-T1
OG0000635	GBNWG_003518-T1, GBNWG_006310-T1	GBNWH_005691-T1
OG0000636	GBNWG_003538-T1, GBNWG_008166-T1	GBNWH_005049-T1
OG0000637	GBNWG_003585-T1	GBNWH_000938-T1, GBNWH_001880-T1
OG0000638	GBNWG_003608-T1	GBNWH_002918-T1, GBNWH_011146-T1
OG0000639	GBNWG_003651-T1	GBNWH_004978-T1, GBNWH_011224-T1
OG0000640	GBNWG_003657-T1	GBNWH_001228-T1, GBNWH_005091-T1
OG0000641	GBNWG_003686-T1	GBNWH_008096-T1, GBNWH_009926-T1
OG0000642	GBNWG_003688-T1	GBNWH_004757-T1, GBNWH_005222-T1
OG0000643	GBNWG_003705-T1	GBNWH_000397-T1, GBNWH_006024-T1
OG0000644	GBNWG_003717-T1	GBNWH_003778-T1, GBNWH_007530-T1
OG0000645	GBNWG_003739-T1	GBNWH_001094-T1, GBNWH_001096-T1
OG0000646	GBNWG_003746-T1, GBNWG_006410-T1	GBNWH_009237-T1
OG0000647	GBNWG_003766-T1, GBNWG_006655-T1	GBNWH_007073-T1
OG0000648	GBNWG_003777-T1	GBNWH_002701-T1, GBNWH_005312-T1
OG0000649	GBNWG_003794-T1	GBNWH_001206-T1, GBNWH_010798-T1
OG0000650	GBNWG_003831-T1	GBNWH_002046-T1, GBNWH_008062-T1
OG0000651	GBNWG_003838-T1	GBNWH_002688-T1, GBNWH_009063-T1
OG0000652	GBNWG_003849-T1	GBNWH_003081-T1, GBNWH_005667-T1
OG0000653	GBNWG_003854-T1, GBNWG_006636-T1	GBNWH_006085-T1
OG0000654	GBNWG_003856-T1	GBNWH_007343-T1, GBNWH_009195-T1
OG0000655	GBNWG_003885-T1	GBNWH_010340-T1, GBNWH_010393-T1
OG0000656	GBNWG_003892-T1	GBNWH_003463-T1, GBNWH_006217-T1
OG0000657	GBNWG_003905-T1	GBNWH_002540-T1, GBNWH_003558-T1
OG0000658	GBNWG_003965-T1, GBNWG_007455-T1	GBNWH_011439-T1
OG0000659	GBNWG_003977-T1	GBNWH_000292-T1, GBNWH_002758-T1
OG0000660	GBNWG_003990-T1	GBNWH_008892-T1, GBNWH_010516-T1
OG0000661	GBNWG_004000-T1	GBNWH_004277-T1, GBNWH_011136-T1
OG0000662	GBNWG_004011-T1	GBNWH_003476-T1, GBNWH_006980-T1
OG0000663	GBNWG_004026-T1, GBNWG_008483-T1	GBNWH_006698-T1
OG0000664	GBNWG_004027-T1, GBNWG_005764-T1	GBNWH_005324-T1
OG0000665	GBNWG_004046-T1	GBNWH_002138-T1, GBNWH_002839-T1
OG0000666	GBNWG_004052-T1, GBNWG_005069-T1	GBNWH_008364-T1
OG0000667	GBNWG_004056-T1	GBNWH_000238-T1, GBNWH_001002-T1
OG0000668	GBNWG_004105-T1, GBNWG_006368-T1	GBNWH_009020-T1
OG0000669	GBNWG_004125-T1	GBNWH_010038-T1, GBNWH_010073-T1
OG0000670	GBNWG_004143-T1	GBNWH_004743-T1, GBNWH_005448-T1
OG0000671	GBNWG_004169-T1, GBNWG_008054-T1	GBNWH_001760-T1
OG0000672	GBNWG_004192-T1	GBNWH_000941-T1, GBNWH_002292-T1
OG0000673	GBNWG_004217-T1	GBNWH_000982-T1, GBNWH_006035-T1
OG0000674	GBNWG_004230-T1, GBNWG_006511-T1	GBNWH_009983-T1
OG0000675	GBNWG_004247-T1	GBNWH_005604-T1, GBNWH_012141-T1
OG0000676	GBNWG_004257-T1	GBNWH_002106-T1, GBNWH_011087-T1
OG0000677	GBNWG_004262-T1	GBNWH_001753-T1, GBNWH_002887-T1
OG0000678	GBNWG_004350-T1, GBNWG_005389-T1	GBNWH_003987-T1
OG0000679	GBNWG_004389-T1	GBNWH_004898-T1, GBNWH_010118-T1
OG0000680	GBNWG_004409-T1	GBNWH_002446-T1, GBNWH_009586-T1
OG0000681	GBNWG_004461-T1	GBNWH_001970-T1, GBNWH_009885-T1
OG0000682	GBNWG_004499-T1	GBNWH_000486-T1, GBNWH_009914-T1
OG0000683	GBNWG_004504-T1	GBNWH_002671-T1, GBNWH_011732-T1
OG0000684	GBNWG_004512-T1	GBNWH_000129-T1, GBNWH_006691-T1
OG0000685	GBNWG_004565-T1	GBNWH_000811-T1, GBNWH_012043-T1
OG0000686	GBNWG_004640-T1, GBNWG_007493-T1	GBNWH_000906-T1
OG0000687	GBNWG_004648-T1	GBNWH_000230-T1, GBNWH_001505-T1
OG0000688	GBNWG_004661-T1	GBNWH_001523-T1, GBNWH_003607-T1
OG0000689	GBNWG_004673-T1, GBNWG_009624-T1	GBNWH_004364-T1
OG0000690	GBNWG_004748-T1	GBNWH_005826-T1, GBNWH_008745-T1
OG0000691	GBNWG_004839-T1	GBNWH_000159-T1, GBNWH_010804-T1
OG0000692	GBNWG_004842-T1	GBNWH_005529-T1, GBNWH_009467-T1
OG0000693	GBNWG_004843-T1	GBNWH_004838-T1, GBNWH_008689-T1
OG0000694	GBNWG_004891-T1	GBNWH_004824-T1, GBNWH_009631-T1
OG0000695	GBNWG_004927-T1, GBNWG_008709-T1	GBNWH_002695-T1
OG0000696	GBNWG_004946-T1, GBNWG_008748-T1	GBNWH_009552-T1
OG0000697	GBNWG_004956-T1	GBNWH_002265-T1, GBNWH_003584-T1
OG0000698	GBNWG_004975-T1, GBNWG_009990-T1	GBNWH_000318-T1
OG0000699	GBNWG_004978-T1	GBNWH_011040-T1, GBNWH_011718-T1
OG0000700	GBNWG_005008-T1, GBNWG_009005-T1	GBNWH_000169-T1
OG0000701	GBNWG_005018-T1	GBNWH_000261-T1, GBNWH_009395-T1
OG0000702	GBNWG_005025-T1	GBNWH_001708-T1, GBNWH_009137-T1
OG0000703	GBNWG_005032-T1, GBNWG_007466-T1	GBNWH_005483-T1
OG0000704	GBNWG_005034-T1	GBNWH_002980-T1, GBNWH_011198-T1
OG0000705	GBNWG_005057-T1	GBNWH_000497-T1, GBNWH_010927-T1
OG0000706	GBNWG_005067-T1	GBNWH_008395-T1, GBNWH_010183-T1
OG0000707	GBNWG_005090-T1	GBNWH_002731-T1, GBNWH_010384-T1
OG0000708	GBNWG_005152-T1	GBNWH_000081-T1, GBNWH_005313-T1
OG0000709	GBNWG_005156-T1	GBNWH_000581-T1, GBNWH_010850-T1
OG0000710	GBNWG_005163-T1	GBNWH_000229-T1, GBNWH_001506-T1
OG0000711	GBNWG_005167-T1	GBNWH_000759-T1, GBNWH_002948-T1
OG0000712	GBNWG_005193-T1, GBNWG_007603-T1	GBNWH_002753-T1
OG0000713	GBNWG_005213-T1	GBNWH_002673-T1, GBNWH_008542-T1
OG0000714	GBNWG_005214-T1	GBNWH_009154-T1, GBNWH_009681-T1
OG0000715	GBNWG_005237-T1, GBNWG_008398-T1	GBNWH_009559-T1
OG0000716	GBNWG_005238-T1	GBNWH_003733-T1, GBNWH_011483-T1
OG0000717	GBNWG_005268-T1	GBNWH_004472-T1, GBNWH_008775-T1
OG0000718	GBNWG_005273-T1	GBNWH_001172-T1, GBNWH_002994-T1
OG0000719	GBNWG_005288-T1	GBNWH_003128-T1, GBNWH_008884-T1
OG0000720	GBNWG_005289-T1	GBNWH_001513-T1, GBNWH_010097-T1
OG0000721	GBNWG_005318-T1	GBNWH_009037-T1, GBNWH_009268-T1
OG0000722	GBNWG_005321-T1	GBNWH_004821-T1, GBNWH_011380-T1
OG0000723	GBNWG_005346-T1	GBNWH_000820-T1, GBNWH_005158-T1
OG0000724	GBNWG_005352-T1	GBNWH_003216-T1, GBNWH_008807-T1
OG0000725	GBNWG_005366-T1	GBNWH_005184-T1, GBNWH_007622-T1
OG0000726	GBNWG_005432-T1	GBNWH_002801-T1, GBNWH_005817-T1
OG0000727	GBNWG_005451-T1	GBNWH_000853-T1, GBNWH_012140-T1
OG0000728	GBNWG_005455-T1	GBNWH_000945-T1, GBNWH_001628-T1
OG0000729	GBNWG_005474-T1	GBNWH_002571-T1, GBNWH_006817-T1
OG0000730	GBNWG_005478-T1	GBNWH_003383-T1, GBNWH_007380-T1
OG0000731	GBNWG_005571-T1	GBNWH_003877-T1, GBNWH_009946-T1
OG0000732	GBNWG_005604-T1	GBNWH_009788-T1, GBNWH_010666-T1
OG0000733	GBNWG_005623-T1, GBNWG_008984-T1	GBNWH_011815-T1
OG0000734	GBNWG_005626-T1	GBNWH_006124-T1, GBNWH_008130-T1
OG0000735	GBNWG_005638-T1	GBNWH_006959-T1, GBNWH_011658-T1
OG0000736	GBNWG_005680-T1	GBNWH_007283-T1, GBNWH_008834-T1
OG0000737	GBNWG_005687-T1	GBNWH_002906-T1, GBNWH_004424-T1
OG0000738	GBNWG_005737-T1	GBNWH_004208-T1, GBNWH_010321-T1
OG0000739	GBNWG_005746-T1	GBNWH_007329-T1, GBNWH_010186-T1
OG0000740	GBNWG_005748-T1	GBNWH_011017-T1, GBNWH_011276-T1
OG0000741	GBNWG_005786-T1	GBNWH_008916-T1, GBNWH_010556-T1
OG0000742	GBNWG_005802-T1	GBNWH_009893-T1, GBNWH_012120-T1
OG0000743	GBNWG_005810-T1	GBNWH_010721-T1, GBNWH_011158-T1
OG0000744	GBNWG_005825-T1	GBNWH_005505-T1, GBNWH_010046-T1
OG0000745	GBNWG_005858-T1	GBNWH_010026-T1, GBNWH_011302-T1
OG0000746	GBNWG_005859-T1	GBNWH_004386-T1, GBNWH_009282-T1
OG0000747	GBNWG_005860-T1	GBNWH_002339-T1, GBNWH_004157-T1
OG0000748	GBNWG_005877-T1	GBNWH_009485-T1, GBNWH_009620-T1
OG0000749	GBNWG_005883-T1	GBNWH_001300-T1, GBNWH_003263-T1
OG0000750	GBNWG_005908-T1	GBNWH_000283-T1, GBNWH_003593-T1
OG0000751	GBNWG_005928-T1	GBNWH_004183-T1, GBNWH_010256-T1
OG0000752	GBNWG_005955-T1	GBNWH_009611-T1, GBNWH_011996-T1
OG0000753	GBNWG_005960-T1	GBNWH_007288-T1, GBNWH_010099-T1
OG0000754	GBNWG_005983-T1	GBNWH_005273-T1, GBNWH_009224-T1
OG0000755	GBNWG_005991-T1	GBNWH_002636-T1, GBNWH_007398-T1
OG0000756	GBNWG_006041-T1	GBNWH_003065-T1, GBNWH_004869-T1
OG0000757	GBNWG_006054-T1	GBNWH_003644-T1, GBNWH_006040-T1
OG0000758	GBNWG_006077-T1	GBNWH_000929-T1, GBNWH_000931-T1
OG0000759	GBNWG_006171-T1	GBNWH_009602-T1, GBNWH_010754-T1
OG0000760	GBNWG_006199-T1	GBNWH_003835-T1, GBNWH_011766-T1
OG0000761	GBNWG_006244-T1	GBNWH_000313-T1, GBNWH_007362-T1
OG0000762	GBNWG_006255-T1	GBNWH_009752-T1, GBNWH_011274-T1
OG0000763	GBNWG_006256-T1	GBNWH_005012-T1, GBNWH_005013-T1
OG0000764	GBNWG_006325-T1	GBNWH_003941-T1, GBNWH_012099-T1
OG0000765	GBNWG_006336-T1	GBNWH_004515-T1, GBNWH_005931-T1
OG0000766	GBNWG_006338-T1	GBNWH_001070-T1, GBNWH_011177-T1
OG0000767	GBNWG_006431-T1	GBNWH_002621-T1, GBNWH_011835-T1
OG0000768	GBNWG_006434-T1, GBNWG_006661-T1	GBNWH_006497-T1
OG0000769	GBNWG_006448-T1	GBNWH_000591-T1, GBNWH_007566-T1
OG0000770	GBNWG_006469-T1	GBNWH_001264-T1, GBNWH_001980-T1
OG0000771	GBNWG_006477-T1	GBNWH_007698-T1, GBNWH_007896-T1
OG0000772	GBNWG_006481-T1	GBNWH_008413-T1, GBNWH_010496-T1
OG0000773	GBNWG_006487-T1	GBNWH_006074-T1, GBNWH_009859-T1
OG0000774	GBNWG_006488-T1	GBNWH_000573-T1, GBNWH_011522-T1
OG0000775	GBNWG_006498-T1	GBNWH_007689-T1, GBNWH_008328-T1
OG0000776	GBNWG_006501-T1	GBNWH_006424-T1, GBNWH_011966-T1
OG0000777	GBNWG_006568-T1	GBNWH_002295-T1, GBNWH_012139-T1
OG0000778	GBNWG_006591-T1	GBNWH_001886-T1, GBNWH_009574-T1
OG0000779	GBNWG_006618-T1	GBNWH_006719-T1, GBNWH_009124-T1
OG0000780	GBNWG_006634-T1	GBNWH_005445-T1, GBNWH_010061-T1
OG0000781	GBNWG_006642-T1	GBNWH_003702-T1, GBNWH_004044-T1
OG0000782	GBNWG_006654-T1	GBNWH_002213-T1, GBNWH_004264-T1
OG0000783	GBNWG_006765-T1	GBNWH_005241-T1, GBNWH_011656-T1
OG0000784	GBNWG_006850-T1	GBNWH_003325-T1, GBNWH_007568-T1
OG0000785	GBNWG_006864-T1	GBNWH_005471-T1, GBNWH_009553-T1
OG0000786	GBNWG_006892-T1, GBNWG_009730-T1	GBNWH_006978-T1
OG0000787	GBNWG_006908-T1, GBNWG_007983-T1	GBNWH_000773-T1
OG0000788	GBNWG_006918-T1	GBNWH_007383-T1, GBNWH_010116-T1
OG0000789	GBNWG_006944-T1	GBNWH_001201-T1, GBNWH_002579-T1
OG0000790	GBNWG_006961-T1	GBNWH_008502-T1, GBNWH_009866-T1
OG0000791	GBNWG_006973-T1	GBNWH_005185-T1, GBNWH_007243-T1
OG0000792	GBNWG_006976-T1	GBNWH_003060-T1, GBNWH_004651-T1
OG0000793	GBNWG_006977-T1	GBNWH_007879-T1, GBNWH_009616-T1
OG0000794	GBNWG_006984-T1	GBNWH_001658-T1, GBNWH_008054-T1
OG0000795	GBNWG_006985-T1	GBNWH_000731-T1, GBNWH_008456-T1
OG0000796	GBNWG_007020-T1	GBNWH_001400-T1, GBNWH_001813-T1
OG0000797	GBNWG_007036-T1	GBNWH_008345-T1, GBNWH_010521-T1
OG0000798	GBNWG_007037-T1	GBNWH_010935-T1, GBNWH_011481-T1
OG0000799	GBNWG_007042-T1	GBNWH_000655-T1, GBNWH_006579-T1
OG0000800	GBNWG_007074-T1	GBNWH_009870-T1, GBNWH_011680-T1
OG0000801	GBNWG_007076-T1	GBNWH_001992-T1, GBNWH_008641-T1
OG0000802	GBNWG_007090-T1	GBNWH_008028-T1, GBNWH_009641-T1
OG0000803	GBNWG_007099-T1	GBNWH_010148-T1, GBNWH_011473-T1
OG0000804	GBNWG_007136-T1	GBNWH_000147-T1, GBNWH_006168-T1
OG0000805	GBNWG_007145-T1	GBNWH_008747-T1, GBNWH_010877-T1
OG0000806	GBNWG_007148-T1	GBNWH_007890-T1, GBNWH_010301-T1
OG0000807	GBNWG_007149-T1	GBNWH_008973-T1, GBNWH_011721-T1
OG0000808	GBNWG_007219-T1, GBNWG_008233-T1	GBNWH_004695-T1
OG0000809	GBNWG_007233-T1	GBNWH_007120-T1, GBNWH_010040-T1
OG0000810	GBNWG_007253-T1	GBNWH_002190-T1, GBNWH_005264-T1
OG0000811	GBNWG_007281-T1	GBNWH_003392-T1, GBNWH_004307-T1
OG0000812	GBNWG_007345-T1	GBNWH_008011-T1, GBNWH_008198-T1
OG0000813	GBNWG_007346-T1	GBNWH_008010-T1, GBNWH_009238-T1
OG0000814	GBNWG_007375-T1	GBNWH_000668-T1, GBNWH_009970-T1
OG0000815	GBNWG_007436-T1	GBNWH_004766-T1, GBNWH_011093-T1
OG0000816	GBNWG_007462-T1	GBNWH_008603-T1, GBNWH_010238-T1
OG0000817	GBNWG_007463-T1	GBNWH_002025-T1, GBNWH_005828-T1
OG0000818	GBNWG_007479-T1	GBNWH_004061-T1, GBNWH_009962-T1
OG0000819	GBNWG_007494-T1, GBNWG_010049-T1	GBNWH_003993-T1
OG0000820	GBNWG_007519-T1	GBNWH_004891-T1, GBNWH_006564-T1
OG0000821	GBNWG_007540-T1	GBNWH_000951-T1, GBNWH_001109-T1
OG0000822	GBNWG_007543-T1	GBNWH_008940-T1, GBNWH_009198-T1
OG0000823	GBNWG_007552-T1	GBNWH_007379-T1, GBNWH_012028-T1
OG0000824	GBNWG_007566-T1	GBNWH_000102-T1, GBNWH_007099-T1
OG0000825	GBNWG_007611-T1	GBNWH_005735-T1, GBNWH_010290-T1
OG0000826	GBNWG_007737-T1	GBNWH_000063-T1, GBNWH_001672-T1
OG0000827	GBNWG_007780-T1	GBNWH_006799-T1, GBNWH_011420-T1
OG0000828	GBNWG_007785-T1	GBNWH_000157-T1, GBNWH_003875-T1
