	Circinella_umbellata_RSA_505-.aa	Circinella_umbellata_RSA_505_Plus.aa
OG0005380	GBNWG_003096-T1	
OG0005381	GBNWG_003098-T1	
OG0005382	GBNWG_003099-T1	
OG0005383	GBNWG_003101-T1	
OG0005384	GBNWG_003103-T1	
OG0005385	GBNWG_003104-T1	
OG0005386	GBNWG_003105-T1	
OG0005387	GBNWG_003106-T1	
OG0005388	GBNWG_003109-T1	
OG0005389	GBNWG_003110-T1	
OG0005390	GBNWG_003113-T1	
OG0005391	GBNWG_003116-T1	
OG0005392	GBNWG_003119-T1	
OG0005393	GBNWG_003120-T1	
OG0005394	GBNWG_003122-T1	
OG0005395	GBNWG_003123-T1	
OG0005396	GBNWG_003124-T1	
OG0005397	GBNWG_003125-T1	
OG0005398	GBNWG_003127-T1	
OG0005399	GBNWG_003128-T1	
OG0005400	GBNWG_003129-T1	
OG0005401	GBNWG_003130-T1	
OG0005402	GBNWG_003131-T1	
OG0005403	GBNWG_003132-T1	
OG0005404	GBNWG_003136-T1	
OG0005405	GBNWG_003138-T1	
OG0005406	GBNWG_003139-T1	
OG0005407	GBNWG_003140-T1	
OG0005408	GBNWG_003146-T1	
OG0005409	GBNWG_003151-T1	
OG0005410	GBNWG_003152-T1	
OG0005411	GBNWG_003154-T1	
OG0005412	GBNWG_003156-T1	
OG0005413	GBNWG_003157-T1	
OG0005414	GBNWG_003158-T1	
OG0005415	GBNWG_003160-T1	
OG0005416	GBNWG_003161-T1	
OG0005417	GBNWG_003165-T1	
OG0005418	GBNWG_003166-T1	
OG0005419	GBNWG_003167-T1	
OG0005420	GBNWG_003168-T1	
OG0005421	GBNWG_003169-T1	
OG0005422	GBNWG_003170-T1	
OG0005423	GBNWG_003171-T1	
OG0005424	GBNWG_003172-T1	
OG0005425	GBNWG_003173-T1	
OG0005426	GBNWG_003176-T1	
OG0005427	GBNWG_003177-T1	
OG0005428	GBNWG_003178-T1	
OG0005429	GBNWG_003180-T1	
OG0005430	GBNWG_003184-T1	
OG0005431	GBNWG_003185-T1	
OG0005432	GBNWG_003186-T1	
OG0005433	GBNWG_003187-T1	
OG0005434	GBNWG_003188-T1	
OG0005435	GBNWG_003189-T1	
OG0005436	GBNWG_003190-T1	
OG0005437	GBNWG_003191-T1	
OG0005438	GBNWG_003193-T1	
OG0005439	GBNWG_003194-T1	
OG0005440	GBNWG_003196-T1	
OG0005441	GBNWG_003197-T1	
OG0005442	GBNWG_003198-T1	
OG0005443	GBNWG_003199-T1	
OG0005444	GBNWG_003200-T1	
OG0005445	GBNWG_003201-T1	
OG0005446	GBNWG_003203-T1	
OG0005447	GBNWG_003204-T1	
OG0005448	GBNWG_003205-T1	
OG0005449	GBNWG_003207-T1	
OG0005450	GBNWG_003208-T1	
OG0005451	GBNWG_003209-T1	
OG0005452	GBNWG_003210-T1	
OG0005453	GBNWG_003211-T1	
OG0005454	GBNWG_003213-T1	
OG0005455	GBNWG_003214-T1	
OG0005456	GBNWG_003215-T1	
OG0005457	GBNWG_003216-T1	
OG0005458	GBNWG_003217-T1	
OG0005459	GBNWG_003218-T1	
OG0005460	GBNWG_003219-T1	
OG0005461	GBNWG_003221-T1	
OG0005462	GBNWG_003222-T1	
OG0005463	GBNWG_003223-T1	
OG0005464	GBNWG_003224-T1	
OG0005465	GBNWG_003226-T1	
OG0005466	GBNWG_003227-T1	
OG0005467	GBNWG_003228-T1	
OG0005468	GBNWG_003229-T1	
OG0005469	GBNWG_003230-T1	
OG0005470	GBNWG_003231-T1	
OG0005471	GBNWG_003233-T1	
OG0005472	GBNWG_003234-T1	
OG0005473	GBNWG_003235-T1	
OG0005474	GBNWG_003238-T1	
OG0005475	GBNWG_003239-T1	
OG0005476	GBNWG_003240-T1	
OG0005477	GBNWG_003244-T1	
OG0005478	GBNWG_003245-T1	
OG0005479	GBNWG_003246-T1	
OG0005480	GBNWG_003247-T1	
OG0005481	GBNWG_003256-T1	
OG0005482	GBNWG_003257-T1	
OG0005483	GBNWG_003264-T1	
OG0005484	GBNWG_003267-T1	
OG0005485	GBNWG_003270-T1	
OG0005486	GBNWG_003272-T1	
OG0005487	GBNWG_003274-T1	
OG0005488	GBNWG_003275-T1	
OG0005489	GBNWG_003276-T1	
OG0005490	GBNWG_003277-T1	
OG0005491	GBNWG_003278-T1	
OG0005492	GBNWG_003279-T1	
OG0005493	GBNWG_003280-T1	
OG0005494	GBNWG_003281-T1	
OG0005495	GBNWG_003282-T1	
OG0005496	GBNWG_003283-T1	
OG0005497	GBNWG_003284-T1	
OG0005498	GBNWG_003285-T1	
OG0005499	GBNWG_003287-T1	
OG0005500	GBNWG_003288-T1	
OG0005501	GBNWG_003290-T1	
OG0005502	GBNWG_003293-T1	
OG0005503	GBNWG_003294-T1	
OG0005504	GBNWG_003296-T1	
OG0005505	GBNWG_003297-T1	
OG0005506	GBNWG_003298-T1	
OG0005507	GBNWG_003300-T1	
OG0005508	GBNWG_003301-T1	
OG0005509	GBNWG_003302-T1	
OG0005510	GBNWG_003303-T1	
OG0005511	GBNWG_003304-T1	
OG0005512	GBNWG_003309-T1	
OG0005513	GBNWG_003312-T1	
OG0005514	GBNWG_003313-T1	
OG0005515	GBNWG_003315-T1	
OG0005516	GBNWG_003316-T1	
OG0005517	GBNWG_003317-T1	
OG0005518	GBNWG_003318-T1	
OG0005519	GBNWG_003320-T1	
OG0005520	GBNWG_003323-T1	
OG0005521	GBNWG_003324-T1	
OG0005522	GBNWG_003325-T1	
OG0005523	GBNWG_003326-T1	
OG0005524	GBNWG_003327-T1	
OG0005525	GBNWG_003330-T1	
OG0005526	GBNWG_003331-T1	
OG0005527	GBNWG_003334-T1	
OG0005528	GBNWG_003335-T1	
OG0005529	GBNWG_003336-T1	
OG0005530	GBNWG_003337-T1	
OG0005531	GBNWG_003339-T1	
OG0005532	GBNWG_003341-T1	
OG0005533	GBNWG_003349-T1	
OG0005534	GBNWG_003350-T1	
OG0005535	GBNWG_003354-T1	
OG0005536	GBNWG_003355-T1	
OG0005537	GBNWG_003356-T1	
OG0005538	GBNWG_003357-T1	
OG0005539	GBNWG_003359-T1	
OG0005540	GBNWG_003360-T1	
OG0005541	GBNWG_003363-T1	
OG0005542	GBNWG_003365-T1	
OG0005543	GBNWG_003366-T1	
OG0005544	GBNWG_003367-T1	
OG0005545	GBNWG_003368-T1	
OG0005546	GBNWG_003369-T1	
OG0005547	GBNWG_003373-T1	
OG0005548	GBNWG_003374-T1	
OG0005549	GBNWG_003377-T1	
OG0005550	GBNWG_003378-T1	
OG0005551	GBNWG_003380-T1	
OG0005552	GBNWG_003381-T1	
OG0005553	GBNWG_003394-T1	
OG0005554	GBNWG_003396-T1	
OG0005555	GBNWG_003397-T1	
OG0005556	GBNWG_003399-T1	
OG0005557	GBNWG_003400-T1	
OG0005558	GBNWG_003403-T1	
OG0005559	GBNWG_003405-T1	
OG0005560	GBNWG_003406-T1	
OG0005561	GBNWG_003408-T1	
OG0005562	GBNWG_003410-T1	
OG0005563	GBNWG_003412-T1	
OG0005564	GBNWG_003416-T1	
OG0005565	GBNWG_003417-T1	
OG0005566	GBNWG_003418-T1	
OG0005567	GBNWG_003419-T1	
OG0005568	GBNWG_003420-T1	
OG0005569	GBNWG_003421-T1	
OG0005570	GBNWG_003422-T1	
OG0005571	GBNWG_003426-T1	
OG0005572	GBNWG_003427-T1	
OG0005573	GBNWG_003429-T1	
OG0005574	GBNWG_003431-T1	
OG0005575	GBNWG_003432-T1	
OG0005576	GBNWG_003434-T1	
OG0005577	GBNWG_003435-T1	
OG0005578	GBNWG_003439-T1	
OG0005579	GBNWG_003440-T1	
OG0005580	GBNWG_003441-T1	
OG0005581	GBNWG_003442-T1	
OG0005582	GBNWG_003444-T1	
OG0005583	GBNWG_003445-T1	
OG0005584	GBNWG_003450-T1	
OG0005585	GBNWG_003454-T1	
OG0005586	GBNWG_003456-T1	
OG0005587	GBNWG_003457-T1	
OG0005588	GBNWG_003464-T1	
OG0005589	GBNWG_003465-T1	
OG0005590	GBNWG_003466-T1	
OG0005591	GBNWG_003467-T1	
OG0005592	GBNWG_003469-T1	
OG0005593	GBNWG_003470-T1	
OG0005594	GBNWG_003475-T1	
OG0005595	GBNWG_003476-T1	
OG0005596	GBNWG_003477-T1	
OG0005597	GBNWG_003478-T1	
OG0005598	GBNWG_003482-T1	
OG0005599	GBNWG_003487-T1	
OG0005600	GBNWG_003488-T1	
OG0005601	GBNWG_003490-T1	
OG0005602	GBNWG_003495-T1	
OG0005603	GBNWG_003497-T1	
OG0005604	GBNWG_003500-T1	
OG0005605	GBNWG_003503-T1	
OG0005606	GBNWG_003505-T1	
OG0005607	GBNWG_003506-T1	
OG0005608	GBNWG_003510-T1	
OG0005609	GBNWG_003511-T1	
OG0005610	GBNWG_003515-T1	
OG0005611	GBNWG_003519-T1	
OG0005612	GBNWG_003522-T1	
OG0005613	GBNWG_003523-T1	
OG0005614	GBNWG_003526-T1	
OG0005615	GBNWG_003528-T1	
OG0005616	GBNWG_003536-T1	
OG0005617	GBNWG_003537-T1	
OG0005618	GBNWG_003540-T1	
OG0005619	GBNWG_003541-T1	
OG0005620	GBNWG_003543-T1	
OG0005621	GBNWG_003544-T1	
OG0005622	GBNWG_003545-T1	
OG0005623	GBNWG_003547-T1	
OG0005624	GBNWG_003548-T1	
OG0005625	GBNWG_003550-T1	
OG0005626	GBNWG_003552-T1	
OG0005627	GBNWG_003553-T1	
OG0005628	GBNWG_003555-T1	
OG0005629	GBNWG_003557-T1	
OG0005630	GBNWG_003558-T1	
OG0005631	GBNWG_003560-T1	
OG0005632	GBNWG_003562-T1	
OG0005633	GBNWG_003565-T1	
OG0005634	GBNWG_003567-T1	
OG0005635	GBNWG_003568-T1	
OG0005636	GBNWG_003570-T1	
OG0005637	GBNWG_003573-T1	
OG0005638	GBNWG_003577-T1	
OG0005639	GBNWG_003578-T1	
OG0005640	GBNWG_003579-T1	
OG0005641	GBNWG_003580-T1	
OG0005642	GBNWG_003581-T1	
OG0005643	GBNWG_003583-T1	
OG0005644	GBNWG_003588-T1	
OG0005645	GBNWG_003590-T1	
OG0005646	GBNWG_003591-T1	
OG0005647	GBNWG_003592-T1	
OG0005648	GBNWG_003594-T1	
OG0005649	GBNWG_003595-T1	
OG0005650	GBNWG_003596-T1	
OG0005651	GBNWG_003597-T1	
OG0005652	GBNWG_003599-T1	
OG0005653	GBNWG_003603-T1	
OG0005654	GBNWG_003605-T1	
OG0005655	GBNWG_003611-T1	
OG0005656	GBNWG_003616-T1	
OG0005657	GBNWG_003617-T1	
OG0005658	GBNWG_003618-T1	
OG0005659	GBNWG_003619-T1	
OG0005660	GBNWG_003620-T1	
OG0005661	GBNWG_003621-T1	
OG0005662	GBNWG_003622-T1	
OG0005663	GBNWG_003624-T1	
OG0005664	GBNWG_003627-T1	
OG0005665	GBNWG_003628-T1	
OG0005666	GBNWG_003631-T1	
OG0005667	GBNWG_003632-T1	
OG0005668	GBNWG_003633-T1	
OG0005669	GBNWG_003635-T1	
OG0005670	GBNWG_003637-T1	
OG0005671	GBNWG_003641-T1	
OG0005672	GBNWG_003644-T1	
OG0005673	GBNWG_003645-T1	
OG0005674	GBNWG_003646-T1	
OG0005675	GBNWG_003647-T1	
OG0005676	GBNWG_003650-T1	
OG0005677	GBNWG_003655-T1	
OG0005678	GBNWG_003659-T1	
OG0005679	GBNWG_003660-T1	
OG0005680	GBNWG_003662-T1	
OG0005681	GBNWG_003665-T1	
OG0005682	GBNWG_003666-T1	
OG0005683	GBNWG_003667-T1	
OG0005684	GBNWG_003669-T1	
OG0005685	GBNWG_003672-T1	
OG0005686	GBNWG_003673-T1	
OG0005687	GBNWG_003674-T1	
OG0005688	GBNWG_003676-T1	
OG0005689	GBNWG_003679-T1	
OG0005690	GBNWG_003681-T1	
OG0005691	GBNWG_003683-T1	
OG0005692	GBNWG_003685-T1	
OG0005693	GBNWG_003687-T1	
OG0005694	GBNWG_003689-T1	
OG0005695	GBNWG_003698-T1	
OG0005696	GBNWG_003699-T1	
OG0005697	GBNWG_003702-T1	
OG0005698	GBNWG_003706-T1	
OG0005699	GBNWG_003707-T1	
OG0005700	GBNWG_003708-T1	
OG0005701	GBNWG_003712-T1	
OG0005702	GBNWG_003715-T1	
OG0005703	GBNWG_003716-T1	
OG0005704	GBNWG_003719-T1	
OG0005705	GBNWG_003720-T1	
OG0005706	GBNWG_003724-T1	
OG0005707	GBNWG_003725-T1	
OG0005708	GBNWG_003726-T1	
OG0005709	GBNWG_003727-T1	
OG0005710	GBNWG_003728-T1	
OG0005711	GBNWG_003729-T1	
OG0005712	GBNWG_003730-T1	
OG0005713	GBNWG_003731-T1	
OG0005714	GBNWG_003732-T1	
OG0005715	GBNWG_003733-T1	
OG0005716	GBNWG_003734-T1	
OG0005717	GBNWG_003735-T1	
OG0005718	GBNWG_003740-T1	
OG0005719	GBNWG_003741-T1	
OG0005720	GBNWG_003743-T1	
OG0005721	GBNWG_003744-T1	
OG0005722	GBNWG_003745-T1	
OG0005723	GBNWG_003747-T1	
OG0005724	GBNWG_003749-T1	
OG0005725	GBNWG_003750-T1	
OG0005726	GBNWG_003752-T1	
OG0005727	GBNWG_003754-T1	
OG0005728	GBNWG_003755-T1	
OG0005729	GBNWG_003757-T1	
OG0005730	GBNWG_003761-T1	
OG0005731	GBNWG_003762-T1	
OG0005732	GBNWG_003763-T1	
OG0005733	GBNWG_003765-T1	
OG0005734	GBNWG_003768-T1	
OG0005735	GBNWG_003769-T1	
OG0005736	GBNWG_003771-T1	
OG0005737	GBNWG_003772-T1	
OG0005738	GBNWG_003773-T1	
OG0005739	GBNWG_003774-T1	
OG0005740	GBNWG_003775-T1	
OG0005741	GBNWG_003776-T1	
OG0005742	GBNWG_003778-T1	
OG0005743	GBNWG_003779-T1	
OG0005744	GBNWG_003780-T1	
OG0005745	GBNWG_003781-T1	
OG0005746	GBNWG_003782-T1	
OG0005747	GBNWG_003784-T1	
OG0005748	GBNWG_003786-T1	
OG0005749	GBNWG_003787-T1	
OG0005750	GBNWG_003788-T1	
OG0005751	GBNWG_003789-T1	
OG0005752	GBNWG_003790-T1	
OG0005753	GBNWG_003791-T1	
OG0005754	GBNWG_003792-T1	
OG0005755	GBNWG_003793-T1	
OG0005756	GBNWG_003795-T1	
OG0005757	GBNWG_003796-T1	
OG0005758	GBNWG_003797-T1	
OG0005759	GBNWG_003800-T1	
OG0005760	GBNWG_003804-T1	
OG0005761	GBNWG_003805-T1	
OG0005762	GBNWG_003806-T1	
OG0005763	GBNWG_003807-T1	
OG0005764	GBNWG_003808-T1	
OG0005765	GBNWG_003809-T1	
OG0005766	GBNWG_003810-T1	
OG0005767	GBNWG_003811-T1	
OG0005768	GBNWG_003812-T1	
OG0005769	GBNWG_003814-T1	
OG0005770	GBNWG_003815-T1	
OG0005771	GBNWG_003816-T1	
OG0005772	GBNWG_003819-T1	
OG0005773	GBNWG_003820-T1	
OG0005774	GBNWG_003821-T1	
OG0005775	GBNWG_003822-T1	
OG0005776	GBNWG_003823-T1	
OG0005777	GBNWG_003824-T1	
OG0005778	GBNWG_003828-T1	
OG0005779	GBNWG_003829-T1	
OG0005780	GBNWG_003833-T1	
OG0005781	GBNWG_003835-T1	
OG0005782	GBNWG_003836-T1	
OG0005783	GBNWG_003841-T1	
OG0005784	GBNWG_003845-T1	
OG0005785	GBNWG_003847-T1	
OG0005786	GBNWG_003850-T1	
OG0005787	GBNWG_003851-T1	
OG0005788	GBNWG_003855-T1	
OG0005789	GBNWG_003858-T1	
OG0005790	GBNWG_003863-T1	
OG0005791	GBNWG_003865-T1	
OG0005792	GBNWG_003867-T1	
OG0005793	GBNWG_003869-T1	
OG0005794	GBNWG_003871-T1	
OG0005795	GBNWG_003872-T1	
OG0005796	GBNWG_003873-T1	
OG0005797	GBNWG_003874-T1	
OG0005798	GBNWG_003875-T1	
OG0005799	GBNWG_003876-T1	
OG0005800	GBNWG_003877-T1	
OG0005801	GBNWG_003879-T1	
OG0005802	GBNWG_003880-T1	
OG0005803	GBNWG_003884-T1	
OG0005804	GBNWG_003886-T1	
OG0005805	GBNWG_003888-T1	
OG0005806	GBNWG_003889-T1	
OG0005807	GBNWG_003893-T1	
OG0005808	GBNWG_003894-T1	
OG0005809	GBNWG_003896-T1	
OG0005810	GBNWG_003902-T1	
OG0005811	GBNWG_003903-T1	
OG0005812	GBNWG_003907-T1	
OG0005813	GBNWG_003908-T1	
OG0005814	GBNWG_003911-T1	
OG0005815	GBNWG_003915-T1	
OG0005816	GBNWG_003916-T1	
OG0005817	GBNWG_003917-T1	
OG0005818	GBNWG_003918-T1	
OG0005819	GBNWG_003919-T1	
OG0005820	GBNWG_003928-T1	
OG0005821	GBNWG_003929-T1	
OG0005822	GBNWG_003930-T1	
OG0005823	GBNWG_003931-T1	
OG0005824	GBNWG_003933-T1	
OG0005825	GBNWG_003935-T1	
OG0005826	GBNWG_003936-T1	
OG0005827	GBNWG_003937-T1	
OG0005828	GBNWG_003938-T1	
OG0005829	GBNWG_003939-T1	
OG0005830	GBNWG_003940-T1	
OG0005831	GBNWG_003941-T1	
OG0005832	GBNWG_003943-T1	
OG0005833	GBNWG_003944-T1	
OG0005834	GBNWG_003945-T1	
OG0005835	GBNWG_003947-T1	
OG0005836	GBNWG_003948-T1	
OG0005837	GBNWG_003949-T1	
OG0005838	GBNWG_003951-T1	
OG0005839	GBNWG_003952-T1	
OG0005840	GBNWG_003954-T1	
OG0005841	GBNWG_003955-T1	
OG0005842	GBNWG_003956-T1	
OG0005843	GBNWG_003958-T1	
OG0005844	GBNWG_003959-T1	
OG0005845	GBNWG_003960-T1	
OG0005846	GBNWG_003962-T1	
OG0005847	GBNWG_003964-T1	
OG0005848	GBNWG_003966-T1	
OG0005849	GBNWG_003967-T1	
OG0005850	GBNWG_003968-T1	
OG0005851	GBNWG_003972-T1	
OG0005852	GBNWG_003973-T1	
OG0005853	GBNWG_003974-T1	
OG0005854	GBNWG_003975-T1	
OG0005855	GBNWG_003976-T1	
OG0005856	GBNWG_003978-T1	
OG0005857	GBNWG_003979-T1	
OG0005858	GBNWG_003980-T1	
OG0005859	GBNWG_003982-T1	
OG0005860	GBNWG_003984-T1	
OG0005861	GBNWG_003987-T1	
OG0005862	GBNWG_003993-T1	
OG0005863	GBNWG_003994-T1	
OG0005864	GBNWG_003998-T1	
OG0005865	GBNWG_004002-T1	
OG0005866	GBNWG_004003-T1	
OG0005867	GBNWG_004004-T1	
OG0005868	GBNWG_004009-T1	
OG0005869	GBNWG_004012-T1	
OG0005870	GBNWG_004013-T1	
OG0005871	GBNWG_004014-T1	
OG0005872	GBNWG_004016-T1	
OG0005873	GBNWG_004017-T1	
OG0005874	GBNWG_004018-T1	
OG0005875	GBNWG_004019-T1	
OG0005876	GBNWG_004021-T1	
OG0005877	GBNWG_004024-T1	
OG0005878	GBNWG_004025-T1	
OG0005879	GBNWG_004028-T1	
OG0005880	GBNWG_004029-T1	
OG0005881	GBNWG_004030-T1	
OG0005882	GBNWG_004032-T1	
OG0005883	GBNWG_004033-T1	
OG0005884	GBNWG_004036-T1	
OG0005885	GBNWG_004038-T1	
OG0005886	GBNWG_004040-T1	
OG0005887	GBNWG_004043-T1	
OG0005888	GBNWG_004045-T1	
OG0005889	GBNWG_004049-T1	
OG0005890	GBNWG_004050-T1	
OG0005891	GBNWG_004051-T1	
OG0005892	GBNWG_004058-T1	
OG0005893	GBNWG_004059-T1	
OG0005894	GBNWG_004060-T1	
OG0005895	GBNWG_004061-T1	
OG0005896	GBNWG_004062-T1	
OG0005897	GBNWG_004063-T1	
OG0005898	GBNWG_004064-T1	
OG0005899	GBNWG_004065-T1	
OG0005900	GBNWG_004066-T1	
OG0005901	GBNWG_004067-T1	
OG0005902	GBNWG_004070-T1	
OG0005903	GBNWG_004071-T1	
OG0005904	GBNWG_004072-T1	
OG0005905	GBNWG_004073-T1	
OG0005906	GBNWG_004075-T1	
OG0005907	GBNWG_004076-T1	
OG0005908	GBNWG_004077-T1	
OG0005909	GBNWG_004078-T1	
OG0005910	GBNWG_004079-T1	
OG0005911	GBNWG_004080-T1	
OG0005912	GBNWG_004081-T1	
OG0005913	GBNWG_004084-T1	
OG0005914	GBNWG_004085-T1	
OG0005915	GBNWG_004086-T1	
OG0005916	GBNWG_004087-T1	
OG0005917	GBNWG_004088-T1	
OG0005918	GBNWG_004089-T1	
OG0005919	GBNWG_004090-T1	
OG0005920	GBNWG_004092-T1	
OG0005921	GBNWG_004093-T1	
OG0005922	GBNWG_004094-T1	
OG0005923	GBNWG_004095-T1	
OG0005924	GBNWG_004096-T1	
OG0005925	GBNWG_004097-T1	
OG0005926	GBNWG_004098-T1	
OG0005927	GBNWG_004099-T1	
OG0005928	GBNWG_004100-T1	
OG0005929	GBNWG_004103-T1	
OG0005930	GBNWG_004106-T1	
OG0005931	GBNWG_004107-T1	
OG0005932	GBNWG_004110-T1	
OG0005933	GBNWG_004112-T1	
OG0005934	GBNWG_004115-T1	
OG0005935	GBNWG_004116-T1	
OG0005936	GBNWG_004117-T1	
OG0005937	GBNWG_004118-T1	
OG0005938	GBNWG_004120-T1	
OG0005939	GBNWG_004121-T1	
OG0005940	GBNWG_004131-T1	
OG0005941	GBNWG_004132-T1	
OG0005942	GBNWG_004133-T1	
OG0005943	GBNWG_004134-T1	
OG0005944	GBNWG_004137-T1	
OG0005945	GBNWG_004140-T1	
OG0005946	GBNWG_004141-T1	
OG0005947	GBNWG_004142-T1	
OG0005948	GBNWG_004144-T1	
OG0005949	GBNWG_004145-T1	
OG0005950	GBNWG_004146-T1	
OG0005951	GBNWG_004147-T1	
OG0005952	GBNWG_004148-T1	
OG0005953	GBNWG_004150-T1	
OG0005954	GBNWG_004151-T1	
OG0005955	GBNWG_004152-T1	
OG0005956	GBNWG_004153-T1	
OG0005957	GBNWG_004154-T1	
OG0005958	GBNWG_004155-T1	
OG0005959	GBNWG_004156-T1	
OG0005960	GBNWG_004157-T1	
OG0005961	GBNWG_004158-T1	
OG0005962	GBNWG_004161-T1	
OG0005963	GBNWG_004162-T1	
OG0005964	GBNWG_004164-T1	
OG0005965	GBNWG_004165-T1	
OG0005966	GBNWG_004166-T1	
OG0005967	GBNWG_004168-T1	
OG0005968	GBNWG_004171-T1	
OG0005969	GBNWG_004172-T1	
OG0005970	GBNWG_004173-T1	
OG0005971	GBNWG_004174-T1	
OG0005972	GBNWG_004177-T1	
OG0005973	GBNWG_004181-T1	
OG0005974	GBNWG_004182-T1	
OG0005975	GBNWG_004183-T1	
OG0005976	GBNWG_004185-T1	
OG0005977	GBNWG_004187-T1	
OG0005978	GBNWG_004188-T1	
OG0005979	GBNWG_004189-T1	
OG0005980	GBNWG_004190-T1	
OG0005981	GBNWG_004193-T1	
OG0005982	GBNWG_004194-T1	
OG0005983	GBNWG_004195-T1	
OG0005984	GBNWG_004197-T1	
OG0005985	GBNWG_004199-T1	
OG0005986	GBNWG_004200-T1	
OG0005987	GBNWG_004203-T1	
OG0005988	GBNWG_004204-T1	
OG0005989	GBNWG_004207-T1	
OG0005990	GBNWG_004209-T1	
OG0005991	GBNWG_004210-T1	
OG0005992	GBNWG_004212-T1	
OG0005993	GBNWG_004214-T1	
OG0005994	GBNWG_004215-T1	
OG0005995	GBNWG_004216-T1	
OG0005996	GBNWG_004218-T1	
OG0005997	GBNWG_004222-T1	
OG0005998	GBNWG_004223-T1	
OG0005999	GBNWG_004224-T1	
OG0006000	GBNWG_004225-T1	
OG0006001	GBNWG_004231-T1	
OG0006002	GBNWG_004232-T1	
OG0006003	GBNWG_004233-T1	
OG0006004	GBNWG_004234-T1	
OG0006005	GBNWG_004235-T1	
OG0006006	GBNWG_004236-T1	
OG0006007	GBNWG_004237-T1	
OG0006008	GBNWG_004239-T1	
OG0006009	GBNWG_004240-T1	
OG0006010	GBNWG_004241-T1	
OG0006011	GBNWG_004242-T1	
OG0006012	GBNWG_004243-T1	
OG0006013	GBNWG_004244-T1	
OG0006014	GBNWG_004248-T1	
OG0006015	GBNWG_004249-T1	
OG0006016	GBNWG_004250-T1	
OG0006017	GBNWG_004253-T1	
OG0006018	GBNWG_004265-T1	
OG0006019	GBNWG_004267-T1	
OG0006020	GBNWG_004279-T1	
OG0006021	GBNWG_004280-T1	
OG0006022	GBNWG_004284-T1	
OG0006023	GBNWG_004285-T1	
OG0006024	GBNWG_004286-T1	
OG0006025	GBNWG_004289-T1	
OG0006026	GBNWG_004293-T1	
OG0006027	GBNWG_004296-T1	
OG0006028	GBNWG_004297-T1	
OG0006029	GBNWG_004298-T1	
OG0006030	GBNWG_004300-T1	
OG0006031	GBNWG_004301-T1	
OG0006032	GBNWG_004302-T1	
OG0006033	GBNWG_004303-T1	
OG0006034	GBNWG_004304-T1	
OG0006035	GBNWG_004305-T1	
OG0006036	GBNWG_004307-T1	
OG0006037	GBNWG_004308-T1	
OG0006038	GBNWG_004311-T1	
OG0006039	GBNWG_004313-T1	
OG0006040	GBNWG_004314-T1	
OG0006041	GBNWG_004315-T1	
OG0006042	GBNWG_004316-T1	
OG0006043	GBNWG_004322-T1	
OG0006044	GBNWG_004323-T1	
OG0006045	GBNWG_004325-T1	
OG0006046	GBNWG_004326-T1	
OG0006047	GBNWG_004328-T1	
OG0006048	GBNWG_004329-T1	
OG0006049	GBNWG_004330-T1	
OG0006050	GBNWG_004331-T1	
OG0006051	GBNWG_004332-T1	
OG0006052	GBNWG_004336-T1	
OG0006053	GBNWG_004337-T1	
OG0006054	GBNWG_004338-T1	
OG0006055	GBNWG_004339-T1	
OG0006056	GBNWG_004340-T1	
OG0006057	GBNWG_004341-T1	
OG0006058	GBNWG_004344-T1	
OG0006059	GBNWG_004345-T1	
OG0006060	GBNWG_004351-T1	
OG0006061	GBNWG_004352-T1	
OG0006062	GBNWG_004354-T1	
OG0006063	GBNWG_004356-T1	
OG0006064	GBNWG_004358-T1	
OG0006065	GBNWG_004360-T1	
OG0006066	GBNWG_004361-T1	
OG0006067	GBNWG_004362-T1	
OG0006068	GBNWG_004363-T1	
OG0006069	GBNWG_004364-T1	
OG0006070	GBNWG_004365-T1	
OG0006071	GBNWG_004366-T1	
OG0006072	GBNWG_004369-T1	
OG0006073	GBNWG_004371-T1	
OG0006074	GBNWG_004372-T1	
OG0006075	GBNWG_004373-T1	
OG0006076	GBNWG_004375-T1	
OG0006077	GBNWG_004376-T1	
OG0006078	GBNWG_004377-T1	
OG0006079	GBNWG_004378-T1	
OG0006080	GBNWG_004380-T1	
OG0006081	GBNWG_004382-T1	
OG0006082	GBNWG_004383-T1	
OG0006083	GBNWG_004384-T1	
OG0006084	GBNWG_004385-T1	
OG0006085	GBNWG_004388-T1	
OG0006086	GBNWG_004390-T1	
OG0006087	GBNWG_004391-T1	
OG0006088	GBNWG_004392-T1	
OG0006089	GBNWG_004393-T1	
OG0006090	GBNWG_004394-T1	
OG0006091	GBNWG_004396-T1	
OG0006092	GBNWG_004397-T1	
OG0006093	GBNWG_004398-T1	
OG0006094	GBNWG_004399-T1	
OG0006095	GBNWG_004402-T1	
OG0006096	GBNWG_004404-T1	
OG0006097	GBNWG_004405-T1	
OG0006098	GBNWG_004406-T1	
OG0006099	GBNWG_004414-T1	
OG0006100	GBNWG_004416-T1	
OG0006101	GBNWG_004417-T1	
OG0006102	GBNWG_004418-T1	
OG0006103	GBNWG_004419-T1	
OG0006104	GBNWG_004420-T1	
OG0006105	GBNWG_004421-T1	
OG0006106	GBNWG_004422-T1	
OG0006107	GBNWG_004424-T1	
OG0006108	GBNWG_004425-T1	
OG0006109	GBNWG_004426-T1	
OG0006110	GBNWG_004428-T1	
OG0006111	GBNWG_004429-T1	
OG0006112	GBNWG_004430-T1	
OG0006113	GBNWG_004431-T1	
